
Segment Center Intensity Mean Ch=3 Img=1
 ==================== 
Segment Center Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
22.0588,,Segment,3,12,Image 1,9,1,100000000,510000000018,
31.5556,,Segment,3,11,Image 1,9,1,100000000,510000000026,
50.8,,Segment,3,10,Image 1,8,1,100000000,510000000030,
29.2581,,Segment,3,9,Image 1,7,1,100000000,510000000060,
22.0476,,Segment,3,8,Image 1,6,1,100000000,510000000080,
21.7778,,Segment,3,7,Image 1,5,1,100000000,510000000106,
71.7778,,Segment,3,5,Image 1,3,1,100000000,510000000115,
86.2609,,Segment,3,4,Image 1,3,1,100000000,510000000137,
67,,Segment,3,3,Image 1,2,1,100000000,510000000147,
52.2586,,Segment,3,2,Image 1,2,1,100000000,510000000204,
55,,Segment,3,1,Image 1,1,1,100000000,510000000206,
30.6667,,Segment,3,0,Image 1,1,1,100000000,510000000216,
20.3125,,Segment,3,9,Image 1,6,1,100000001,510000000233,
38,,Segment,3,8,Image 1,5,1,100000001,510000000237,
43.3333,,Segment,3,7,Image 1,5,1,100000001,510000000239,
35.75,,Segment,3,6,Image 1,5,1,100000001,510000000242,
53.2,,Segment,3,5,Image 1,4,1,100000001,510000000251,
46.3636,,Segment,3,4,Image 1,3,1,100000001,510000000261,
27.2727,,Segment,3,3,Image 1,3,1,100000001,510000000293,
32.4,,Segment,3,2,Image 1,2,1,100000001,510000000297,
43,,Segment,3,1,Image 1,1,1,100000001,510000000300,
92,,Segment,3,0,Image 1,1,1,100000001,510000000311,
20.2632,,Segment,3,5,Image 1,4,1,100000002,510000000361,
27.625,,Segment,3,4,Image 1,3,1,100000002,510000000368,
36.75,,Segment,3,3,Image 1,2,1,100000002,510000000375,
37.1714,,Segment,3,2,Image 1,1,1,100000002,510000000409,
41.5,,Segment,3,1,Image 1,1,1,100000002,510000000428,
34.0909,,Segment,3,0,Image 1,1,1,100000002,510000000453,
15.0571,,Segment,3,1,Image 1,2,1,100000002,510000000513,
37.5152,,Segment,3,0,Image 1,1,1,100000002,510000000545,
38.8889,,Segment,3,6,Image 1,4,1,100000001,510000000555,
18.902,,Segment,3,2,Image 1,1,1,100000002,510000000605,
39.7333,,Segment,3,1,Image 1,1,1,100000002,510000000619,
36.1579,,Segment,3,3,Image 1,3,1,100000000,510000000637,
53.2,,Segment,3,2,Image 1,2,1,100000000,510000000651,
58.5106,,Segment,3,1,Image 1,2,1,100000000,510000000697,
64.6,,Segment,3,0,Image 1,1,1,100000000,510000000713,
28.7727,,Segment,3,12,Image 1,9,1,100000000,510000000770,
33.25,,Segment,3,11,Image 1,8,1,100000000,510000000773,
37.75,,Segment,3,13,Image 1,8,1,100000000,510000000780,
32,,Segment,3,11,Image 1,8,1,100000000,510000000798,
12.3333,,Segment,3,11,Image 1,7,1,100000000,510000000803,
46.3125,,Segment,3,9,Image 1,7,1,100000001,510000000834,
72.1667,,Segment,3,8,Image 1,6,1,100000001,510000000839,
25.7059,,Segment,3,6,Image 1,5,1,100000001,510000000890,
40.9167,,Segment,3,5,Image 1,4,1,100000001,510000000901,
53.9333,,Segment,3,4,Image 1,4,1,100000001,510000000915,
52.3333,,Segment,3,2,Image 1,2,1,100000001,510000000921,
48.6667,,Segment,3,1,Image 1,1,1,100000001,510000000923,
38.0714,,Segment,3,0,Image 1,1,1,100000001,510000000936,
36.2222,,Segment,3,15,Image 1,9,1,100000001,510000000983,
61.25,,Segment,3,14,Image 1,8,1,100000001,510000000986,
75.5,,Segment,3,13,Image 1,8,1,100000001,510000000993,
66,,Segment,3,12,Image 1,8,1,100000001,510000000995,
60.0385,,Segment,3,11,Image 1,8,1,100000001,510000001020,
50.5714,,Segment,3,10,Image 1,7,1,100000001,510000001026,
19.6316,,Segment,3,9,Image 1,6,1,100000001,510000001044,
43.875,,Segment,3,8,Image 1,6,1,100000001,510000001059,
35,,Segment,3,7,Image 1,6,1,100000001,510000001065,
38.6429,,Segment,3,10,Image 1,7,1,100000000,510000001078,
36.5769,,Segment,3,9,Image 1,6,1,100000000,510000001103,
50.6,,Segment,3,10,Image 1,6,1,100000000,510000001112,
28,,Segment,3,8,Image 1,5,1,100000000,510000001143,
42.6667,,Segment,3,7,Image 1,4,1,100000000,510000001148,
67.1667,,Segment,3,6,Image 1,3,1,100000000,510000001153,
38.1429,,Segment,3,5,Image 1,3,1,100000000,510000001166,
51.8182,,Segment,3,4,Image 1,3,1,100000000,510000001198,
44,,Segment,3,2,Image 1,2,1,100000000,510000001216,
59.4714,,Segment,3,1,Image 1,1,1,100000000,510000001285,
72.1429,,Segment,3,0,Image 1,1,1,100000000,510000001292,
48.1333,,Segment,3,8,Image 1,4,1,100000000,510000001321,
2.64,,Segment,3,7,Image 1,4,1,100000000,510000001345,
48.3333,,Segment,3,6,Image 1,3,1,100000000,510000001350,
57.1875,,Segment,3,5,Image 1,3,1,100000000,510000001365,
44,,Segment,3,4,Image 1,3,1,100000000,510000001387,
52.6364,,Segment,3,3,Image 1,3,1,100000000,510000001397,
82.6667,,Segment,3,2,Image 1,2,1,100000000,510000001402,
30.875,,Segment,3,1,Image 1,2,1,100000000,510000001409,
49.2857,,Segment,3,0,Image 1,1,1,100000000,510000001425,
24,,Segment,3,8,Image 1,5,1,100000000,510000001427,
43.7857,,Segment,3,10,Image 1,5,1,100000000,510000001440,
106.5,,Segment,3,9,Image 1,4,1,100000000,510000001443,
110.333,,Segment,3,8,Image 1,4,1,100000000,510000001445,
43,,Segment,3,7,Image 1,3,1,100000000,510000001449,
80.625,,Segment,3,11,Image 1,4,1,100000001,510000001488,
86.3571,,Segment,3,10,Image 1,4,1,100000001,510000001501,
75.6667,,Segment,3,9,Image 1,4,1,100000001,510000001521,
