
Spine Intensity Max Ch=3 Img=1
 ==================== 
Spine Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
197,,Spine,3,2,Image 1,1,1,100000002,610000005120,
96,,Spine,3,1,Image 1,1,1,100000001,610000005127,
96,,Spine,3,1,Image 1,1,1,100000001,610000005134,
64,,Spine,3,3,Image 1,3,1,100000001,610000005137,
140,,Spine,3,3,Image 1,2,1,100000001,610000005143,
167,,Spine,3,9,Image 1,7,1,100000001,610000005148,
109,,Spine,3,4,Image 1,3,1,100000000,610000005151,
78,,Spine,3,1,Image 1,1,1,100000002,610000005154,
71,,Spine,3,2,Image 1,1,1,100000002,610000005156,
72,,Spine,3,1,Image 1,2,1,100000002,610000005158,
87,,Spine,3,8,Image 1,3,1,100000000,610000005163,
127,,Spine,3,2,Image 1,2,1,100000000,610000005167,
97,,Spine,3,6,Image 1,3,1,100000000,610000005170,
84,,Spine,3,0,Image 1,1,1,100000000,610000005172,
88,,Spine,3,1,Image 1,2,1,100000002,610000005174,
115,,Spine,3,5,Image 1,2,1,100000000,610000005176,
104,,Spine,3,0,Image 1,1,1,100000002,610000005178,
96,,Spine,3,2,Image 1,1,1,100000000,610000005181,
98,,Spine,3,0,Image 1,1,1,100000001,610000005184,
69,,Spine,3,9,Image 1,7,1,100000000,610000005186,
98,,Spine,3,0,Image 1,1,1,100000001,610000005189,
127,,Spine,3,2,Image 1,2,1,100000000,610000005192,
109,,Spine,3,0,Image 1,1,1,100000000,610000005198,
70,,Spine,3,3,Image 1,3,1,100000000,610000005200,
139,,Spine,3,11,Image 1,7,1,100000001,610000005202,
91,,Spine,3,0,Image 1,1,1,100000000,610000005204,
93,,Spine,3,2,Image 1,1,1,100000002,610000005207,
117,,Spine,3,3,Image 1,2,1,100000001,610000005211,
125,,Spine,3,5,Image 1,3,1,100000000,610000005213,
102,,Spine,3,1,Image 1,1,1,100000001,610000005215,
158,,Spine,3,9,Image 1,7,1,100000001,610000005219,
200,,Spine,3,6,Image 1,3,1,100000001,610000005222,
102,,Spine,3,6,Image 1,3,1,100000000,610000005233,
126,,Spine,3,10,Image 1,4,1,100000000,610000005236,
96,,Spine,3,3,Image 1,2,1,100000002,610000005238,
135,,Spine,3,10,Image 1,4,1,100000000,610000005240,
140,,Spine,3,3,Image 1,2,1,100000001,610000005242,
96,,Spine,3,2,Image 1,1,1,100000000,610000005244,
120,,Spine,3,4,Image 1,2,1,100000000,610000005246,
134,,Spine,3,0,Image 1,1,1,100000001,610000005248,
98,,Spine,3,0,Image 1,1,1,100000001,610000005250,
113,,Spine,3,0,Image 1,1,1,100000000,610000005252,
133,,Spine,3,4,Image 1,2,1,100000000,610000005254,
115,,Spine,3,8,Image 1,3,1,100000001,610000005258,
129,,Spine,3,8,Image 1,6,1,100000001,610000005270,
145,,Spine,3,2,Image 1,1,1,100000000,610000005272,
139,,Spine,3,0,Image 1,1,1,100000000,610000005274,
124,,Spine,3,4,Image 1,2,1,100000001,610000005277,
116,,Spine,3,0,Image 1,1,1,100000000,610000005293,
103,,Spine,3,6,Image 1,3,1,100000000,610000005297,
131,,Spine,3,4,Image 1,2,1,100000001,610000005348,
62,,Spine,3,12,Image 1,9,1,100000000,610000005358,
103,,Spine,3,11,Image 1,9,1,100000000,610000005359,
78,,Spine,3,13,Image 1,8,1,100000000,610000005360,
69,,Spine,3,9,Image 1,7,1,100000000,610000005361,
74,,Spine,3,9,Image 1,7,1,100000000,610000005362,
73,,Spine,3,9,Image 1,7,1,100000000,610000005363,
62,,Spine,3,10,Image 1,7,1,100000000,610000005364,
94,,Spine,3,9,Image 1,5,1,100000000,610000005365,
94,,Spine,3,9,Image 1,5,1,100000000,610000005366,
