
Soma Intensity Sum Ch=3 Img=1
 ==================== 
Soma Intensity Sum,Unit,Category,Channel,Image,Time,FilamentID,ID,
339953,,Soma,3,Image 1,1,100000000,800000000,
1.15276e+06,,Soma,3,Image 1,1,100000003,800002761,
1.3056e+06,,Soma,3,Image 1,1,100000037,800004348,
