
Segment Straightness
 ==================== 
Segment Straightness,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.725722,,Segment,,,1,100000053,510000000004,
0.913023,,Segment,,,1,100000053,510000000030,
0.964408,,Segment,,,1,100000053,510000000045,
0.866594,,Segment,,,1,100000053,510000000053,
0.864409,,Segment,,,1,100000053,510000000081,
0.970566,,Segment,,,1,100000053,510000000093,
0.90531,,Segment,,,1,100000053,510000000098,
0.817214,,Segment,,,1,100000053,510000000129,
0.775546,,Segment,,,1,100000053,510000000146,
0.760575,,Segment,,,1,100000053,510000000164,
0.969732,,Segment,,,1,100000053,510000000173,
0.778845,,Segment,,,1,100000053,510000000179,
0.844682,,Segment,,,1,100000054,510000000281,
0.975469,,Segment,,,1,100000054,510000000283,
0.997022,,Segment,,,1,100000054,510000000293,
0.84675,,Segment,,,1,100000054,510000000295,
0.868179,,Segment,1,1,1,100000003,510000000401,
0.988862,,Segment,0,1,1,100000003,510000000411,
0.996113,,Segment,,,1,100000053,510000000432,
0.815658,,Segment,,,1,100000053,510000000451,
0.84196,,Segment,,,1,100000053,510000000491,
0.993324,,Segment,,,1,100000053,510000000493,
0.969817,,Segment,,,1,100000053,510000000504,
0.813721,,Segment,,,1,100000053,510000000517,
0.802262,,Segment,,,1,100000053,510000000560,
0.999257,,Segment,,,1,100000053,510000000562,
0.989668,,Segment,,,1,100000053,510000000571,
0.917347,,Segment,,,1,100000053,510000000581,
0.878325,,Segment,,,1,100000053,510000000607,
0.875856,,Segment,,,1,100000053,510000000626,
0.970838,,Segment,,,1,100000053,510000000651,
0.962242,,Segment,,,1,100000053,510000000660,
0.856938,,Segment,,,1,100000053,510000000668,
0.967761,,Segment,,,1,100000053,510000000684,
0.921475,,Segment,,,1,100000053,510000000690,
0.997201,,Segment,,,1,100000053,510000000692,
0.975875,,Segment,,,1,100000053,510000000698,
0.938611,,Segment,,,1,100000053,510000000717,
0.959543,,Segment,,,1,100000053,510000000723,
0.98959,,Segment,,,1,100000053,510000000737,
0.999715,,Segment,,,1,100000053,510000000739,
0.992393,,Segment,,,1,100000053,510000000742,
0.988314,,Segment,,,1,100000053,510000000746,
0.966858,,Segment,,,1,100000053,510000000753,
0.985024,,Segment,,,1,100000053,510000000764,
0.966723,,Segment,,,1,100000053,510000000768,
0.975614,,Segment,,,1,100000053,510000000774,
0.599961,,Segment,,,1,100000054,510000000833,
0.945651,,Segment,,,1,100000054,510000000847,
0.859146,,Segment,,,1,100000054,510000000861,
0.954685,,Segment,,,1,100000054,510000000868,
0.891126,,Segment,,,1,100000054,510000000872,
0.942378,,Segment,,,1,100000038,510000000874,
0.849176,,Segment,,,1,100000038,510000000881,
0.912097,,Segment,,,1,100000038,510000000898,
0.990997,,Segment,,,1,100000038,510000000912,
0.777771,,Segment,,,1,100000038,510000000915,
0.590751,,Segment,3,2,1,100000037,510000000990,
0.948481,,Segment,2,2,1,100000037,510000000998,
0.983844,,Segment,1,1,1,100000037,510000001004,
1,,Segment,0,1,1,100000037,510000001008,
0.9617,,Segment,,,1,100000038,510000001029,
0.940711,,Segment,,,1,100000038,510000001032,
0.848045,,Segment,,,1,100000038,510000001050,
0.953034,,Segment,,,1,100000038,510000001055,
0.973338,,Segment,,,1,100000038,510000001072,
0.936102,,Segment,,,1,100000038,510000001075,
0.988421,,Segment,,,1,100000038,510000001086,
0.84719,,Segment,,,1,100000038,510000001107,
0.981713,,Segment,,,1,100000038,510000001125,
0.76585,,Segment,,,1,100000038,510000001140,
0.997972,,Segment,,,1,100000038,510000001143,
0.980956,,Segment,,,1,100000038,510000001153,
0.854879,,Segment,,,1,100000038,510000001169,
0.992421,,Segment,,,1,100000038,510000001173,
0.706209,,Segment,,,1,100000038,510000001200,
0.882539,,Segment,4,2,1,100000000,510000001267,
0.974794,,Segment,3,2,1,100000000,510000001274,
0.959884,,Segment,2,1,1,100000000,510000001293,
0.83915,,Segment,1,1,1,100000000,510000001313,
0.782474,,Segment,0,1,1,100000000,510000001339,
0.850536,,Segment,4,2,1,100000037,510000001372,
0.878183,,Segment,3,2,1,100000037,510000001392,
0.955838,,Segment,2,1,1,100000037,510000001408,
0.974349,,Segment,1,1,1,100000037,510000001422,
0.992403,,Segment,0,1,1,100000037,510000001426,
0.965836,,Segment,3,4,1,100000003,510000001444,
0.799929,,Segment,2,3,1,100000003,510000001480,
0.885043,,Segment,1,2,1,100000003,510000001549,
0.953969,,Segment,3,3,1,100000003,510000001554,
0.941932,,Segment,4,3,1,100000037,510000001561,
0.875204,,Segment,3,1,1,100000000,510000001592,
0.969658,,Segment,4,3,1,100000000,510000001597,
0.983033,,Segment,6,3,1,100000003,510000001599,
0.799114,,Segment,5,2,1,100000003,510000001633,
0.994772,,Segment,4,2,1,100000003,510000001640,
0.908062,,Segment,2,2,1,100000003,510000001657,
0.979263,,Segment,1,2,1,100000003,510000001670,
0.93413,,Segment,0,1,1,100000003,510000001695,
0.985123,,Segment,2,2,1,100000003,510000001705,
0.891691,,Segment,5,3,1,100000003,510000001730,
0.909062,,Segment,4,2,1,100000037,510000001763,
0.956223,,Segment,3,2,1,100000037,510000001771,
0.896706,,Segment,2,1,1,100000037,510000001786,
0.917531,,Segment,1,1,1,100000003,510000001836,
0.881306,,Segment,2,2,1,100000000,510000001863,
0.98694,,Segment,3,1,1,100000037,510000001875,
0.902986,,Segment,3,3,1,100000003,510000001882,
0.793051,,Segment,1,2,1,100000000,510000001931,
0.973723,,Segment,0,1,1,100000000,510000001938,
0.782552,,Segment,2,3,1,100000037,510000001969,
0.939586,,Segment,1,2,1,100000037,510000001983,
0.983111,,Segment,0,1,1,100000037,510000001993,
0.937439,,Segment,2,3,1,100000003,510000002015,
0.892123,,Segment,1,2,1,100000000,510000002041,
0.994768,,Segment,4,3,1,100000003,510000002044,
0.96545,,Segment,4,3,1,100000037,510000002056,
0.948768,,Segment,3,3,1,100000037,510000002075,
0.929989,,Segment,1,2,1,100000037,510000002084,
0.93205,,Segment,0,1,1,100000037,510000002114,
0.956394,,Segment,3,1,1,100000037,510000002123,
0.917774,,Segment,1,1,1,100000037,510000002131,
0.797036,,Segment,2,2,1,100000037,510000002143,
0.942227,,Segment,1,2,1,100000003,510000002165,
0.976909,,Segment,0,1,1,100000003,510000002174,
0.778436,,Segment,0,1,1,100000003,510000002204,
0.835144,,Segment,1,2,1,100000003,510000002218,
0.866274,,Segment,0,1,1,100000003,510000002241,
0.986212,,Segment,2,2,1,100000037,510000002247,
0.96315,,Segment,1,2,1,100000037,510000002255,
0.876909,,Segment,0,1,1,100000037,510000002273,
0.981653,,Segment,2,2,1,100000000,510000002282,
0.965536,,Segment,1,1,1,100000000,510000002287,
0.674892,,Segment,2,1,1,100000000,510000002295,
0.981789,,Segment,1,1,1,100000003,510000002299,
0.990422,,Segment,1,1,1,100000037,510000002303,
0.96975,,Segment,2,2,1,100000003,510000002312,
0.973055,,Segment,1,2,1,100000037,510000002325,
0.709909,,Segment,1,2,1,100000003,510000002334,
0.91143,,Segment,0,1,1,100000000,510000002346,
0.965968,,Segment,1,2,1,100000037,510000002353,
0.990378,,Segment,2,1,1,100000003,510000002356,
0.929628,,Segment,1,1,1,100000003,510000002361,
0.967577,,Segment,0,1,1,100000003,510000002371,
0.989897,,Segment,0,1,1,100000037,510000002377,
0.956564,,Segment,1,1,1,100000037,510000002386,
0.974433,,Segment,0,1,1,100000003,510000002400,
1,,Segment,3,2,1,100000003,510000008547,
1,,Segment,6,2,1,100000003,510000008548,
1,,Segment,1,1,1,100000003,510000008549,
1,,Segment,,,1,100000038,510000009011,
1,,Segment,,,1,100000038,510000009012,
1,,Segment,,,1,100000038,510000009013,
1,,Segment,,,1,100000053,510000009452,
0.857785,,Segment,0,1,1,,,
