
Spine Terminal Pt Diameter
 ==================== 
Spine Terminal Pt Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.162331,µm,Spine,,,1,100000039,610000002602,
0.168512,µm,Spine,,,1,100000054,610000002608,
0.234517,µm,Spine,,,1,100000054,610000002614,
0.162331,µm,Spine,,,1,100000054,610000002619,
0.324661,µm,Spine,,,1,100000055,610000002621,
0.162331,µm,Spine,,,1,100000040,610000002627,
0.324661,µm,Spine,,,1,100000056,610000002630,
0.162331,µm,Spine,1,1,1,100000003,610000002645,
0.324661,µm,Spine,,,1,100000057,610000002647,
0.209324,µm,Spine,,,1,100000041,610000002653,
0.324661,µm,Spine,,,1,100000058,610000002656,
0.243496,µm,Spine,,,1,100000038,610000002666,
0.162331,µm,Spine,,,1,100000038,610000002673,
0.185158,µm,Spine,,,1,100000054,610000002677,
0.219713,µm,Spine,,,1,100000038,610000002684,
0.162331,µm,Spine,1,2,1,100000003,610000002686,
0.162331,µm,Spine,,,1,100000054,610000002688,
0.163333,µm,Spine,,,1,100000038,610000002695,
0.162331,µm,Spine,3,1,1,100000000,610000002705,
0.324661,µm,Spine,,,1,100000059,610000002707,
0.181044,µm,Spine,3,1,1,100000000,610000002716,
0.176118,µm,Spine,,,1,100000053,610000002725,
0.459092,µm,Spine,,,1,100000042,610000002728,
0.245361,µm,Spine,3,1,1,100000000,610000002741,
0.162331,µm,Spine,1,1,1,100000000,610000002749,
0.162331,µm,Spine,,,1,100000038,610000002755,
0.235132,µm,Spine,,,1,100000038,610000002760,
0.328963,µm,Spine,3,1,1,100000000,610000002767,
0.162331,µm,Spine,1,1,1,100000003,610000002774,
0.324661,µm,Spine,,,1,100000043,610000002776,
0.162331,µm,Spine,1,1,1,100000000,610000002783,
0.168345,µm,Spine,4,2,1,100000037,610000002792,
0.162331,µm,Spine,1,1,1,100000003,610000002800,
0.539605,µm,Spine,,,1,100000005,610000002802,
0.246449,µm,Spine,3,1,1,100000000,610000002815,
0.201933,µm,Spine,4,2,1,100000037,610000002822,
0.163494,µm,Spine,0,1,1,100000000,610000002828,
0.162331,µm,Spine,,,1,100000053,610000002832,
0.162331,µm,Spine,,,1,100000053,610000002835,
0.164938,µm,Spine,,,1,100000038,610000002838,
0.197841,µm,Spine,,,1,100000038,610000002841,
0.162331,µm,Spine,,,1,100000038,610000002847,
0.190382,µm,Spine,5,3,1,100000003,610000002850,
0.162331,µm,Spine,1,2,1,100000003,610000002854,
0.173797,µm,Spine,2,2,1,100000003,610000002856,
0.187057,µm,Spine,1,1,1,100000003,610000002865,
