
Spine Center Intensity Mean Ch=2 Img=1
 ==================== 
Spine Center Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
19.75,,Spine,2,1,Image 1,2,1,100000039,610000002602,
17.8,,Spine,2,1,Image 1,2,1,100000054,610000002608,
22.8571,,Spine,2,1,Image 1,2,1,100000054,610000002614,
21,,Spine,2,1,Image 1,2,1,100000054,610000002619,
17.1667,,Spine,2,1,Image 1,2,1,100000055,610000002621,
8,,Spine,2,1,Image 1,2,1,100000040,610000002627,
30.25,,Spine,2,1,Image 1,2,1,100000056,610000002630,
39.9,,Spine,2,1,Image 1,1,1,100000003,610000002645,
29.5,,Spine,2,1,Image 1,2,1,100000057,610000002647,
35.6667,,Spine,2,1,Image 1,2,1,100000041,610000002653,
15.6,,Spine,2,1,Image 1,2,1,100000058,610000002656,
25.375,,Spine,2,1,Image 1,2,1,100000038,610000002666,
49.625,,Spine,2,1,Image 1,2,1,100000038,610000002673,
19.8,,Spine,2,1,Image 1,2,1,100000054,610000002677,
34.375,,Spine,2,1,Image 1,2,1,100000038,610000002684,
22.3333,,Spine,2,1,Image 1,2,1,100000003,610000002686,
11,,Spine,2,1,Image 1,2,1,100000054,610000002688,
46.125,,Spine,2,1,Image 1,2,1,100000038,610000002695,
29.7273,,Spine,2,3,Image 1,1,1,100000000,610000002705,
13.6667,,Spine,2,1,Image 1,2,1,100000059,610000002707,
28.2222,,Spine,2,3,Image 1,1,1,100000000,610000002716,
39.3,,Spine,2,1,Image 1,2,1,100000053,610000002725,
26.4286,,Spine,2,1,Image 1,2,1,100000042,610000002728,
30,,Spine,2,3,Image 1,1,1,100000000,610000002741,
39.1111,,Spine,2,1,Image 1,1,1,100000000,610000002749,
50.2857,,Spine,2,1,Image 1,2,1,100000038,610000002755,
30.6667,,Spine,2,1,Image 1,2,1,100000038,610000002760,
30.75,,Spine,2,3,Image 1,1,1,100000000,610000002767,
70.375,,Spine,2,1,Image 1,1,1,100000003,610000002774,
22.3333,,Spine,2,1,Image 1,2,1,100000043,610000002776,
49,,Spine,2,1,Image 1,1,1,100000000,610000002783,
49.6,,Spine,2,4,Image 1,2,1,100000037,610000002792,
38.7778,,Spine,2,1,Image 1,1,1,100000003,610000002800,
24.5714,,Spine,2,0,Image 1,1,1,100000005,610000002802,
31.6667,,Spine,2,3,Image 1,1,1,100000000,610000002815,
45.125,,Spine,2,4,Image 1,2,1,100000037,610000002822,
25.1429,,Spine,2,0,Image 1,1,1,100000000,610000002828,
11.25,,Spine,2,1,Image 1,2,1,100000053,610000002832,
28.75,,Spine,2,1,Image 1,2,1,100000053,610000002835,
35.25,,Spine,2,1,Image 1,2,1,100000038,610000002838,
35.25,,Spine,2,1,Image 1,2,1,100000038,610000002841,
39.2857,,Spine,2,1,Image 1,2,1,100000038,610000002847,
27.25,,Spine,2,5,Image 1,3,1,100000003,610000002850,
34.4,,Spine,2,1,Image 1,2,1,100000003,610000002854,
21.6667,,Spine,2,2,Image 1,2,1,100000003,610000002856,
43.8,,Spine,2,1,Image 1,1,1,100000003,610000002865,
35.125,,Spine,2,5,Image 1,3,1,100000003,610000002872,
37.6667,,Spine,2,1,Image 1,2,1,100000053,610000002874,
26.5,,Spine,2,1,Image 1,2,1,100000053,610000002877,
37,,Spine,2,1,Image 1,2,1,100000053,610000002880,
26.3333,,Spine,2,1,Image 1,2,1,100000003,610000002885,
25.25,,Spine,2,1,Image 1,2,1,100000038,610000002888,
32.2,,Spine,2,1,Image 1,2,1,100000038,610000002892,
23.5,,Spine,2,2,Image 1,3,1,100000003,610000002895,
20,,Spine,2,3,Image 1,1,1,100000000,610000002901,
16.8,,Spine,2,1,Image 1,2,1,100000053,610000002905,
42.5,,Spine,2,1,Image 1,2,1,100000038,610000002908,
32,,Spine,2,0,Image 1,1,1,100000006,610000002910,
33,,Spine,2,1,Image 1,2,1,100000038,610000002918,
37.1111,,Spine,2,1,Image 1,1,1,100000003,610000002926,
27.4,,Spine,2,5,Image 1,2,1,100000003,610000002930,
52.1667,,Spine,2,5,Image 1,3,1,100000003,610000002935,
41.5,,Spine,2,3,Image 1,1,1,100000000,610000002940,
28.5,,Spine,2,1,Image 1,1,1,100000003,610000002943,
26.3333,,Spine,2,1,Image 1,2,1,100000003,610000002945,
54,,Spine,2,1,Image 1,1,1,100000000,610000002952,
42.7778,,Spine,2,1,Image 1,2,1,100000000,610000002960,
23.5,,Spine,2,1,Image 1,2,1,100000000,610000002963,
20.4,,Spine,2,1,Image 1,2,1,100000003,610000002967,
27,,Spine,2,2,Image 1,2,1,100000037,610000002974,
19,,Spine,2,0,Image 1,1,1,100000007,610000002976,
50.5556,,Spine,2,1,Image 1,1,1,100000003,610000002989,
49.4444,,Spine,2,1,Image 1,1,1,100000003,610000002997,
50.5,,Spine,2,1,Image 1,1,1,100000003,610000003004,
23.25,,Spine,2,1,Image 1,2,1,100000054,610000003011,
28.75,,Spine,2,2,Image 1,2,1,100000037,610000003014,
11,,Spine,2,1,Image 1,2,1,100000038,610000003016,
23.6667,,Spine,2,1,Image 1,2,1,100000053,610000003018,
25.3333,,Spine,2,1,Image 1,1,1,100000000,610000003023,
28.6,,Spine,2,1,Image 1,1,1,100000000,610000003027,
33.25,,Spine,2,1,Image 1,2,1,100000053,610000003030,
12,,Spine,2,1,Image 1,2,1,100000062,610000003032,
