
Spine Part Volume Head
 ==================== 
Spine Part Volume Head,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.00111988,µm^3,Spine,Spine Part Volume,,,1,100000039,610000002602,
0.00357569,µm^3,Spine,Spine Part Volume,,,1,100000054,610000002608,
0.00766597,µm^3,Spine,Spine Part Volume,,,1,100000054,610000002614,
0.00311453,µm^3,Spine,Spine Part Volume,,,1,100000054,610000002619,
0.019439,µm^3,Spine,Spine Part Volume,,,1,100000055,610000002621,
0.00111988,µm^3,Spine,Spine Part Volume,,,1,100000040,610000002627,
0.0186047,µm^3,Spine,Spine Part Volume,,,1,100000056,610000002630,
0.00561322,µm^3,Spine,Spine Part Volume,1,1,1,100000003,610000002645,
0.0185841,µm^3,Spine,Spine Part Volume,,,1,100000057,610000002647,
0.00240118,µm^3,Spine,Spine Part Volume,,,1,100000041,610000002653,
0.0193279,µm^3,Spine,Spine Part Volume,,,1,100000058,610000002656,
0.0103261,µm^3,Spine,Spine Part Volume,,,1,100000038,610000002666,
0.0035222,µm^3,Spine,Spine Part Volume,,,1,100000038,610000002673,
0.00422653,µm^3,Spine,Spine Part Volume,,,1,100000054,610000002677,
0.00919761,µm^3,Spine,Spine Part Volume,,,1,100000038,610000002684,
0.00111988,µm^3,Spine,Spine Part Volume,1,2,1,100000003,610000002686,
0.00111988,µm^3,Spine,Spine Part Volume,,,1,100000054,610000002688,
0.00390686,µm^3,Spine,Spine Part Volume,,,1,100000038,610000002695,
0.00684449,µm^3,Spine,Spine Part Volume,3,1,1,100000000,610000002705,
0.00895903,µm^3,Spine,Spine Part Volume,,,1,100000059,610000002707,
0.0172823,µm^3,Spine,Spine Part Volume,3,1,1,100000000,610000002716,
0.00889528,µm^3,Spine,Spine Part Volume,,,1,100000053,610000002725,
0.0371345,µm^3,Spine,Spine Part Volume,,,1,100000042,610000002728,
0.0505155,µm^3,Spine,Spine Part Volume,3,1,1,100000000,610000002741,
0.00547182,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000002749,
0.00491098,µm^3,Spine,Spine Part Volume,,,1,100000038,610000002755,
0.00848776,µm^3,Spine,Spine Part Volume,,,1,100000038,610000002760,
0.0193294,µm^3,Spine,Spine Part Volume,3,1,1,100000000,610000002767,
0.00288367,µm^3,Spine,Spine Part Volume,1,1,1,100000003,610000002774,
0.00895903,µm^3,Spine,Spine Part Volume,,,1,100000043,610000002776,
0.00858291,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000002783,
0.00888772,µm^3,Spine,Spine Part Volume,4,2,1,100000037,610000002792,
0.0107191,µm^3,Spine,Spine Part Volume,1,1,1,100000003,610000002800,
0.0561563,µm^3,Spine,Spine Part Volume,,,1,100000005,610000002802,
0.0256886,µm^3,Spine,Spine Part Volume,3,1,1,100000000,610000002815,
0.0108005,µm^3,Spine,Spine Part Volume,4,2,1,100000037,610000002822,
0.00348803,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000002828,
0.00111988,µm^3,Spine,Spine Part Volume,,,1,100000053,610000002832,
0.00111988,µm^3,Spine,Spine Part Volume,,,1,100000053,610000002835,
0.0011747,µm^3,Spine,Spine Part Volume,,,1,100000038,610000002838,
0.00202729,µm^3,Spine,Spine Part Volume,,,1,100000038,610000002841,
0.00376061,µm^3,Spine,Spine Part Volume,,,1,100000038,610000002847,
0.00180652,µm^3,Spine,Spine Part Volume,5,3,1,100000003,610000002850,
0.00344248,µm^3,Spine,Spine Part Volume,1,2,1,100000003,610000002854,
0.00137435,µm^3,Spine,Spine Part Volume,2,2,1,100000003,610000002856,
0.00841169,µm^3,Spine,Spine Part Volume,1,1,1,100000003,610000002865,
0.00328785,µm^3,Spine,Spine Part Volume,5,3,1,100000003,610000002872,
0.00111988,µm^3,Spine,Spine Part Volume,,,1,100000053,610000002874,
0.00111988,µm^3,Spine,Spine Part Volume,,,1,100000053,610000002877,
0.00111988,µm^3,Spine,Spine Part Volume,,,1,100000053,610000002880,
0.0150234,µm^3,Spine,Spine Part Volume,1,2,1,100000003,610000002885,
0.00111988,µm^3,Spine,Spine Part Volume,,,1,100000038,610000002888,
0.00363642,µm^3,Spine,Spine Part Volume,,,1,100000038,610000002892,
0.00111988,µm^3,Spine,Spine Part Volume,2,3,1,100000003,610000002895,
0.0318469,µm^3,Spine,Spine Part Volume,3,1,1,100000000,610000002901,
0.005212,µm^3,Spine,Spine Part Volume,,,1,100000053,610000002905,
0.00138764,µm^3,Spine,Spine Part Volume,,,1,100000038,610000002908,
0.00333641,µm^3,Spine,Spine Part Volume,,,1,100000006,610000002910,
0.0019032,µm^3,Spine,Spine Part Volume,,,1,100000038,610000002918,
0.00906627,µm^3,Spine,Spine Part Volume,1,1,1,100000003,610000002926,
0.00341483,µm^3,Spine,Spine Part Volume,5,2,1,100000003,610000002930,
0.00353797,µm^3,Spine,Spine Part Volume,5,3,1,100000003,610000002935,
0.011602,µm^3,Spine,Spine Part Volume,3,1,1,100000000,610000002940,
0.00111988,µm^3,Spine,Spine Part Volume,1,1,1,100000003,610000002943,
0.00111988,µm^3,Spine,Spine Part Volume,1,2,1,100000003,610000002945,
0.00320195,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000002952,
0.0183043,µm^3,Spine,Spine Part Volume,1,2,1,100000000,610000002960,
0.00113383,µm^3,Spine,Spine Part Volume,1,2,1,100000000,610000002963,
0.00645629,µm^3,Spine,Spine Part Volume,1,2,1,100000003,610000002967,
0.00263927,µm^3,Spine,Spine Part Volume,2,2,1,100000037,610000002974,
0.00341669,µm^3,Spine,Spine Part Volume,,,1,100000007,610000002976,
0.0117228,µm^3,Spine,Spine Part Volume,1,1,1,100000003,610000002989,
0.0194849,µm^3,Spine,Spine Part Volume,1,1,1,100000003,610000002997,
