
Pt Distance from Origin
 ==================== 
Pt Distance from Origin,Unit,Category,Collection,Depth,Time,Type,FilamentID,ID,
23998.8,µm,Point,Pt Distance from Origin,0,1,Segment Beginning,100000000,800000000,
24006.9,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000000,800000003,
24005.2,µm,Point,Pt Distance from Origin,3,1,Segment Branch,100000000,800000004,
24004.8,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000000,800000005,
24003.5,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000000,800000006,
24000.7,µm,Point,Pt Distance from Origin,0,1,Segment Branch,100000000,800000007,
24006.2,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000000,800000008,
24005.5,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000000,800000009,
24003.5,µm,Point,Pt Distance from Origin,2,1,Segment Terminal,100000000,800000010,
24000.7,µm,Point,Pt Distance from Origin,1,1,Segment Terminal,100000000,800000011,
23997.8,µm,Point,Pt Distance from Origin,0,1,Segment Branch,100000000,800000012,
23999.1,µm,Point,Pt Distance from Origin,1,1,Segment Terminal,100000000,800000013,
23997.1,µm,Point,Pt Distance from Origin,2,1,Segment Terminal,100000000,800000014,
23997.2,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000000,800000015,
23996.6,µm,Point,Pt Distance from Origin,2,1,Segment Terminal,100000000,800000016,
23997.3,µm,Point,Pt Distance from Origin,0,1,Segment Terminal,100000000,800000017,
24006.8,µm,Point,Pt Distance from Origin,4,1,Spine Attachment,100000000,800000167,
24006.5,µm,Point,Pt Distance from Origin,4,1,Spine Attachment,100000000,800000168,
24006.3,µm,Point,Pt Distance from Origin,4,1,Spine Attachment,100000000,800000169,
24005.9,µm,Point,Pt Distance from Origin,4,1,Spine Attachment,100000000,800000170,
24005.2,µm,Point,Pt Distance from Origin,4,1,Spine Attachment,100000000,800000171,
24005.2,µm,Point,Pt Distance from Origin,4,1,Spine Attachment,100000000,800000172,
24005.2,µm,Point,Pt Distance from Origin,4,1,Spine Attachment,100000000,800000173,
24004.7,µm,Point,Pt Distance from Origin,2,1,Spine Attachment,100000000,800000174,
24004.6,µm,Point,Pt Distance from Origin,2,1,Spine Attachment,100000000,800000175,
24004.5,µm,Point,Pt Distance from Origin,2,1,Spine Attachment,100000000,800000176,
24004.4,µm,Point,Pt Distance from Origin,2,1,Spine Attachment,100000000,800000177,
24004.3,µm,Point,Pt Distance from Origin,2,1,Spine Attachment,100000000,800000178,
24004.2,µm,Point,Pt Distance from Origin,2,1,Spine Attachment,100000000,800000179,
24004.1,µm,Point,Pt Distance from Origin,2,1,Spine Attachment,100000000,800000180,
24004,µm,Point,Pt Distance from Origin,2,1,Spine Attachment,100000000,800000181,
24003.7,µm,Point,Pt Distance from Origin,2,1,Spine Attachment,100000000,800000182,
24003.4,µm,Point,Pt Distance from Origin,1,1,Spine Attachment,100000000,800000183,
24003.3,µm,Point,Pt Distance from Origin,1,1,Spine Attachment,100000000,800000184,
24003.2,µm,Point,Pt Distance from Origin,1,1,Spine Attachment,100000000,800000185,
24002.9,µm,Point,Pt Distance from Origin,1,1,Spine Attachment,100000000,800000186,
24002.6,µm,Point,Pt Distance from Origin,1,1,Spine Attachment,100000000,800000187,
24002.5,µm,Point,Pt Distance from Origin,1,1,Spine Attachment,100000000,800000188,
24002.1,µm,Point,Pt Distance from Origin,1,1,Spine Attachment,100000000,800000189,
24001.9,µm,Point,Pt Distance from Origin,1,1,Spine Attachment,100000000,800000190,
24001.4,µm,Point,Pt Distance from Origin,1,1,Spine Attachment,100000000,800000191,
24001.2,µm,Point,Pt Distance from Origin,1,1,Spine Attachment,100000000,800000192,
24001.1,µm,Point,Pt Distance from Origin,1,1,Spine Attachment,100000000,800000193,
24000.9,µm,Point,Pt Distance from Origin,1,1,Spine Attachment,100000000,800000194,
24000.7,µm,Point,Pt Distance from Origin,0,1,Spine Attachment,100000000,800000195,
24000.7,µm,Point,Pt Distance from Origin,0,1,Spine Attachment,100000000,800000196,
24000.6,µm,Point,Pt Distance from Origin,0,1,Spine Attachment,100000000,800000197,
24000.5,µm,Point,Pt Distance from Origin,0,1,Spine Attachment,100000000,800000198,
24000.5,µm,Point,Pt Distance from Origin,0,1,Spine Attachment,100000000,800000199,
24000.4,µm,Point,Pt Distance from Origin,0,1,Spine Attachment,100000000,800000200,
24000.4,µm,Point,Pt Distance from Origin,0,1,Spine Attachment,100000000,800000201,
24000.3,µm,Point,Pt Distance from Origin,0,1,Spine Attachment,100000000,800000202,
24000.2,µm,Point,Pt Distance from Origin,0,1,Spine Attachment,100000000,800000203,
24000.2,µm,Point,Pt Distance from Origin,0,1,Spine Attachment,100000000,800000204,
24000.1,µm,Point,Pt Distance from Origin,0,1,Spine Attachment,100000000,800000205,
23999.9,µm,Point,Pt Distance from Origin,0,1,Spine Attachment,100000000,800000206,
23999.8,µm,Point,Pt Distance from Origin,0,1,Spine Attachment,100000000,800000207,
24005.9,µm,Point,Pt Distance from Origin,3,1,Spine Attachment,100000000,800000208,
