
Segment Number of Voxel Ch=3 Img=1
 ==================== 
Segment Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
398,,Segment,3,0,Image 1,1,1,100000053,510000000004,
343,,Segment,3,0,Image 1,1,1,100000053,510000000030,
511,,Segment,3,0,Image 1,1,1,100000053,510000000045,
1009,,Segment,3,0,Image 1,1,1,100000053,510000000053,
644,,Segment,3,0,Image 1,1,1,100000053,510000000081,
328,,Segment,3,0,Image 1,1,1,100000053,510000000093,
1788,,Segment,3,0,Image 1,1,1,100000053,510000000098,
1273,,Segment,3,0,Image 1,1,1,100000053,510000000129,
1307,,Segment,3,0,Image 1,1,1,100000053,510000000146,
720,,Segment,3,0,Image 1,1,1,100000053,510000000164,
454,,Segment,3,0,Image 1,1,1,100000053,510000000173,
487,,Segment,3,0,Image 1,1,1,100000053,510000000179,
1864,,Segment,3,0,Image 1,1,1,100000054,510000000281,
1396,,Segment,3,0,Image 1,1,1,100000054,510000000283,
380,,Segment,3,0,Image 1,1,1,100000054,510000000293,
627,,Segment,3,0,Image 1,1,1,100000054,510000000295,
1282,,Segment,3,1,Image 1,1,1,100000003,510000000401,
434,,Segment,3,0,Image 1,1,1,100000003,510000000411,
238,,Segment,3,0,Image 1,1,1,100000053,510000000432,
588,,Segment,3,0,Image 1,1,1,100000053,510000000451,
924,,Segment,3,0,Image 1,1,1,100000053,510000000491,
251,,Segment,3,0,Image 1,1,1,100000053,510000000493,
469,,Segment,3,0,Image 1,1,1,100000053,510000000504,
300,,Segment,3,0,Image 1,1,1,100000053,510000000517,
2349,,Segment,3,0,Image 1,1,1,100000053,510000000560,
146,,Segment,3,0,Image 1,1,1,100000053,510000000562,
601,,Segment,3,0,Image 1,1,1,100000053,510000000571,
408,,Segment,3,0,Image 1,1,1,100000053,510000000581,
1129,,Segment,3,0,Image 1,1,1,100000053,510000000607,
758,,Segment,3,0,Image 1,1,1,100000053,510000000626,
1546,,Segment,3,0,Image 1,1,1,100000053,510000000651,
307,,Segment,3,0,Image 1,1,1,100000053,510000000660,
431,,Segment,3,0,Image 1,1,1,100000053,510000000668,
1143,,Segment,3,0,Image 1,1,1,100000053,510000000684,
311,,Segment,3,0,Image 1,1,1,100000053,510000000690,
206,,Segment,3,0,Image 1,1,1,100000053,510000000692,
261,,Segment,3,0,Image 1,1,1,100000053,510000000698,
