
Spine Terminal Pt Time Index
 ==================== 
Spine Terminal Pt Time Index,Unit,Category,Depth,Level,Time,FilamentID,ID,
1,,Spine,,,1,100000039,610000002602,
1,,Spine,,,1,100000054,610000002608,
1,,Spine,,,1,100000054,610000002614,
1,,Spine,,,1,100000054,610000002619,
1,,Spine,,,1,100000055,610000002621,
1,,Spine,,,1,100000040,610000002627,
1,,Spine,,,1,100000056,610000002630,
1,,Spine,1,1,1,100000003,610000002645,
1,,Spine,,,1,100000057,610000002647,
1,,Spine,,,1,100000041,610000002653,
1,,Spine,,,1,100000058,610000002656,
1,,Spine,,,1,100000038,610000002666,
1,,Spine,,,1,100000038,610000002673,
1,,Spine,,,1,100000054,610000002677,
1,,Spine,,,1,100000038,610000002684,
1,,Spine,1,2,1,100000003,610000002686,
1,,Spine,,,1,100000054,610000002688,
1,,Spine,,,1,100000038,610000002695,
1,,Spine,3,1,1,100000000,610000002705,
1,,Spine,,,1,100000059,610000002707,
1,,Spine,3,1,1,100000000,610000002716,
1,,Spine,,,1,100000053,610000002725,
1,,Spine,,,1,100000042,610000002728,
1,,Spine,3,1,1,100000000,610000002741,
1,,Spine,1,1,1,100000000,610000002749,
1,,Spine,,,1,100000038,610000002755,
1,,Spine,,,1,100000038,610000002760,
1,,Spine,3,1,1,100000000,610000002767,
1,,Spine,1,1,1,100000003,610000002774,
1,,Spine,,,1,100000043,610000002776,
1,,Spine,1,1,1,100000000,610000002783,
1,,Spine,4,2,1,100000037,610000002792,
1,,Spine,1,1,1,100000003,610000002800,
1,,Spine,,,1,100000005,610000002802,
1,,Spine,3,1,1,100000000,610000002815,
1,,Spine,4,2,1,100000037,610000002822,
1,,Spine,0,1,1,100000000,610000002828,
1,,Spine,,,1,100000053,610000002832,
1,,Spine,,,1,100000053,610000002835,
1,,Spine,,,1,100000038,610000002838,
1,,Spine,,,1,100000038,610000002841,
1,,Spine,,,1,100000038,610000002847,
1,,Spine,5,3,1,100000003,610000002850,
1,,Spine,1,2,1,100000003,610000002854,
1,,Spine,2,2,1,100000003,610000002856,
1,,Spine,1,1,1,100000003,610000002865,
1,,Spine,5,3,1,100000003,610000002872,
1,,Spine,,,1,100000053,610000002874,
1,,Spine,,,1,100000053,610000002877,
1,,Spine,,,1,100000053,610000002880,
1,,Spine,1,2,1,100000003,610000002885,
1,,Spine,,,1,100000038,610000002888,
1,,Spine,,,1,100000038,610000002892,
1,,Spine,2,3,1,100000003,610000002895,
1,,Spine,3,1,1,100000000,610000002901,
1,,Spine,,,1,100000053,610000002905,
1,,Spine,,,1,100000038,610000002908,
1,,Spine,,,1,100000006,610000002910,
1,,Spine,,,1,100000038,610000002918,
1,,Spine,1,1,1,100000003,610000002926,
1,,Spine,5,2,1,100000003,610000002930,
1,,Spine,5,3,1,100000003,610000002935,
1,,Spine,3,1,1,100000000,610000002940,
1,,Spine,1,1,1,100000003,610000002943,
1,,Spine,1,2,1,100000003,610000002945,
1,,Spine,1,1,1,100000000,610000002952,
1,,Spine,1,2,1,100000000,610000002960,
1,,Spine,1,2,1,100000000,610000002963,
1,,Spine,1,2,1,100000003,610000002967,
1,,Spine,2,2,1,100000037,610000002974,
1,,Spine,,,1,100000007,610000002976,
1,,Spine,1,1,1,100000003,610000002989,
1,,Spine,1,1,1,100000003,610000002997,
1,,Spine,1,1,1,100000003,610000003004,
1,,Spine,,,1,100000054,610000003011,
1,,Spine,2,2,1,100000037,610000003014,
1,,Spine,,,1,100000038,610000003016,
1,,Spine,,,1,100000053,610000003018,
1,,Spine,1,1,1,100000000,610000003023,
1,,Spine,1,1,1,100000000,610000003027,
1,,Spine,,,1,100000053,610000003030,
1,,Spine,,,1,100000062,610000003032,
1,,Spine,0,1,1,100000003,610000003035,
1,,Spine,1,1,1,100000000,610000003038,
1,,Spine,1,2,1,100000000,610000003046,
1,,Spine,1,1,1,100000003,610000003048,
1,,Spine,1,1,1,100000003,610000003051,
1,,Spine,,,1,100000038,610000003054,
1,,Spine,2,3,1,100000003,610000003058,
1,,Spine,1,1,1,100000003,610000003064,
1,,Spine,2,3,1,100000003,610000003070,
1,,Spine,1,2,1,100000000,610000003073,
1,,Spine,4,2,1,100000037,610000003076,
1,,Spine,,,1,100000063,610000003078,
1,,Spine,1,1,1,100000003,610000003089,
1,,Spine,,,1,100000053,610000003093,
1,,Spine,,,1,100000053,610000003098,
1,,Spine,2,2,1,100000003,610000003102,
1,,Spine,1,1,1,100000003,610000003109,
1,,Spine,1,1,1,100000000,610000003116,
1,,Spine,1,1,1,100000003,610000003120,
1,,Spine,0,1,1,100000003,610000003128,
1,,Spine,,,1,,610000003130,
1,,Spine,,,1,100000053,610000003140,
1,,Spine,,,1,100000053,610000003144,
1,,Spine,4,2,1,100000037,610000003150,
1,,Spine,,,1,100000008,610000003152,
1,,Spine,,,1,100000053,610000003159,
1,,Spine,1,2,1,100000003,610000003161,
1,,Spine,,,1,100000009,610000003163,
1,,Spine,0,1,1,100000003,610000003171,
1,,Spine,3,2,1,100000037,610000003174,
1,,Spine,0,1,1,100000037,610000003179,
1,,Spine,,,1,100000053,610000003184,
1,,Spine,,,1,100000053,610000003190,
1,,Spine,,,1,100000053,610000003192,
1,,Spine,0,1,1,100000000,610000003197,
1,,Spine,,,1,100000053,610000003200,
1,,Spine,3,1,1,100000037,610000003209,
1,,Spine,4,2,1,100000000,610000003215,
1,,Spine,,,1,100000054,610000003218,
1,,Spine,,,1,100000054,610000003224,
1,,Spine,,,1,100000053,610000003227,
1,,Spine,1,2,1,100000000,610000003231,
1,,Spine,1,1,1,100000003,610000003235,
1,,Spine,,,1,100000053,610000003238,
1,,Spine,,,1,100000053,610000003243,
1,,Spine,,,1,100000053,610000003249,
1,,Spine,,,1,100000053,610000003253,
1,,Spine,3,2,1,100000037,610000003260,
1,,Spine,,,1,100000010,610000003262,
1,,Spine,3,2,1,100000037,610000003268,
1,,Spine,1,2,1,100000003,610000003272,
1,,Spine,1,2,1,100000003,610000003274,
1,,Spine,,,1,100000053,610000003277,
1,,Spine,1,1,1,100000000,610000003279,
1,,Spine,1,1,1,100000003,610000003284,
1,,Spine,,,1,100000064,610000003286,
1,,Spine,,,1,100000054,610000003293,
1,,Spine,,,1,100000011,610000003295,
1,,Spine,,,1,100000038,610000003299,
1,,Spine,,,1,100000053,610000003304,
1,,Spine,,,1,100000053,610000003308,
1,,Spine,1,2,1,100000000,610000003311,
1,,Spine,3,2,1,100000037,610000003317,
1,,Spine,4,3,1,100000037,610000003321,
1,,Spine,3,1,1,100000037,610000003327,
1,,Spine,1,1,1,100000003,610000003333,
1,,Spine,2,3,1,100000003,610000003335,
1,,Spine,,,1,100000038,610000003337,
1,,Spine,,,1,100000053,610000003342,
1,,Spine,,,1,100000038,610000003345,
1,,Spine,,,1,100000038,610000003351,
1,,Spine,1,2,1,100000003,610000003356,
1,,Spine,,,1,100000065,610000003358,
1,,Spine,2,3,1,100000003,610000003365,
1,,Spine,,,1,100000012,610000003367,
1,,Spine,1,1,1,100000003,610000003372,
1,,Spine,4,2,1,100000037,610000003375,
1,,Spine,3,2,1,100000037,610000003379,
1,,Spine,,,1,100000053,610000003382,
1,,Spine,,,1,100000053,610000003385,
1,,Spine,,,1,100000053,610000003388,
1,,Spine,1,1,1,100000000,610000003390,
1,,Spine,1,1,1,100000000,610000003397,
1,,Spine,,,1,100000014,610000003399,
1,,Spine,,,1,100000053,610000003403,
1,,Spine,3,2,1,100000037,610000003406,
1,,Spine,1,1,1,100000037,610000003410,
1,,Spine,,,1,100000015,610000003412,
1,,Spine,1,1,1,100000003,610000003418,
1,,Spine,,,1,100000016,610000003420,
1,,Spine,1,2,1,100000000,610000003426,
1,,Spine,2,1,1,100000037,610000003429,
1,,Spine,,,1,100000053,610000003431,
1,,Spine,4,2,1,100000000,610000003433,
1,,Spine,,,1,100000038,610000003435,
1,,Spine,,,1,100000038,610000003440,
1,,Spine,,,1,100000053,610000003443,
1,,Spine,3,1,1,100000000,610000003447,
1,,Spine,2,1,1,100000000,610000003452,
1,,Spine,,,1,100000053,610000003454,
1,,Spine,1,2,1,100000000,610000003456,
1,,Spine,1,2,1,100000000,610000003462,
1,,Spine,1,1,1,100000003,610000003468,
1,,Spine,,,1,100000053,610000003470,
1,,Spine,0,1,1,100000037,610000003474,
1,,Spine,0,1,1,100000003,610000003479,
1,,Spine,4,2,1,100000000,610000003481,
1,,Spine,3,2,1,100000037,610000003486,
1,,Spine,,,1,100000053,610000003490,
1,,Spine,1,1,1,100000003,610000003494,
1,,Spine,1,1,1,100000037,610000003502,
1,,Spine,0,1,1,100000000,610000003505,
1,,Spine,3,2,1,100000037,610000003507,
