
Spine Center Intensity Median Ch=2 Img=1
 ==================== 
Spine Center Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
13.5313,,Spine,2,1,Image 1,2,1,100000039,610000002602,
11.0312,,Spine,2,1,Image 1,2,1,100000054,610000002608,
11.0625,,Spine,2,1,Image 1,2,1,100000054,610000002614,
13.5312,,Spine,2,1,Image 1,2,1,100000054,610000002619,
17.0039,,Spine,2,1,Image 1,2,1,100000055,610000002621,
7.00391,,Spine,2,1,Image 1,2,1,100000040,610000002627,
25.0312,,Spine,2,1,Image 1,2,1,100000056,610000002630,
25.0625,,Spine,2,1,Image 1,1,1,100000003,610000002645,
24.5312,,Spine,2,1,Image 1,2,1,100000057,610000002647,
24.0312,,Spine,2,1,Image 1,2,1,100000041,610000002653,
14.0078,,Spine,2,1,Image 1,2,1,100000058,610000002656,
15.0625,,Spine,2,1,Image 1,2,1,100000038,610000002666,
35.5625,,Spine,2,1,Image 1,2,1,100000038,610000002673,
20.0312,,Spine,2,1,Image 1,2,1,100000054,610000002677,
26.5625,,Spine,2,1,Image 1,2,1,100000038,610000002684,
14.0312,,Spine,2,1,Image 1,2,1,100000003,610000002686,
12.0078,,Spine,2,1,Image 1,2,1,100000054,610000002688,
31.5625,,Spine,2,1,Image 1,2,1,100000038,610000002695,
28.0312,,Spine,2,3,Image 1,1,1,100000000,610000002705,
15.0156,,Spine,2,1,Image 1,2,1,100000059,610000002707,
28.0312,,Spine,2,3,Image 1,1,1,100000000,610000002716,
47.5312,,Spine,2,1,Image 1,2,1,100000053,610000002725,
23.0312,,Spine,2,1,Image 1,2,1,100000042,610000002728,
28.0312,,Spine,2,3,Image 1,1,1,100000000,610000002741,
38.0625,,Spine,2,1,Image 1,1,1,100000000,610000002749,
49.0625,,Spine,2,1,Image 1,2,1,100000038,610000002755,
21.5625,,Spine,2,1,Image 1,2,1,100000038,610000002760,
28.5312,,Spine,2,3,Image 1,1,1,100000000,610000002767,
45.125,,Spine,2,1,Image 1,1,1,100000003,610000002774,
10.0312,,Spine,2,1,Image 1,2,1,100000043,610000002776,
55.0625,,Spine,2,1,Image 1,1,1,100000000,610000002783,
36.5625,,Spine,2,4,Image 1,2,1,100000037,610000002792,
27.0625,,Spine,2,1,Image 1,1,1,100000003,610000002800,
23.0156,,Spine,2,0,Image 1,1,1,100000005,610000002802,
29.0312,,Spine,2,3,Image 1,1,1,100000000,610000002815,
33.5625,,Spine,2,4,Image 1,2,1,100000037,610000002822,
16.0312,,Spine,2,0,Image 1,1,1,100000000,610000002828,
9.51562,,Spine,2,1,Image 1,2,1,100000053,610000002832,
14.5625,,Spine,2,1,Image 1,2,1,100000053,610000002835,
20.5625,,Spine,2,1,Image 1,2,1,100000038,610000002838,
19.5625,,Spine,2,1,Image 1,2,1,100000038,610000002841,
30.0625,,Spine,2,1,Image 1,2,1,100000038,610000002847,
26.0313,,Spine,2,5,Image 1,3,1,100000003,610000002850,
25.0625,,Spine,2,1,Image 1,2,1,100000003,610000002854,
9.03125,,Spine,2,2,Image 1,2,1,100000003,610000002856,
40.0625,,Spine,2,1,Image 1,1,1,100000003,610000002865,
16.0625,,Spine,2,5,Image 1,3,1,100000003,610000002872,
25.0625,,Spine,2,1,Image 1,2,1,100000053,610000002874,
27.5312,,Spine,2,1,Image 1,2,1,100000053,610000002877,
10.0625,,Spine,2,1,Image 1,2,1,100000053,610000002880,
22.5312,,Spine,2,1,Image 1,2,1,100000003,610000002885,
24.5313,,Spine,2,1,Image 1,2,1,100000038,610000002888,
19.0625,,Spine,2,1,Image 1,2,1,100000038,610000002892,
14.5312,,Spine,2,2,Image 1,3,1,100000003,610000002895,
20.0078,,Spine,2,3,Image 1,1,1,100000000,610000002901,
17.0156,,Spine,2,1,Image 1,2,1,100000053,610000002905,
34.5625,,Spine,2,1,Image 1,2,1,100000038,610000002908,
32,,Spine,2,0,Image 1,1,1,100000006,610000002910,
16.5625,,Spine,2,1,Image 1,2,1,100000038,610000002918,
37.0312,,Spine,2,1,Image 1,1,1,100000003,610000002926,
16.0625,,Spine,2,5,Image 1,2,1,100000003,610000002930,
56.0625,,Spine,2,5,Image 1,3,1,100000003,610000002935,
39.5312,,Spine,2,3,Image 1,1,1,100000000,610000002940,
22.5312,,Spine,2,1,Image 1,1,1,100000003,610000002943,
16.0312,,Spine,2,1,Image 1,2,1,100000003,610000002945,
50.5312,,Spine,2,1,Image 1,1,1,100000000,610000002952,
38.0312,,Spine,2,1,Image 1,2,1,100000000,610000002960,
23.0313,,Spine,2,1,Image 1,2,1,100000000,610000002963,
18.0312,,Spine,2,1,Image 1,2,1,100000003,610000002967,
21.5312,,Spine,2,2,Image 1,2,1,100000037,610000002974,
19,,Spine,2,0,Image 1,1,1,100000007,610000002976,
54.0625,,Spine,2,1,Image 1,1,1,100000003,610000002989,
52.0312,,Spine,2,1,Image 1,1,1,100000003,610000002997,
54.5625,,Spine,2,1,Image 1,1,1,100000003,610000003004,
18.0312,,Spine,2,1,Image 1,2,1,100000054,610000003011,
10.5625,,Spine,2,2,Image 1,2,1,100000037,610000003014,
7.00781,,Spine,2,1,Image 1,2,1,100000038,610000003016,
9.03125,,Spine,2,1,Image 1,2,1,100000053,610000003018,
18.0312,,Spine,2,1,Image 1,1,1,100000000,610000003023,
24.0312,,Spine,2,1,Image 1,1,1,100000000,610000003027,
23.0312,,Spine,2,1,Image 1,2,1,100000053,610000003030,
14.0078,,Spine,2,1,Image 1,2,1,100000062,610000003032,
10.0625,,Spine,2,0,Image 1,1,1,100000003,610000003035,
12.0156,,Spine,2,1,Image 1,1,1,100000000,610000003038,
26.0625,,Spine,2,1,Image 1,2,1,100000000,610000003046,
20.0625,,Spine,2,1,Image 1,1,1,100000003,610000003048,
10.5312,,Spine,2,1,Image 1,1,1,100000003,610000003051,
18.5312,,Spine,2,1,Image 1,2,1,100000038,610000003054,
44.0312,,Spine,2,2,Image 1,3,1,100000003,610000003058,
26.0625,,Spine,2,1,Image 1,1,1,100000003,610000003064,
40.0156,,Spine,2,2,Image 1,3,1,100000003,610000003070,
16.5625,,Spine,2,1,Image 1,2,1,100000000,610000003073,
26.5625,,Spine,2,4,Image 1,2,1,100000037,610000003076,
35.0312,,Spine,2,1,Image 1,2,1,100000063,610000003078,
40.0312,,Spine,2,1,Image 1,1,1,100000003,610000003089,
18.0625,,Spine,2,1,Image 1,2,1,100000053,610000003093,
19.0625,,Spine,2,1,Image 1,2,1,100000053,610000003098,
17.0312,,Spine,2,2,Image 1,2,1,100000003,610000003102,
30.5312,,Spine,2,1,Image 1,1,1,100000003,610000003109,
41.0625,,Spine,2,1,Image 1,1,1,100000000,610000003116,
34.0625,,Spine,2,1,Image 1,1,1,100000003,610000003120,
61.0625,,Spine,2,0,Image 1,1,1,100000003,610000003128,
98.0625,,Spine,2,1,Image 1,2,1,100000037,610000003137,
22.0156,,Spine,2,1,Image 1,2,1,100000053,610000003140,
14.0625,,Spine,2,1,Image 1,2,1,100000053,610000003144,
70.0625,,Spine,2,4,Image 1,2,1,100000037,610000003150,
28.0039,,Spine,2,0,Image 1,1,1,100000008,610000003152,
22.0625,,Spine,2,1,Image 1,2,1,100000053,610000003159,
30.0312,,Spine,2,1,Image 1,2,1,100000003,610000003161,
45.0312,,Spine,2,0,Image 1,1,1,100000009,610000003163,
37.5625,,Spine,2,0,Image 1,1,1,100000003,610000003171,
19.0625,,Spine,2,3,Image 1,2,1,100000037,610000003174,
22.5625,,Spine,2,0,Image 1,1,1,100000037,610000003179,
38.5312,,Spine,2,1,Image 1,2,1,100000053,610000003184,
57.5156,,Spine,2,1,Image 1,2,1,100000053,610000003190,
31.0156,,Spine,2,1,Image 1,2,1,100000053,610000003192,
19.0625,,Spine,2,0,Image 1,1,1,100000000,610000003197,
13.0625,,Spine,2,1,Image 1,2,1,100000053,610000003200,
68.5625,,Spine,2,3,Image 1,1,1,100000037,610000003209,
28.0156,,Spine,2,4,Image 1,2,1,100000000,610000003215,
23.0625,,Spine,2,1,Image 1,2,1,100000054,610000003218,
39.0312,,Spine,2,1,Image 1,2,1,100000054,610000003224,
17.5625,,Spine,2,1,Image 1,2,1,100000053,610000003227,
16.9375,,Spine,2,1,Image 1,2,1,100000000,610000003231,
23.125,,Spine,2,1,Image 1,1,1,100000003,610000003235,
14.0312,,Spine,2,1,Image 1,2,1,100000053,610000003238,
50.0312,,Spine,2,1,Image 1,2,1,100000053,610000003243,
47.0625,,Spine,2,1,Image 1,2,1,100000053,610000003249,
25.0312,,Spine,2,1,Image 1,2,1,100000053,610000003253,
43.0312,,Spine,2,3,Image 1,2,1,100000037,610000003260,
25.5156,,Spine,2,0,Image 1,1,1,100000010,610000003262,
18.0312,,Spine,2,3,Image 1,2,1,100000037,610000003268,
17.5625,,Spine,2,1,Image 1,2,1,100000003,610000003272,
26.0312,,Spine,2,1,Image 1,2,1,100000003,610000003274,
10.5625,,Spine,2,1,Image 1,2,1,100000053,610000003277,
20.0078,,Spine,2,1,Image 1,1,1,100000000,610000003279,
45.5625,,Spine,2,1,Image 1,1,1,100000003,610000003284,
15.0078,,Spine,2,1,Image 1,2,1,100000064,610000003286,
43.0156,,Spine,2,1,Image 1,2,1,100000054,610000003293,
26.0156,,Spine,2,0,Image 1,1,1,100000011,610000003295,
21.5625,,Spine,2,1,Image 1,2,1,100000038,610000003299,
44.0312,,Spine,2,1,Image 1,2,1,100000053,610000003304,
24.0625,,Spine,2,1,Image 1,2,1,100000053,610000003308,
17.5625,,Spine,2,1,Image 1,2,1,100000000,610000003311,
44.0312,,Spine,2,3,Image 1,2,1,100000037,610000003317,
18.0625,,Spine,2,4,Image 1,3,1,100000037,610000003321,
46.0625,,Spine,2,3,Image 1,1,1,100000037,610000003327,
54.0625,,Spine,2,1,Image 1,1,1,100000003,610000003333,
16.0312,,Spine,2,2,Image 1,3,1,100000003,610000003335,
24.0156,,Spine,2,1,Image 1,2,1,100000038,610000003337,
34.0625,,Spine,2,1,Image 1,2,1,100000053,610000003342,
15.5625,,Spine,2,1,Image 1,2,1,100000038,610000003345,
44.0312,,Spine,2,1,Image 1,2,1,100000038,610000003351,
26.125,,Spine,2,1,Image 1,2,1,100000003,610000003356,
11.0078,,Spine,2,1,Image 1,2,1,100000065,610000003358,
26.0156,,Spine,2,2,Image 1,3,1,100000003,610000003365,
22.0312,,Spine,2,0,Image 1,1,1,100000012,610000003367,
47.0625,,Spine,2,1,Image 1,1,1,100000003,610000003372,
18.5312,,Spine,2,4,Image 1,2,1,100000037,610000003375,
27.0156,,Spine,2,3,Image 1,2,1,100000037,610000003379,
28.0625,,Spine,2,1,Image 1,2,1,100000053,610000003382,
10.5312,,Spine,2,1,Image 1,2,1,100000053,610000003385,
19.0625,,Spine,2,1,Image 1,2,1,100000053,610000003388,
10.0312,,Spine,2,1,Image 1,1,1,100000000,610000003390,
38.0625,,Spine,2,1,Image 1,1,1,100000000,610000003397,
36,,Spine,2,0,Image 1,1,1,100000014,610000003399,
25.5625,,Spine,2,1,Image 1,2,1,100000053,610000003403,
37.0156,,Spine,2,3,Image 1,2,1,100000037,610000003406,
20.0625,,Spine,2,1,Image 1,1,1,100000037,610000003410,
34.0156,,Spine,2,0,Image 1,1,1,100000015,610000003412,
31.0625,,Spine,2,1,Image 1,1,1,100000003,610000003418,
28.5156,,Spine,2,0,Image 1,1,1,100000016,610000003420,
16.0625,,Spine,2,1,Image 1,2,1,100000000,610000003426,
22.0156,,Spine,2,2,Image 1,1,1,100000037,610000003429,
30.0312,,Spine,2,1,Image 1,2,1,100000053,610000003431,
15.0312,,Spine,2,4,Image 1,2,1,100000000,610000003433,
18.0312,,Spine,2,1,Image 1,2,1,100000038,610000003435,
45.5625,,Spine,2,1,Image 1,2,1,100000038,610000003440,
15.0313,,Spine,2,1,Image 1,2,1,100000053,610000003443,
38.0312,,Spine,2,3,Image 1,1,1,100000000,610000003447,
22.0312,,Spine,2,2,Image 1,1,1,100000000,610000003452,
23.0312,,Spine,2,1,Image 1,2,1,100000053,610000003454,
26.0312,,Spine,2,1,Image 1,2,1,100000000,610000003456,
35.0625,,Spine,2,1,Image 1,2,1,100000000,610000003462,
55.0625,,Spine,2,1,Image 1,1,1,100000003,610000003468,
18.0625,,Spine,2,1,Image 1,2,1,100000053,610000003470,
37.0625,,Spine,2,0,Image 1,1,1,100000037,610000003474,
29.0625,,Spine,2,0,Image 1,1,1,100000003,610000003479,
17.0156,,Spine,2,4,Image 1,2,1,100000000,610000003481,
28.0312,,Spine,2,3,Image 1,2,1,100000037,610000003486,
9.0625,,Spine,2,1,Image 1,2,1,100000053,610000003490,
56.0625,,Spine,2,1,Image 1,1,1,100000003,610000003494,
49.0625,,Spine,2,1,Image 1,1,1,100000037,610000003502,
