
Segment Intensity StdDev Ch=2 Img=1
 ==================== 
Segment Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
29.7546,,Segment,2,9,Image 1,5,1,100000000,510000000012,
17.6805,,Segment,2,8,Image 1,4,1,100000000,510000000027,
27.5259,,Segment,2,7,Image 1,3,1,100000000,510000000053,
23.6475,,Segment,2,5,Image 1,3,1,100000000,510000000090,
28.0577,,Segment,2,4,Image 1,2,1,100000000,510000000113,
33.8863,,Segment,2,3,Image 1,1,1,100000000,510000000127,
34.7835,,Segment,2,2,Image 1,1,1,100000000,510000000146,
28.6727,,Segment,2,1,Image 1,1,1,100000000,510000000158,
28.8079,,Segment,2,0,Image 1,1,1,100000000,510000000161,
19.3623,,Segment,2,9,Image 1,4,1,100000000,510000000190,
19.1032,,Segment,2,8,Image 1,3,1,100000000,510000000201,
28.8752,,Segment,2,6,Image 1,4,1,100000000,510000000204,
20.9664,,Segment,2,7,Image 1,4,1,100000000,510000000206,
25.2407,,Segment,2,9,Image 1,6,1,100000000,510000000221,
33.1732,,Segment,2,8,Image 1,5,1,100000000,510000000229,
26.1884,,Segment,2,7,Image 1,5,1,100000000,510000000234,
21.3491,,Segment,2,5,Image 1,4,1,100000000,510000000243,
30.0199,,Segment,2,4,Image 1,3,1,100000000,510000000254,
30.3843,,Segment,2,3,Image 1,2,1,100000000,510000000286,
35.6883,,Segment,2,2,Image 1,2,1,100000000,510000000325,
39.6734,,Segment,2,1,Image 1,2,1,100000000,510000000343,
45.2745,,Segment,2,0,Image 1,1,1,100000000,510000000380,
15.9406,,Segment,2,10,Image 1,6,1,100000000,510000000397,
19.6728,,Segment,2,6,Image 1,3,1,100000000,510000000425,
22.043,,Segment,2,5,Image 1,3,1,100000000,510000000442,
17.2422,,Segment,2,4,Image 1,3,1,100000000,510000000444,
24.9537,,Segment,2,3,Image 1,3,1,100000000,510000000476,
30.2839,,Segment,2,8,Image 1,6,1,100000000,510000000478,
28.2089,,Segment,2,6,Image 1,4,1,100000000,510000000486,
22.0022,,Segment,2,7,Image 1,6,1,100000000,510000000488,
17.6614,,Segment,2,6,Image 1,4,1,100000000,510000000494,
28.8798,,Segment,2,5,Image 1,4,1,100000000,510000000497,
16.8732,,Segment,2,5,Image 1,4,1,100000000,510000000506,
19.1659,,Segment,2,4,Image 1,4,1,100000000,510000000510,
22.7987,,Segment,2,5,Image 1,3,1,100000000,510000000512,
26.1219,,Segment,2,4,Image 1,2,1,100000000,510000000528,
26.754,,Segment,2,2,Image 1,3,1,100000000,510000000538,
19.0492,,Segment,2,4,Image 1,2,1,100000000,510000000557,
