
Spine Center Intensity StdDev Ch=3 Img=1
 ==================== 
Spine Center Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
40.6594,,Spine,3,9,Image 1,3,1,100000000,610000002852,
25.994,,Spine,3,4,Image 1,1,1,100000000,610000002855,
8.95669,,Spine,3,5,Image 1,4,1,100000000,610000002857,
5.4365,,Spine,3,2,Image 1,2,1,100000002,610000002859,
13.3656,,Spine,3,0,Image 1,1,1,100000001,610000002863,
43.2601,,Spine,3,3,Image 1,2,1,100000000,610000002867,
19.9555,,Spine,3,8,Image 1,4,1,100000000,610000002869,
19.5107,,Spine,3,4,Image 1,3,1,100000001,610000002871,
17.5563,,Spine,3,5,Image 1,4,1,100000000,610000002874,
39.2938,,Spine,3,2,Image 1,1,1,100000000,610000002878,
21.0449,,Spine,3,2,Image 1,2,1,100000002,610000002881,
42.9056,,Spine,3,4,Image 1,3,1,100000001,610000002883,
20.3332,,Spine,3,0,Image 1,1,1,100000000,610000002888,
26.7442,,Spine,3,0,Image 1,1,1,100000000,610000002892,
9.62635,,Spine,3,1,Image 1,2,1,100000000,610000002894,
12.9035,,Spine,3,0,Image 1,1,1,100000000,610000002899,
18.0468,,Spine,3,0,Image 1,1,1,100000000,610000002903,
17.1075,,Spine,3,2,Image 1,2,1,100000000,610000002907,
35.9104,,Spine,3,0,Image 1,1,1,100000000,610000002910,
14.8174,,Spine,3,0,Image 1,1,1,100000000,610000002914,
11.0855,,Spine,3,0,Image 1,1,1,100000000,610000002920,
40.4436,,Spine,3,1,Image 1,1,1,100000000,610000002924,
19,,Spine,3,0,Image 1,1,1,100000000,610000002926,
2.5,,Spine,3,0,Image 1,1,1,100000000,610000002929,
7.03562,,Spine,3,3,Image 1,1,1,100000001,610000002932,
8.83176,,Spine,3,0,Image 1,1,1,100000002,610000002935,
6.5,,Spine,3,0,Image 1,1,1,100000000,610000002937,
29.7269,,Spine,3,2,Image 1,2,1,100000000,610000002940,
19,,Spine,3,0,Image 1,1,1,100000000,610000002942,
44.0101,,Spine,3,6,Image 1,1,1,100000000,610000002945,
12.1198,,Spine,3,3,Image 1,1,1,100000001,610000002947,
21.5,,Spine,3,0,Image 1,1,1,100000000,610000002949,
40.0361,,Spine,3,0,Image 1,1,1,100000002,610000002951,
6.5,,Spine,3,0,Image 1,1,1,100000000,610000002953,
57.1567,,Spine,3,1,Image 1,1,1,100000001,610000002957,
8.5,,Spine,3,0,Image 1,1,1,100000000,610000002959,
31.009,,Spine,3,0,Image 1,1,1,100000000,610000002962,
13.5,,Spine,3,0,Image 1,1,1,100000000,610000002965,
29.2271,,Spine,3,0,Image 1,1,1,100000000,610000002968,
9.5,,Spine,3,0,Image 1,1,1,100000000,610000002970,
3,,Spine,3,0,Image 1,1,1,100000000,610000002974,
11.5,,Spine,3,0,Image 1,1,1,100000000,610000002976,
21.5,,Spine,3,0,Image 1,1,1,100000000,610000002980,
1.5,,Spine,3,0,Image 1,1,1,100000000,610000002988,
5.5,,Spine,3,8,Image 1,3,1,100000000,610000003008,
21.5,,Spine,3,5,Image 1,2,1,100000000,610000003009,
20.5,,Spine,3,7,Image 1,2,1,100000000,610000003010,
7,,Spine,3,7,Image 1,2,1,100000000,610000003011,
30,,Spine,3,6,Image 1,1,1,100000000,610000003012,
24.5,,Spine,3,6,Image 1,2,1,100000000,610000003013,
8,,Spine,3,4,Image 1,1,1,100000000,610000003014,
2.5,,Spine,3,5,Image 1,4,1,100000000,610000003015,
0,,Spine,3,2,Image 1,2,1,100000000,610000003016,
14,,Spine,3,2,Image 1,2,1,100000000,610000003017,
4,,Spine,3,2,Image 1,2,1,100000000,610000003018,
13,,Spine,3,4,Image 1,2,1,100000000,610000003019,
14,,Spine,3,9,Image 1,6,1,100000000,610000003025,
15,,Spine,3,6,Image 1,4,1,100000000,610000003026,
10.5,,Spine,3,0,Image 1,1,1,100000000,610000003027,
3.5,,Spine,3,0,Image 1,1,1,100000000,610000003033,
23.5,,Spine,3,9,Image 1,3,1,100000000,610000003035,
44.5,,Spine,3,9,Image 1,3,1,100000000,610000003036,
40.5,,Spine,3,3,Image 1,2,1,100000000,610000003037,
17.5,,Spine,3,1,Image 1,2,1,100000000,610000003038,
12.5,,Spine,3,2,Image 1,1,1,100000001,610000003043,
1.5,,Spine,3,1,Image 1,1,1,100000001,610000003044,
34.5,,Spine,3,4,Image 1,2,1,100000001,610000003045,
22.5,,Spine,3,1,Image 1,2,1,100000001,610000003046,
32.5,,Spine,3,0,Image 1,1,1,100000001,610000003047,
12.5,,Spine,3,1,Image 1,1,1,100000001,610000003050,
17.5,,Spine,3,3,Image 1,2,1,100000002,610000003051,
1.5,,Spine,3,2,Image 1,2,1,100000002,610000003052,
2,,Spine,3,2,Image 1,2,1,100000002,610000003053,
47,,Spine,3,2,Image 1,2,1,100000002,610000003054,
10,,Spine,3,1,Image 1,2,1,100000002,610000003055,
