
Spine Center Intensity Min Ch=3 Img=1
 ==================== 
Spine Center Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Spine,3,9,Image 1,3,1,100000000,610000002852,
0,,Spine,3,4,Image 1,1,1,100000000,610000002855,
0,,Spine,3,5,Image 1,4,1,100000000,610000002857,
36,,Spine,3,2,Image 1,2,1,100000002,610000002859,
21,,Spine,3,0,Image 1,1,1,100000001,610000002863,
0,,Spine,3,3,Image 1,2,1,100000000,610000002867,
0,,Spine,3,8,Image 1,4,1,100000000,610000002869,
23,,Spine,3,4,Image 1,3,1,100000001,610000002871,
0,,Spine,3,5,Image 1,4,1,100000000,610000002874,
0,,Spine,3,2,Image 1,1,1,100000000,610000002878,
0,,Spine,3,2,Image 1,2,1,100000002,610000002881,
43,,Spine,3,4,Image 1,3,1,100000001,610000002883,
65,,Spine,3,0,Image 1,1,1,100000000,610000002888,
47,,Spine,3,0,Image 1,1,1,100000000,610000002892,
48,,Spine,3,1,Image 1,2,1,100000000,610000002894,
65,,Spine,3,0,Image 1,1,1,100000000,610000002899,
56,,Spine,3,0,Image 1,1,1,100000000,610000002903,
80,,Spine,3,2,Image 1,2,1,100000000,610000002907,
58,,Spine,3,0,Image 1,1,1,100000000,610000002910,
68,,Spine,3,0,Image 1,1,1,100000000,610000002914,
87,,Spine,3,0,Image 1,1,1,100000000,610000002920,
46,,Spine,3,1,Image 1,1,1,100000000,610000002924,
73,,Spine,3,0,Image 1,1,1,100000000,610000002926,
71,,Spine,3,0,Image 1,1,1,100000000,610000002929,
104,,Spine,3,3,Image 1,1,1,100000001,610000002932,
65,,Spine,3,0,Image 1,1,1,100000002,610000002935,
99,,Spine,3,0,Image 1,1,1,100000000,610000002937,
69,,Spine,3,2,Image 1,2,1,100000000,610000002940,
96,,Spine,3,0,Image 1,1,1,100000000,610000002942,
51,,Spine,3,6,Image 1,1,1,100000000,610000002945,
53,,Spine,3,3,Image 1,1,1,100000001,610000002947,
42,,Spine,3,0,Image 1,1,1,100000000,610000002949,
17,,Spine,3,0,Image 1,1,1,100000002,610000002951,
109,,Spine,3,0,Image 1,1,1,100000000,610000002953,
0,,Spine,3,1,Image 1,1,1,100000001,610000002957,
98,,Spine,3,0,Image 1,1,1,100000000,610000002959,
39,,Spine,3,0,Image 1,1,1,100000000,610000002962,
88,,Spine,3,0,Image 1,1,1,100000000,610000002965,
70,,Spine,3,0,Image 1,1,1,100000000,610000002968,
88,,Spine,3,0,Image 1,1,1,100000000,610000002970,
130,,Spine,3,0,Image 1,1,1,100000000,610000002974,
147,,Spine,3,0,Image 1,1,1,100000000,610000002976,
86,,Spine,3,0,Image 1,1,1,100000000,610000002980,
125,,Spine,3,0,Image 1,1,1,100000000,610000002988,
21,,Spine,3,8,Image 1,3,1,100000000,610000003008,
32,,Spine,3,5,Image 1,2,1,100000000,610000003009,
51,,Spine,3,7,Image 1,2,1,100000000,610000003010,
43,,Spine,3,7,Image 1,2,1,100000000,610000003011,
121,,Spine,3,6,Image 1,1,1,100000000,610000003012,
30,,Spine,3,6,Image 1,2,1,100000000,610000003013,
30,,Spine,3,4,Image 1,1,1,100000000,610000003014,
44,,Spine,3,5,Image 1,4,1,100000000,610000003015,
0,,Spine,3,2,Image 1,2,1,100000000,610000003016,
0,,Spine,3,2,Image 1,2,1,100000000,610000003017,
47,,Spine,3,2,Image 1,2,1,100000000,610000003018,
57,,Spine,3,4,Image 1,2,1,100000000,610000003019,
6,,Spine,3,9,Image 1,6,1,100000000,610000003025,
82,,Spine,3,6,Image 1,4,1,100000000,610000003026,
79,,Spine,3,0,Image 1,1,1,100000000,610000003027,
70,,Spine,3,0,Image 1,1,1,100000000,610000003033,
82,,Spine,3,9,Image 1,3,1,100000000,610000003035,
37,,Spine,3,9,Image 1,3,1,100000000,610000003036,
8,,Spine,3,3,Image 1,2,1,100000000,610000003037,
25,,Spine,3,1,Image 1,2,1,100000000,610000003038,
17,,Spine,3,2,Image 1,1,1,100000001,610000003043,
47,,Spine,3,1,Image 1,1,1,100000001,610000003044,
68,,Spine,3,4,Image 1,2,1,100000001,610000003045,
59,,Spine,3,1,Image 1,2,1,100000001,610000003046,
80,,Spine,3,0,Image 1,1,1,100000001,610000003047,
26,,Spine,3,1,Image 1,1,1,100000001,610000003050,
64,,Spine,3,3,Image 1,2,1,100000002,610000003051,
63,,Spine,3,2,Image 1,2,1,100000002,610000003052,
45,,Spine,3,2,Image 1,2,1,100000002,610000003053,
4,,Spine,3,2,Image 1,2,1,100000002,610000003054,
21,,Spine,3,1,Image 1,2,1,100000002,610000003055,
