
Segment Center Intensity Max Ch=2 Img=1
 ==================== 
Segment Center Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
60,,Segment,2,9,Image 1,5,1,100000000,510000000012,
88,,Segment,2,8,Image 1,4,1,100000000,510000000027,
115,,Segment,2,7,Image 1,3,1,100000000,510000000053,
117,,Segment,2,5,Image 1,3,1,100000000,510000000090,
117,,Segment,2,4,Image 1,2,1,100000000,510000000113,
162,,Segment,2,3,Image 1,1,1,100000000,510000000127,
143,,Segment,2,2,Image 1,1,1,100000000,510000000146,
167,,Segment,2,1,Image 1,1,1,100000000,510000000158,
94,,Segment,2,0,Image 1,1,1,100000000,510000000161,
73,,Segment,2,9,Image 1,4,1,100000000,510000000190,
92,,Segment,2,8,Image 1,3,1,100000000,510000000201,
67,,Segment,2,6,Image 1,4,1,100000000,510000000204,
45,,Segment,2,7,Image 1,4,1,100000000,510000000206,
92,,Segment,2,9,Image 1,6,1,100000000,510000000221,
151,,Segment,2,8,Image 1,5,1,100000000,510000000229,
101,,Segment,2,7,Image 1,5,1,100000000,510000000234,
78,,Segment,2,5,Image 1,4,1,100000000,510000000243,
95,,Segment,2,4,Image 1,3,1,100000000,510000000254,
147,,Segment,2,3,Image 1,2,1,100000000,510000000286,
173,,Segment,2,2,Image 1,2,1,100000000,510000000325,
161,,Segment,2,1,Image 1,2,1,100000000,510000000343,
132,,Segment,2,0,Image 1,1,1,100000000,510000000380,
57,,Segment,2,10,Image 1,6,1,100000000,510000000397,
101,,Segment,2,6,Image 1,3,1,100000000,510000000425,
94,,Segment,2,5,Image 1,3,1,100000000,510000000442,
89,,Segment,2,4,Image 1,3,1,100000000,510000000444,
127,,Segment,2,3,Image 1,3,1,100000000,510000000476,
101,,Segment,2,8,Image 1,6,1,100000000,510000000478,
110,,Segment,2,6,Image 1,4,1,100000000,510000000486,
30,,Segment,2,7,Image 1,6,1,100000000,510000000488,
53,,Segment,2,6,Image 1,4,1,100000000,510000000494,
78,,Segment,2,5,Image 1,4,1,100000000,510000000497,
65,,Segment,2,5,Image 1,4,1,100000000,510000000506,
89,,Segment,2,4,Image 1,4,1,100000000,510000000510,
78,,Segment,2,5,Image 1,3,1,100000000,510000000512,
95,,Segment,2,4,Image 1,2,1,100000000,510000000528,
106,,Segment,2,2,Image 1,3,1,100000000,510000000538,
69,,Segment,2,4,Image 1,2,1,100000000,510000000557,
66,,Segment,2,3,Image 1,2,1,100000000,510000000560,
140,,Segment,2,2,Image 1,1,1,100000000,510000000605,
154,,Segment,2,1,Image 1,1,1,100000000,510000000618,
66,,Segment,2,4,Image 1,3,1,100000000,510000000621,
56,,Segment,2,3,Image 1,1,1,100000000,510000000624,
154,,Segment,2,2,Image 1,2,1,100000000,510000000640,
110,,Segment,2,8,Image 1,4,1,100000000,510000000645,
123,,Segment,2,7,Image 1,4,1,100000000,510000000665,
110,,Segment,2,6,Image 1,3,1,100000000,510000000700,
139,,Segment,2,5,Image 1,3,1,100000000,510000000742,
163,,Segment,2,4,Image 1,3,1,100000000,510000000749,
150,,Segment,2,3,Image 1,3,1,100000000,510000000756,
84,,Segment,2,2,Image 1,2,1,100000000,510000000782,
101,,Segment,2,0,Image 1,1,1,100000000,510000000801,
99,,Segment,2,10,Image 1,4,1,100000000,510000000825,
129,,Segment,2,9,Image 1,3,1,100000000,510000000848,
139,,Segment,2,8,Image 1,3,1,100000000,510000000850,
137,,Segment,2,7,Image 1,3,1,100000000,510000000878,
72,,Segment,2,10,Image 1,3,1,100000000,510000000882,
94,,Segment,2,9,Image 1,4,1,100000000,510000000891,
82,,Segment,2,8,Image 1,4,1,100000000,510000000896,
110,,Segment,2,8,Image 1,5,1,100000000,510000000900,
116,,Segment,2,6,Image 1,4,1,100000000,510000000930,
93,,Segment,2,5,Image 1,4,1,100000000,510000000941,
112,,Segment,2,6,Image 1,4,1,100000000,510000000955,
39,,Segment,2,6,Image 1,5,1,100000000,510000000958,
150,,Segment,2,4,Image 1,4,1,100000000,510000000964,
36,,Segment,2,2,Image 1,2,1,100000000,510000000970,
148,,Segment,2,1,Image 1,2,1,100000000,510000001057,
36,,Segment,2,2,Image 1,3,1,100000000,510000001059,
113,,Segment,2,3,Image 1,2,1,100000000,510000001071,
155,,Segment,2,3,Image 1,2,1,100000000,510000001088,
57,,Segment,2,3,Image 1,1,1,100000000,510000001092,
103,,Segment,2,3,Image 1,2,1,100000002,510000001178,
100,,Segment,2,2,Image 1,2,1,100000002,510000001206,
99,,Segment,2,1,Image 1,2,1,100000002,510000001216,
165,,Segment,2,0,Image 1,1,1,100000002,510000001236,
99,,Segment,2,3,Image 1,2,1,100000001,510000001272,
123,,Segment,2,2,Image 1,2,1,100000001,510000001316,
133,,Segment,2,1,Image 1,1,1,100000001,510000001352,
