
Spine Part Min Diameter
 ==================== 
Spine Part Min Diameter Ground,Spine Part Min Diameter Head,Spine Part Min Diameter Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.1625,0.1625,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000002863,
0.24375,0.310775,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000002888,
0.233927,0.839321,0.383081,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000002892,
0.713646,0.864574,0.922927,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000002899,
0.467354,0.197996,0.555295,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000002903,
0.4412,0.839321,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000002910,
0.276312,0.534062,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000002914,
0.301449,1.09645,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000002920,
0.57319,0.57319,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000002926,
0.950021,1.10637,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000002929,
0.384704,0.37691,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000002935,
0.310775,0.462782,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000002937,
0.396094,0.572559,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000002942,
0.653157,0.787041,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000002949,
0.294531,0.239032,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000002951,
0.528527,0.629444,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000002953,
0.779596,1.0449,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000002959,
0.796307,0.691377,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000002962,
0.524277,0.524277,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000002965,
0.337292,0.37522,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000002968,
0.346973,0.346973,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000002970,
0.579972,0.685394,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000002974,
