
Spine Center Intensity Sum Ch=1 Img=1
 ==================== 
Spine Center Intensity Sum,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
8,,Spine,1,9,Image 1,3,1,100000000,610000002852,
7,,Spine,1,4,Image 1,1,1,100000000,610000002855,
7,,Spine,1,5,Image 1,4,1,100000000,610000002857,
8,,Spine,1,2,Image 1,2,1,100000002,610000002859,
6,,Spine,1,0,Image 1,1,1,100000001,610000002863,
8,,Spine,1,3,Image 1,2,1,100000000,610000002867,
5,,Spine,1,8,Image 1,4,1,100000000,610000002869,
1,,Spine,1,4,Image 1,3,1,100000001,610000002871,
7,,Spine,1,5,Image 1,4,1,100000000,610000002874,
6,,Spine,1,2,Image 1,1,1,100000000,610000002878,
19,,Spine,1,2,Image 1,2,1,100000002,610000002881,
3,,Spine,1,4,Image 1,3,1,100000001,610000002883,
7,,Spine,1,0,Image 1,1,1,100000000,610000002888,
3,,Spine,1,0,Image 1,1,1,100000000,610000002892,
4,,Spine,1,1,Image 1,2,1,100000000,610000002894,
4,,Spine,1,0,Image 1,1,1,100000000,610000002899,
3,,Spine,1,0,Image 1,1,1,100000000,610000002903,
6,,Spine,1,2,Image 1,2,1,100000000,610000002907,
3,,Spine,1,0,Image 1,1,1,100000000,610000002910,
3,,Spine,1,0,Image 1,1,1,100000000,610000002914,
2,,Spine,1,0,Image 1,1,1,100000000,610000002920,
9,,Spine,1,1,Image 1,1,1,100000000,610000002924,
4,,Spine,1,0,Image 1,1,1,100000000,610000002926,
5,,Spine,1,0,Image 1,1,1,100000000,610000002929,
7,,Spine,1,3,Image 1,1,1,100000001,610000002932,
3,,Spine,1,0,Image 1,1,1,100000002,610000002935,
1,,Spine,1,0,Image 1,1,1,100000000,610000002937,
214,,Spine,1,2,Image 1,2,1,100000000,610000002940,
6,,Spine,1,0,Image 1,1,1,100000000,610000002942,
9,,Spine,1,6,Image 1,1,1,100000000,610000002945,
11,,Spine,1,3,Image 1,1,1,100000001,610000002947,
4,,Spine,1,0,Image 1,1,1,100000000,610000002949,
4,,Spine,1,0,Image 1,1,1,100000002,610000002951,
5,,Spine,1,0,Image 1,1,1,100000000,610000002953,
8,,Spine,1,1,Image 1,1,1,100000001,610000002957,
0,,Spine,1,0,Image 1,1,1,100000000,610000002959,
7,,Spine,1,0,Image 1,1,1,100000000,610000002962,
5,,Spine,1,0,Image 1,1,1,100000000,610000002965,
4,,Spine,1,0,Image 1,1,1,100000000,610000002968,
5,,Spine,1,0,Image 1,1,1,100000000,610000002970,
9,,Spine,1,0,Image 1,1,1,100000000,610000002974,
1,,Spine,1,0,Image 1,1,1,100000000,610000002976,
7,,Spine,1,0,Image 1,1,1,100000000,610000002980,
5,,Spine,1,0,Image 1,1,1,100000000,610000002988,
4,,Spine,1,8,Image 1,3,1,100000000,610000003008,
3,,Spine,1,5,Image 1,2,1,100000000,610000003009,
1,,Spine,1,7,Image 1,2,1,100000000,610000003010,
7,,Spine,1,7,Image 1,2,1,100000000,610000003011,
5,,Spine,1,6,Image 1,1,1,100000000,610000003012,
4,,Spine,1,6,Image 1,2,1,100000000,610000003013,
3,,Spine,1,4,Image 1,1,1,100000000,610000003014,
4,,Spine,1,5,Image 1,4,1,100000000,610000003015,
2,,Spine,1,2,Image 1,2,1,100000000,610000003016,
1,,Spine,1,2,Image 1,2,1,100000000,610000003017,
7,,Spine,1,2,Image 1,2,1,100000000,610000003018,
4,,Spine,1,4,Image 1,2,1,100000000,610000003019,
1,,Spine,1,9,Image 1,6,1,100000000,610000003025,
3,,Spine,1,6,Image 1,4,1,100000000,610000003026,
2,,Spine,1,0,Image 1,1,1,100000000,610000003027,
6,,Spine,1,0,Image 1,1,1,100000000,610000003033,
4,,Spine,1,9,Image 1,3,1,100000000,610000003035,
2,,Spine,1,9,Image 1,3,1,100000000,610000003036,
0,,Spine,1,3,Image 1,2,1,100000000,610000003037,
4,,Spine,1,1,Image 1,2,1,100000000,610000003038,
3,,Spine,1,2,Image 1,1,1,100000001,610000003043,
6,,Spine,1,1,Image 1,1,1,100000001,610000003044,
4,,Spine,1,4,Image 1,2,1,100000001,610000003045,
2,,Spine,1,1,Image 1,2,1,100000001,610000003046,
3,,Spine,1,0,Image 1,1,1,100000001,610000003047,
3,,Spine,1,1,Image 1,1,1,100000001,610000003050,
9,,Spine,1,3,Image 1,2,1,100000002,610000003051,
3,,Spine,1,2,Image 1,2,1,100000002,610000003052,
6,,Spine,1,2,Image 1,2,1,100000002,610000003053,
4,,Spine,1,2,Image 1,2,1,100000002,610000003054,
3,,Spine,1,1,Image 1,2,1,100000002,610000003055,
