
Segment Center Number of Voxel Ch=2 Img=1
 ==================== 
Segment Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
8,,Segment,2,9,Image 1,5,1,100000000,510000000012,
16,,Segment,2,8,Image 1,4,1,100000000,510000000027,
27,,Segment,2,7,Image 1,3,1,100000000,510000000053,
37,,Segment,2,5,Image 1,3,1,100000000,510000000090,
24,,Segment,2,4,Image 1,2,1,100000000,510000000113,
15,,Segment,2,3,Image 1,1,1,100000000,510000000127,
20,,Segment,2,2,Image 1,1,1,100000000,510000000146,
13,,Segment,2,1,Image 1,1,1,100000000,510000000158,
2,,Segment,2,0,Image 1,1,1,100000000,510000000161,
12,,Segment,2,9,Image 1,4,1,100000000,510000000190,
12,,Segment,2,8,Image 1,3,1,100000000,510000000201,
4,,Segment,2,6,Image 1,4,1,100000000,510000000204,
3,,Segment,2,7,Image 1,4,1,100000000,510000000206,
16,,Segment,2,9,Image 1,6,1,100000000,510000000221,
9,,Segment,2,8,Image 1,5,1,100000000,510000000229,
6,,Segment,2,7,Image 1,5,1,100000000,510000000234,
9,,Segment,2,5,Image 1,4,1,100000000,510000000243,
12,,Segment,2,4,Image 1,3,1,100000000,510000000254,
33,,Segment,2,3,Image 1,2,1,100000000,510000000286,
40,,Segment,2,2,Image 1,2,1,100000000,510000000325,
19,,Segment,2,1,Image 1,2,1,100000000,510000000343,
19,,Segment,2,0,Image 1,1,1,100000000,510000000380,
3,,Segment,2,10,Image 1,6,1,100000000,510000000397,
27,,Segment,2,6,Image 1,3,1,100000000,510000000425,
18,,Segment,2,5,Image 1,3,1,100000000,510000000442,
3,,Segment,2,4,Image 1,3,1,100000000,510000000444,
33,,Segment,2,3,Image 1,3,1,100000000,510000000476,
3,,Segment,2,8,Image 1,6,1,100000000,510000000478,
9,,Segment,2,6,Image 1,4,1,100000000,510000000486,
3,,Segment,2,7,Image 1,6,1,100000000,510000000488,
7,,Segment,2,6,Image 1,4,1,100000000,510000000494,
4,,Segment,2,5,Image 1,4,1,100000000,510000000497,
10,,Segment,2,5,Image 1,4,1,100000000,510000000506,
5,,Segment,2,4,Image 1,4,1,100000000,510000000510,
3,,Segment,2,5,Image 1,3,1,100000000,510000000512,
