
Spine Part Mean Diameter Head
 ==================== 
Spine Part Mean Diameter Head,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.182812,µm,Spine,Spine Part Mean Diameter,9,3,1,100000000,610000002852,
0.178699,µm,Spine,Spine Part Mean Diameter,4,1,1,100000000,610000002855,
0.192969,µm,Spine,Spine Part Mean Diameter,5,4,1,100000000,610000002857,
0.24375,µm,Spine,Spine Part Mean Diameter,2,2,1,100000002,610000002859,
0.172677,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000002863,
0.165039,µm,Spine,Spine Part Mean Diameter,3,2,1,100000000,610000002867,
0.198909,µm,Spine,Spine Part Mean Diameter,8,4,1,100000000,610000002869,
0.256206,µm,Spine,Spine Part Mean Diameter,4,3,1,100000001,610000002871,
0.192969,µm,Spine,Spine Part Mean Diameter,5,4,1,100000000,610000002874,
0.289453,µm,Spine,Spine Part Mean Diameter,2,1,1,100000000,610000002878,
0.293607,µm,Spine,Spine Part Mean Diameter,2,2,1,100000002,610000002881,
0.180238,µm,Spine,Spine Part Mean Diameter,4,3,1,100000001,610000002883,
0.386778,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002888,
0.839321,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002892,
0.1625,µm,Spine,Spine Part Mean Diameter,1,2,1,100000000,610000002894,
0.864574,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002899,
0.197996,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002903,
0.203125,µm,Spine,Spine Part Mean Diameter,2,2,1,100000000,610000002907,
0.839321,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002910,
0.534062,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002914,
1.09645,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002920,
0.327295,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000002924,
0.57319,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002926,
1.10637,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002929,
0.304914,µm,Spine,Spine Part Mean Diameter,3,1,1,100000001,610000002932,
0.37691,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000002935,
0.462782,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002937,
0.197848,µm,Spine,Spine Part Mean Diameter,2,2,1,100000000,610000002940,
0.572559,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002942,
0.24375,µm,Spine,Spine Part Mean Diameter,6,1,1,100000000,610000002945,
0.334868,µm,Spine,Spine Part Mean Diameter,3,1,1,100000001,610000002947,
