
Spine Part Length Head
 ==================== 
Spine Part Length Head,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.0914062,µm,Spine,Spine Part Length,9,3,1,100000000,610000002852,
0.0893497,µm,Spine,Spine Part Length,4,1,1,100000000,610000002855,
0.0964844,µm,Spine,Spine Part Length,5,4,1,100000000,610000002857,
0.121875,µm,Spine,Spine Part Length,2,2,1,100000002,610000002859,
0.224622,µm,Spine,Spine Part Length,0,1,1,100000001,610000002863,
0.220696,µm,Spine,Spine Part Length,3,2,1,100000000,610000002867,
0.0994544,µm,Spine,Spine Part Length,8,4,1,100000000,610000002869,
0.128103,µm,Spine,Spine Part Length,4,3,1,100000001,610000002871,
0.0964844,µm,Spine,Spine Part Length,5,4,1,100000000,610000002874,
0.144727,µm,Spine,Spine Part Length,2,1,1,100000000,610000002878,
0.146803,µm,Spine,Spine Part Length,2,2,1,100000002,610000002881,
0.090119,µm,Spine,Spine Part Length,4,3,1,100000001,610000002883,
0.362577,µm,Spine,Spine Part Length,0,1,1,100000000,610000002888,
0.419661,µm,Spine,Spine Part Length,0,1,1,100000000,610000002892,
0.08125,µm,Spine,Spine Part Length,1,2,1,100000000,610000002894,
0.432287,µm,Spine,Spine Part Length,0,1,1,100000000,610000002899,
0.0989981,µm,Spine,Spine Part Length,0,1,1,100000000,610000002903,
0.101562,µm,Spine,Spine Part Length,2,2,1,100000000,610000002907,
0.419661,µm,Spine,Spine Part Length,0,1,1,100000000,610000002910,
0.267031,µm,Spine,Spine Part Length,0,1,1,100000000,610000002914,
0.548225,µm,Spine,Spine Part Length,0,1,1,100000000,610000002920,
0.163648,µm,Spine,Spine Part Length,1,1,1,100000000,610000002924,
0.286595,µm,Spine,Spine Part Length,0,1,1,100000000,610000002926,
0.553183,µm,Spine,Spine Part Length,0,1,1,100000000,610000002929,
0.152457,µm,Spine,Spine Part Length,3,1,1,100000001,610000002932,
0.188455,µm,Spine,Spine Part Length,0,1,1,100000002,610000002935,
0.231391,µm,Spine,Spine Part Length,0,1,1,100000000,610000002937,
0.0989239,µm,Spine,Spine Part Length,2,2,1,100000000,610000002940,
0.286279,µm,Spine,Spine Part Length,0,1,1,100000000,610000002942,
0.121875,µm,Spine,Spine Part Length,6,1,1,100000000,610000002945,
0.167434,µm,Spine,Spine Part Length,3,1,1,100000001,610000002947,
0.393521,µm,Spine,Spine Part Length,0,1,1,100000000,610000002949,
0.119516,µm,Spine,Spine Part Length,0,1,1,100000002,610000002951,
0.314722,µm,Spine,Spine Part Length,0,1,1,100000000,610000002953,
0.0863281,µm,Spine,Spine Part Length,1,1,1,100000001,610000002957,
0.522452,µm,Spine,Spine Part Length,0,1,1,100000000,610000002959,
0.345689,µm,Spine,Spine Part Length,0,1,1,100000000,610000002962,
0.262139,µm,Spine,Spine Part Length,0,1,1,100000000,610000002965,
0.18761,µm,Spine,Spine Part Length,0,1,1,100000000,610000002968,
0.173486,µm,Spine,Spine Part Length,0,1,1,100000000,610000002970,
0.342697,µm,Spine,Spine Part Length,0,1,1,100000000,610000002974,
0.403181,µm,Spine,Spine Part Length,0,1,1,100000000,610000002976,
0.156787,µm,Spine,Spine Part Length,0,1,1,100000000,610000002980,
0.171387,µm,Spine,Spine Part Length,0,1,1,100000000,610000002988,
0.0977539,µm,Spine,Spine Part Length,8,3,1,100000000,610000003008,
0.100404,µm,Spine,Spine Part Length,5,2,1,100000000,610000003009,
0.0914062,µm,Spine,Spine Part Length,7,2,1,100000000,610000003010,
0.106926,µm,Spine,Spine Part Length,7,2,1,100000000,610000003011,
0.174738,µm,Spine,Spine Part Length,6,1,1,100000000,610000003012,
0.0914062,µm,Spine,Spine Part Length,6,2,1,100000000,610000003013,
0.159544,µm,Spine,Spine Part Length,4,1,1,100000000,610000003014,
0.114194,µm,Spine,Spine Part Length,5,4,1,100000000,610000003015,
0.0945801,µm,Spine,Spine Part Length,2,2,1,100000000,610000003016,
0.113671,µm,Spine,Spine Part Length,2,2,1,100000000,610000003017,
0.121745,µm,Spine,Spine Part Length,2,2,1,100000000,610000003018,
0.113773,µm,Spine,Spine Part Length,4,2,1,100000000,610000003019,
0.114258,µm,Spine,Spine Part Length,9,6,1,100000000,610000003025,
0.168057,µm,Spine,Spine Part Length,6,4,1,100000000,610000003026,
0.177734,µm,Spine,Spine Part Length,0,1,1,100000000,610000003027,
0.17395,µm,Spine,Spine Part Length,0,1,1,100000000,610000003033,
0.150896,µm,Spine,Spine Part Length,9,3,1,100000000,610000003035,
0.168542,µm,Spine,Spine Part Length,9,3,1,100000000,610000003036,
0.121625,µm,Spine,Spine Part Length,3,2,1,100000000,610000003037,
0.142822,µm,Spine,Spine Part Length,1,2,1,100000000,610000003038,
0.0959306,µm,Spine,Spine Part Length,2,1,1,100000001,610000003043,
0.139586,µm,Spine,Spine Part Length,1,1,1,100000001,610000003044,
0.214806,µm,Spine,Spine Part Length,4,2,1,100000001,610000003045,
0.15063,µm,Spine,Spine Part Length,1,2,1,100000001,610000003046,
0.15797,µm,Spine,Spine Part Length,0,1,1,100000001,610000003047,
0.139719,µm,Spine,Spine Part Length,1,1,1,100000001,610000003050,
0.0892368,µm,Spine,Spine Part Length,3,2,1,100000002,610000003051,
0.14656,µm,Spine,Spine Part Length,2,2,1,100000002,610000003052,
0.137448,µm,Spine,Spine Part Length,2,2,1,100000002,610000003053,
0.0986394,µm,Spine,Spine Part Length,2,2,1,100000002,610000003054,
0.08125,µm,Spine,Spine Part Length,1,2,1,100000002,610000003055,
