
Spine Number of Voxel Ch=5 Img=1
 ==================== 
Spine Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
161,,Spine,5,9,Image 1,3,1,100000000,610000002852,
103,,Spine,5,4,Image 1,1,1,100000000,610000002855,
56,,Spine,5,5,Image 1,4,1,100000000,610000002857,
101,,Spine,5,2,Image 1,2,1,100000002,610000002859,
99,,Spine,5,0,Image 1,1,1,100000001,610000002863,
150,,Spine,5,3,Image 1,2,1,100000000,610000002867,
58,,Spine,5,8,Image 1,4,1,100000000,610000002869,
92,,Spine,5,4,Image 1,3,1,100000001,610000002871,
60,,Spine,5,5,Image 1,4,1,100000000,610000002874,
307,,Spine,5,2,Image 1,1,1,100000000,610000002878,
78,,Spine,5,2,Image 1,2,1,100000002,610000002881,
62,,Spine,5,4,Image 1,3,1,100000001,610000002883,
183,,Spine,5,0,Image 1,1,1,100000000,610000002888,
749,,Spine,5,0,Image 1,1,1,100000000,610000002892,
101,,Spine,5,1,Image 1,2,1,100000000,610000002894,
1348,,Spine,5,0,Image 1,1,1,100000000,610000002899,
281,,Spine,5,0,Image 1,1,1,100000000,610000002903,
225,,Spine,5,2,Image 1,2,1,100000000,610000002907,
802,,Spine,5,0,Image 1,1,1,100000000,610000002910,
232,,Spine,5,0,Image 1,1,1,100000000,610000002914,
1643,,Spine,5,0,Image 1,1,1,100000000,610000002920,
221,,Spine,5,1,Image 1,1,1,100000000,610000002924,
562,,Spine,5,0,Image 1,1,1,100000000,610000002926,
1797,,Spine,5,0,Image 1,1,1,100000000,610000002929,
274,,Spine,5,3,Image 1,1,1,100000001,610000002932,
191,,Spine,5,0,Image 1,1,1,100000002,610000002935,
146,,Spine,5,0,Image 1,1,1,100000000,610000002937,
262,,Spine,5,2,Image 1,2,1,100000000,610000002940,
294,,Spine,5,0,Image 1,1,1,100000000,610000002942,
140,,Spine,5,6,Image 1,1,1,100000000,610000002945,
228,,Spine,5,3,Image 1,1,1,100000001,610000002947,
663,,Spine,5,0,Image 1,1,1,100000000,610000002949,
97,,Spine,5,0,Image 1,1,1,100000002,610000002951,
345,,Spine,5,0,Image 1,1,1,100000000,610000002953,
205,,Spine,5,1,Image 1,1,1,100000001,610000002957,
1467,,Spine,5,0,Image 1,1,1,100000000,610000002959,
1119,,Spine,5,0,Image 1,1,1,100000000,610000002962,
484,,Spine,5,0,Image 1,1,1,100000000,610000002965,
152,,Spine,5,0,Image 1,1,1,100000000,610000002968,
92,,Spine,5,0,Image 1,1,1,100000000,610000002970,
451,,Spine,5,0,Image 1,1,1,100000000,610000002974,
651,,Spine,5,0,Image 1,1,1,100000000,610000002976,
48,,Spine,5,0,Image 1,1,1,100000000,610000002980,
73,,Spine,5,0,Image 1,1,1,100000000,610000002988,
53,,Spine,5,8,Image 1,3,1,100000000,610000003008,
46,,Spine,5,5,Image 1,2,1,100000000,610000003009,
42,,Spine,5,7,Image 1,2,1,100000000,610000003010,
51,,Spine,5,7,Image 1,2,1,100000000,610000003011,
110,,Spine,5,6,Image 1,1,1,100000000,610000003012,
43,,Spine,5,6,Image 1,2,1,100000000,610000003013,
116,,Spine,5,4,Image 1,1,1,100000000,610000003014,
44,,Spine,5,5,Image 1,4,1,100000000,610000003015,
27,,Spine,5,2,Image 1,2,1,100000000,610000003016,
51,,Spine,5,2,Image 1,2,1,100000000,610000003017,
53,,Spine,5,2,Image 1,2,1,100000000,610000003018,
51,,Spine,5,4,Image 1,2,1,100000000,610000003019,
37,,Spine,5,9,Image 1,6,1,100000000,610000003025,
111,,Spine,5,6,Image 1,4,1,100000000,610000003026,
187,,Spine,5,0,Image 1,1,1,100000000,610000003027,
128,,Spine,5,0,Image 1,1,1,100000000,610000003033,
98,,Spine,5,9,Image 1,3,1,100000000,610000003035,
124,,Spine,5,9,Image 1,3,1,100000000,610000003036,
87,,Spine,5,3,Image 1,2,1,100000000,610000003037,
66,,Spine,5,1,Image 1,2,1,100000000,610000003038,
73,,Spine,5,2,Image 1,1,1,100000001,610000003043,
83,,Spine,5,1,Image 1,1,1,100000001,610000003044,
167,,Spine,5,4,Image 1,2,1,100000001,610000003045,
77,,Spine,5,1,Image 1,2,1,100000001,610000003046,
205,,Spine,5,0,Image 1,1,1,100000001,610000003047,
143,,Spine,5,1,Image 1,1,1,100000001,610000003050,
49,,Spine,5,3,Image 1,2,1,100000002,610000003051,
80,,Spine,5,2,Image 1,2,1,100000002,610000003052,
66,,Spine,5,2,Image 1,2,1,100000002,610000003053,
25,,Spine,5,2,Image 1,2,1,100000002,610000003054,
44,,Spine,5,1,Image 1,2,1,100000002,610000003055,
