
Intensity Sum Ch=2 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
2.67972e+06,,Surface,2,Image 1,1,0,
2.10507e+06,,Surface,2,Image 1,1,1,
