
Spine Part Mean Diameter
 ==================== 
Spine Part Mean Diameter Ground,Spine Part Mean Diameter Head,Spine Part Mean Diameter Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.807663,0.416667,0.635529,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000003337,
0.622056,0.416667,0.416667,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003348,
0.976991,0.416667,0.573995,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000003355,
1.49684,0.833333,0.767771,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000003365,
0.422287,0.847861,0.486541,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003384,
0.422287,0.895733,0.758627,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003397,
0.966797,1.64973,1.17799,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000003410,
0.80835,0.461222,0.647358,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003420,
0.416667,0.416667,0.416667,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003430,
0.423692,0.656845,0.469683,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003440,
0.423692,0.941206,0.517993,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003454,
0.80835,0.422092,0.629454,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003464,
0.814188,0.575051,0.726836,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003475,
0.798274,0.575051,0.726836,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003486,
0.423692,0.986601,0.416667,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003495,
1.5764,0.694924,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003500,
1.72391,0.725073,0.812188,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000003507,
0.416667,0.677772,0.791553,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003517,
0.954816,0.416667,0.970483,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003525,
0.416667,0.416667,0.416667,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003536,
2.17176,1.69698,1.7159,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003546,
0.80835,0.453356,0.700384,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003555,
0.740601,0.575051,0.758689,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003567,
0.416667,0.416667,0.416667,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003585,
0.621769,0.416667,0.419715,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003597,
0.4952,0.539675,0.416667,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003602,
0.80835,0.477431,0.751096,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003627,
1.72391,0.736361,0.824479,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000003633,
1.09929,0.416667,0.81258,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003642,
0.435138,0.481771,0.452474,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003651,
0.426033,0.508311,0.416667,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003657,
0.804492,0.473248,0.741266,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003671,
0.416667,0.416667,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003680,
0.416667,0.416667,0.416667,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003691,
1.52076,2.04478,1.69357,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000003697,
0.682974,0.46652,0.825268,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003704,
0.804492,0.646523,0.814014,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003732,
1.74878,1.26943,1.97742,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003746,
0.465576,1.12216,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003751,
0.755637,0.668851,0.545898,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003762,
1.0648,1.61158,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003768,
1.44333,1.13119,0.491537,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003773,
1.93493,0.815624,1.30185,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000003776,
1.26847,0.833333,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000003778,
1.69911,0.877703,1.49414,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003782,
0.949503,1.04167,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000003791,
0.416667,0.416667,0.416667,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003797,
1.03426,0.776549,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003804,
1.33535,1.52231,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000003809,
0.822316,0.937984,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003811,
0.584343,1.22174,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003816,
0.804492,0.791261,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003822,
0.486654,0.442708,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003825,
0.964936,0.445964,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003828,
1.62815,2.10341,1.98614,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000003832,
1.58897,2.10341,1.98614,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000003838,
0.638021,0.859375,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003841,
1.96135,1.23701,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000003848,
0.836356,0.642964,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000003852,
0.734363,0.760813,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003854,
0.416667,0.416667,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003860,
0.665576,0.422134,0.467818,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003866,
0.935375,0.647172,0.905926,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003873,
0.98678,1.03491,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003879,
1.43881,0.978086,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000003883,
0.647194,0.760813,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003886,
0.643327,0.422134,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003894,
1.01051,1.25,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003900,
0.638775,0.447604,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003903,
0.507812,0.97224,1.62825,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003909,
1.40422,1.03481,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000003912,
0.416667,0.416667,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003922,
0.900065,0.732422,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003936,
0.437509,0.45285,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003942,
0.423759,0.422134,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003953,
0.623436,0.599701,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003965,
1.30025,0.97224,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003967,
0.582485,0.694797,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003978,
0.637905,0.840085,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000004003,
0.787351,1.15804,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000004004,
0.894783,0.940755,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000004019,
1.40422,1.19587,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000004029,
1.56847,1.61578,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000004030,
0.737952,0.625,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000004033,
1.70234,1.5026,0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000001,610000003575,
1.45112,0.988809,0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000003589,
1.41338,0.750753,1.49551,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000003608,
1.28428,0.780908,0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000001,610000003715,
1.14359,0.833333,0.884693,µm,Spine,Spine Part Mean Diameter,1,1,1,100000001,610000003740,
1.14359,0.884693,0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000001,610000003944,
1.23096,1.26648,0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000001,610000004028,
1.26317,1.13932,0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000001,610000004040,
1.14359,1.03354,0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000001,610000004041,
1.29016,1.13137,0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000001,610000004042,
1.04959,0.91976,0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000001,610000004049,
0.750585,0.638503,0.416667,µm,Spine,Spine Part Mean Diameter,1,2,1,100000001,610000003186,
0.750585,0.543192,0.416667,µm,Spine,Spine Part Mean Diameter,1,2,1,100000001,610000003207,
0.750585,0.53219,0.416667,µm,Spine,Spine Part Mean Diameter,1,2,1,100000001,610000003228,
1.03865,0.70749,0,µm,Spine,Spine Part Mean Diameter,1,2,1,100000000,610000003569,
1.56936,1.56283,0,µm,Spine,Spine Part Mean Diameter,1,2,1,100000000,610000003708,
1.50627,0.646247,0.669933,µm,Spine,Spine Part Mean Diameter,1,2,1,100000000,610000003756,
0.848199,0.748376,0,µm,Spine,Spine Part Mean Diameter,1,2,1,100000001,610000003876,
1.15881,1.11383,0,µm,Spine,Spine Part Mean Diameter,1,2,1,100000001,610000003956,
1.14894,1.1591,0,µm,Spine,Spine Part Mean Diameter,1,2,1,100000000,610000003996,
0.764128,0.765958,0,µm,Spine,Spine Part Mean Diameter,1,2,1,100000001,610000004022,
0.889785,0.833333,0,µm,Spine,Spine Part Mean Diameter,1,2,1,100000001,610000004032,
