
Segment No. Spines
 ==================== 
Segment No. Spines,Unit,Category,Depth,Level,Time,FilamentID,ID,
3,,Segment,6,5,1,100000000,510000000032,
0,,Segment,5,4,1,100000000,510000000063,
0,,Segment,4,4,1,100000000,510000000123,
1,,Segment,3,3,1,100000000,510000000144,
7,,Segment,2,3,1,100000000,510000000217,
3,,Segment,1,2,1,100000000,510000000240,
1,,Segment,0,1,1,100000000,510000000267,
1,,Segment,1,2,1,100000000,510000000358,
0,,Segment,0,1,1,100000000,510000000389,
0,,Segment,6,4,1,100000000,510000000424,
0,,Segment,5,5,1,100000000,510000000448,
3,,Segment,4,3,1,100000000,510000000585,
0,,Segment,3,3,1,100000000,510000000599,
3,,Segment,2,2,1,100000000,510000000640,
2,,Segment,1,1,1,100000000,510000000654,
0,,Segment,4,4,1,100000000,510000000659,
0,,Segment,3,4,1,100000000,510000000677,
2,,Segment,3,4,1,100000001,510000000690,
0,,Segment,2,3,1,100000001,510000000729,
2,,Segment,1,2,1,100000001,510000000771,
8,,Segment,0,1,1,100000001,510000000816,
0,,Segment,3,3,1,100000001,510000000848,
0,,Segment,4,3,1,100000000,510000000856,
0,,Segment,3,2,1,100000000,510000000873,
1,,Segment,6,3,1,100000000,510000000897,
0,,Segment,5,2,1,100000000,510000000910,
3,,Segment,4,1,1,100000000,510000000974,
0,,Segment,3,1,1,100000000,510000001003,
6,,Segment,2,1,1,100000000,510000001011,
0,,Segment,1,1,1,100000000,510000001017,
0,,Segment,4,4,1,100000000,510000001051,
1,,Segment,5,3,1,100000001,510000001141,
0,,Segment,4,2,1,100000001,510000001160,
0,,Segment,3,1,1,100000001,510000001164,
0,,Segment,2,1,1,100000001,510000001169,
2,,Segment,1,1,1,100000001,510000001198,
2,,Segment,2,2,1,100000001,510000001219,
0,,Segment,7,2,1,100000001,510000001266,
1,,Segment,6,2,1,100000001,510000001306,
0,,Segment,5,2,1,100000001,510000001310,
2,,Segment,4,2,1,100000001,510000001349,
1,,Segment,3,2,1,100000001,510000001372,
2,,Segment,2,2,1,100000001,510000001393,
5,,Segment,1,1,1,100000001,510000001414,
0,,Segment,0,1,1,100000001,510000001430,
4,,Segment,5,2,1,100000000,510000001453,
1,,Segment,4,2,1,100000000,510000001468,
0,,Segment,3,2,1,100000000,510000001482,
0,,Segment,7,2,1,100000000,510000001509,
0,,Segment,6,2,1,100000000,510000001534,
1,,Segment,7,3,1,100000000,510000001550,
0,,Segment,6,2,1,100000000,510000001568,
0,,Segment,5,1,1,100000000,510000001583,
0,,Segment,6,1,1,100000000,510000001592,
2,,Segment,5,2,1,100000001,510000001629,
0,,Segment,4,1,1,100000001,510000001632,
4,,Segment,7,3,1,100000001,510000001651,
1,,Segment,4,3,1,100000001,510000001709,
2,,Segment,4,3,1,100000000,510000001788,
6,,Segment,3,2,1,100000000,510000001849,
0,,Segment,2,2,1,100000000,510000001853,
3,,Segment,3,3,1,100000001,510000001918,
0,,Segment,2,2,1,100000001,510000001924,
2,,Segment,1,2,1,100000001,510000001949,
0,,Segment,0,1,1,100000001,510000001976,
0,,Segment,7,4,1,100000001,510000001993,
2,,Segment,6,3,1,100000001,510000002009,
0,,Segment,3,1,1,100000000,510000002033,
0,,Segment,2,3,1,100000001,510000002050,
0,,Segment,5,3,1,100000000,510000002073,
3,,Segment,4,2,1,100000000,510000002127,
0,,Segment,4,2,1,100000000,510000002138,
