
Soma Intensity Median Ch=6 Img=1
 ==================== 
Soma Intensity Median,Unit,Category,Channel,Image,Time,FilamentID,ID,
117.062,,Soma,6,Image 1,1,100000000,800000000,
75.0625,,Soma,6,Image 1,1,100000001,800000001,
