
Spine Attachment Pt Branching Angle
 ==================== 
Spine Attachment Pt Branching Angle,Unit,Category,Depth,Level,Time,FilamentID,ID,
3.33208,°,Spine,4,3,1,100000000,610000003372,
81.8648,°,Spine,3,4,1,100000001,610000003404,
82.772,°,Spine,2,1,1,100000000,610000003539,
15.8467,°,Spine,4,3,1,100000000,610000003557,
77.7036,°,Spine,1,2,1,100000000,610000003569,
90.7082,°,Spine,4,3,1,100000000,610000003571,
76.9493,°,Spine,1,1,1,100000001,610000003575,
72.087,°,Spine,1,1,1,100000000,610000003589,
67.4103,°,Spine,0,1,1,100000000,610000003602,
57.0217,°,Spine,1,1,1,100000000,610000003608,
96.1886,°,Spine,7,3,1,100000000,610000003619,
92.6389,°,Spine,3,3,1,100000001,610000003664,
74.8158,°,Spine,2,2,1,100000000,610000003675,
51.9794,°,Spine,2,2,1,100000000,610000003683,
89.7821,°,Spine,1,2,1,100000000,610000003708,
94.0059,°,Spine,1,1,1,100000001,610000003715,
98.3661,°,Spine,6,2,1,100000001,610000003723,
73.8557,°,Spine,4,1,1,100000000,610000003735,
44.7466,°,Spine,0,1,1,100000000,610000003746,
93.2525,°,Spine,3,2,1,100000000,610000003753,
75.0496,°,Spine,1,2,1,100000000,610000003756,
78.6902,°,Spine,0,1,1,100000000,610000003762,
80.9416,°,Spine,2,2,1,100000001,610000003764,
85.962,°,Spine,0,1,1,100000001,610000003778,
66.9512,°,Spine,2,2,1,100000001,610000003785,
93.7507,°,Spine,3,3,1,100000001,610000003789,
50.4946,°,Spine,3,2,1,100000000,610000003807,
88.6941,°,Spine,2,1,1,100000000,610000003844,
88.982,°,Spine,2,3,1,100000000,610000003856,
86.3123,°,Spine,3,2,1,100000001,610000003869,
68.8816,°,Spine,1,2,1,100000001,610000003876,
77.4161,°,Spine,4,1,1,100000000,610000003888,
73.2979,°,Spine,4,2,1,100000000,610000003914,
64.8158,°,Spine,4,3,1,100000000,610000003919,
74.8823,°,Spine,2,2,1,100000001,610000003928,
93.5424,°,Spine,2,1,1,100000000,610000003930,
62.7773,°,Spine,4,2,1,100000000,610000003932,
81.701,°,Spine,3,2,1,100000000,610000003934,
74.4615,°,Spine,1,2,1,100000001,610000003956,
75.0569,°,Spine,6,5,1,100000000,610000003989,
76.9555,°,Spine,3,3,1,100000000,610000003990,
40.3188,°,Spine,2,3,1,100000000,610000003991,
78.097,°,Spine,2,3,1,100000000,610000003992,
92.046,°,Spine,2,3,1,100000000,610000003993,
93.784,°,Spine,2,2,1,100000000,610000003995,
80.0565,°,Spine,1,2,1,100000000,610000003996,
92.185,°,Spine,5,2,1,100000000,610000003997,
75.7365,°,Spine,4,2,1,100000000,610000004000,
88.3395,°,Spine,0,1,1,100000000,610000004003,
82.3877,°,Spine,6,3,1,100000000,610000004005,
61.9793,°,Spine,4,1,1,100000000,610000004006,
64.4024,°,Spine,4,2,1,100000000,610000004007,
62.2609,°,Spine,3,2,1,100000000,610000004008,
75.9989,°,Spine,2,1,1,100000000,610000004009,
80.5677,°,Spine,4,3,1,100000000,610000004010,
83.229,°,Spine,3,2,1,100000000,610000004011,
84.0509,°,Spine,3,2,1,100000000,610000004012,
69.2043,°,Spine,0,1,1,100000000,610000004019,
59.2535,°,Spine,2,2,1,100000001,610000004021,
89.4624,°,Spine,1,2,1,100000001,610000004022,
64.8239,°,Spine,5,3,1,100000001,610000004023,
105.441,°,Spine,6,4,1,100000001,610000004025,
90.6388,°,Spine,6,3,1,100000001,610000004026,
71.4074,°,Spine,1,1,1,100000001,610000004028,
77.4744,°,Spine,0,1,1,100000001,610000004030,
32.2539,°,Spine,1,2,1,100000001,610000004032,
16.7738,°,Spine,0,1,1,100000001,610000004033,
89.6329,°,Spine,7,3,1,100000001,610000004034,
80.3649,°,Spine,7,3,1,100000001,610000004036,
79.6145,°,Spine,4,2,1,100000001,610000004037,
75.4688,°,Spine,4,2,1,100000001,610000004038,
49.9912,°,Spine,4,3,1,100000001,610000004039,
68.5346,°,Spine,1,1,1,100000001,610000004040,
76.5389,°,Spine,1,1,1,100000001,610000004042,
70.3828,°,Spine,4,2,1,100000001,610000004043,
85.9021,°,Spine,3,2,1,100000001,610000004044,
119.559,°,Spine,1,2,1,100000001,610000004046,
84.6942,°,Spine,1,1,1,100000001,610000004049,
