
Spine Branch Depth
 ==================== 
Spine Branch Depth,Unit,Category,Depth,Level,Time,FilamentID,ID,
2,,Spine,2,3,1,100000000,610000003139,
2,,Spine,2,3,1,100000000,610000003164,
1,,Spine,1,2,1,100000001,610000003186,
1,,Spine,1,2,1,100000001,610000003207,
1,,Spine,1,2,1,100000001,610000003228,
6,,Spine,6,3,1,100000001,610000003258,
6,,Spine,6,3,1,100000001,610000003282,
6,,Spine,6,3,1,100000001,610000003305,
6,,Spine,6,3,1,100000001,610000003326,
-1,,Spine,0,1,1,100000001,610000003337,
-1,,Spine,0,1,1,100000000,610000003348,
-1,,Spine,0,1,1,100000001,610000003355,
0,,Spine,0,1,1,100000001,610000003365,
4,,Spine,4,3,1,100000000,610000003372,
0,,Spine,0,1,1,100000000,610000003384,
0,,Spine,0,1,1,100000000,610000003397,
3,,Spine,3,4,1,100000001,610000003404,
-1,,Spine,0,1,1,100000001,610000003410,
0,,Spine,0,1,1,100000000,610000003420,
-1,,Spine,0,1,1,100000000,610000003430,
0,,Spine,0,1,1,100000000,610000003440,
6,,Spine,6,3,1,100000001,610000003444,
0,,Spine,0,1,1,100000000,610000003454,
0,,Spine,0,1,1,100000000,610000003464,
-1,,Spine,0,1,1,100000000,610000003475,
-1,,Spine,0,1,1,100000000,610000003486,
0,,Spine,0,1,1,100000000,610000003495,
-1,,Spine,0,1,1,100000000,610000003500,
0,,Spine,0,1,1,100000001,610000003507,
-1,,Spine,0,1,1,100000000,610000003517,
-1,,Spine,0,1,1,100000000,610000003525,
-1,,Spine,0,1,1,100000000,610000003536,
2,,Spine,2,1,1,100000000,610000003539,
0,,Spine,0,1,1,100000000,610000003546,
0,,Spine,0,1,1,100000000,610000003555,
4,,Spine,4,3,1,100000000,610000003557,
-1,,Spine,0,1,1,100000000,610000003567,
1,,Spine,1,2,1,100000000,610000003569,
4,,Spine,4,3,1,100000000,610000003571,
1,,Spine,1,1,1,100000001,610000003575,
-1,,Spine,0,1,1,100000000,610000003585,
1,,Spine,1,1,1,100000000,610000003589,
-1,,Spine,0,1,1,100000000,610000003597,
0,,Spine,0,1,1,100000000,610000003602,
1,,Spine,1,1,1,100000000,610000003608,
2,,Spine,2,1,1,100000000,610000003611,
7,,Spine,7,3,1,100000000,610000003619,
0,,Spine,0,1,1,100000000,610000003627,
0,,Spine,0,1,1,100000001,610000003633,
6,,Spine,6,5,1,100000000,610000003635,
-1,,Spine,0,1,1,100000000,610000003642,
6,,Spine,6,3,1,100000001,610000003645,
-1,,Spine,0,1,1,100000000,610000003651,
0,,Spine,0,1,1,100000000,610000003657,
5,,Spine,5,2,1,100000000,610000003660,
3,,Spine,3,3,1,100000001,610000003664,
0,,Spine,0,1,1,100000000,610000003671,
2,,Spine,2,2,1,100000000,610000003675,
-1,,Spine,0,1,1,100000000,610000003680,
2,,Spine,2,2,1,100000000,610000003683,
-1,,Spine,0,1,1,100000000,610000003691,
-1,,Spine,0,1,1,100000001,610000003697,
-1,,Spine,0,1,1,100000000,610000003704,
1,,Spine,1,2,1,100000000,610000003708,
3,,Spine,3,2,1,100000000,610000003711,
2,,Spine,2,1,1,100000000,610000003713,
1,,Spine,1,1,1,100000001,610000003715,
7,,Spine,7,3,1,100000001,610000003718,
6,,Spine,6,3,1,100000001,610000003721,
6,,Spine,6,2,1,100000001,610000003723,
3,,Spine,3,2,1,100000001,610000003726,
0,,Spine,0,1,1,100000000,610000003732,
4,,Spine,4,1,1,100000000,610000003735,
3,,Spine,3,4,1,100000001,610000003737,
1,,Spine,1,1,1,100000001,610000003740,
0,,Spine,0,1,1,100000000,610000003746,
-1,,Spine,0,1,1,100000000,610000003751,
3,,Spine,3,2,1,100000000,610000003753,
1,,Spine,1,2,1,100000000,610000003756,
0,,Spine,0,1,1,100000000,610000003762,
2,,Spine,2,2,1,100000001,610000003764,
0,,Spine,0,1,1,100000000,610000003768,
0,,Spine,0,1,1,100000000,610000003773,
0,,Spine,0,1,1,100000001,610000003776,
0,,Spine,0,1,1,100000001,610000003778,
-1,,Spine,0,1,1,100000000,610000003782,
2,,Spine,2,2,1,100000001,610000003785,
3,,Spine,3,3,1,100000001,610000003789,
-1,,Spine,0,1,1,100000001,610000003791,
-1,,Spine,0,1,1,100000000,610000003797,
-1,,Spine,0,1,1,100000000,610000003804,
3,,Spine,3,2,1,100000000,610000003807,
-1,,Spine,0,1,1,100000001,610000003809,
0,,Spine,0,1,1,100000000,610000003811,
-1,,Spine,0,1,1,100000000,610000003816,
3,,Spine,3,2,1,100000001,610000003818,
0,,Spine,0,1,1,100000000,610000003822,
-1,,Spine,0,1,1,100000000,610000003825,
-1,,Spine,0,1,1,100000000,610000003828,
-1,,Spine,0,1,1,100000001,610000003832,
2,,Spine,2,3,1,100000001,610000003834,
-1,,Spine,0,1,1,100000001,610000003838,
-1,,Spine,0,1,1,100000000,610000003841,
2,,Spine,2,1,1,100000000,610000003844,
-1,,Spine,0,1,1,100000001,610000003848,
0,,Spine,0,1,1,100000001,610000003852,
-1,,Spine,0,1,1,100000000,610000003854,
2,,Spine,2,3,1,100000000,610000003856,
-1,,Spine,0,1,1,100000000,610000003860,
5,,Spine,5,2,1,100000001,610000003862,
-1,,Spine,0,1,1,100000000,610000003866,
3,,Spine,3,2,1,100000001,610000003869,
-1,,Spine,0,1,1,100000000,610000003873,
1,,Spine,1,2,1,100000001,610000003876,
-1,,Spine,0,1,1,100000000,610000003879,
-1,,Spine,0,1,1,100000001,610000003883,
-1,,Spine,0,1,1,100000000,610000003886,
4,,Spine,4,1,1,100000000,610000003888,
6,,Spine,6,3,1,100000001,610000003890,
-1,,Spine,0,1,1,100000000,610000003894,
4,,Spine,4,2,1,100000001,610000003898,
-1,,Spine,0,1,1,100000000,610000003900,
-1,,Spine,0,1,1,100000000,610000003903,
-1,,Spine,0,1,1,100000000,610000003909,
0,,Spine,0,1,1,100000001,610000003912,
4,,Spine,4,2,1,100000000,610000003914,
4,,Spine,4,3,1,100000000,610000003919,
-1,,Spine,0,1,1,100000000,610000003922,
2,,Spine,2,2,1,100000001,610000003928,
2,,Spine,2,1,1,100000000,610000003930,
4,,Spine,4,2,1,100000000,610000003932,
3,,Spine,3,2,1,100000000,610000003934,
-1,,Spine,0,1,1,100000000,610000003936,
3,,Spine,3,3,1,100000001,610000003938,
3,,Spine,3,3,1,100000001,610000003940,
-1,,Spine,0,1,1,100000000,610000003942,
1,,Spine,1,1,1,100000001,610000003944,
-1,,Spine,0,1,1,100000000,610000003953,
1,,Spine,1,2,1,100000001,610000003956,
-1,,Spine,0,1,1,100000000,610000003965,
-1,,Spine,0,1,1,100000000,610000003967,
-1,,Spine,0,1,1,100000000,610000003978,
2,,Spine,2,2,1,100000000,610000003985,
6,,Spine,6,5,1,100000000,610000003988,
6,,Spine,6,5,1,100000000,610000003989,
3,,Spine,3,3,1,100000000,610000003990,
2,,Spine,2,3,1,100000000,610000003991,
2,,Spine,2,3,1,100000000,610000003992,
2,,Spine,2,3,1,100000000,610000003993,
2,,Spine,2,3,1,100000000,610000003994,
2,,Spine,2,2,1,100000000,610000003995,
1,,Spine,1,2,1,100000000,610000003996,
5,,Spine,5,2,1,100000000,610000003997,
5,,Spine,5,2,1,100000000,610000003998,
5,,Spine,5,2,1,100000000,610000003999,
4,,Spine,4,2,1,100000000,610000004000,
2,,Spine,2,2,1,100000000,610000004001,
0,,Spine,0,1,1,100000000,610000004003,
0,,Spine,0,1,1,100000000,610000004004,
6,,Spine,6,3,1,100000000,610000004005,
4,,Spine,4,1,1,100000000,610000004006,
4,,Spine,4,2,1,100000000,610000004007,
3,,Spine,3,2,1,100000000,610000004008,
2,,Spine,2,1,1,100000000,610000004009,
4,,Spine,4,3,1,100000000,610000004010,
3,,Spine,3,2,1,100000000,610000004011,
3,,Spine,3,2,1,100000000,610000004012,
3,,Spine,3,2,1,100000000,610000004013,
3,,Spine,3,2,1,100000000,610000004014,
0,,Spine,0,1,1,100000000,610000004019,
3,,Spine,3,4,1,100000001,610000004020,
2,,Spine,2,2,1,100000001,610000004021,
1,,Spine,1,2,1,100000001,610000004022,
5,,Spine,5,3,1,100000001,610000004023,
5,,Spine,5,2,1,100000001,610000004024,
6,,Spine,6,4,1,100000001,610000004025,
6,,Spine,6,3,1,100000001,610000004026,
6,,Spine,6,3,1,100000001,610000004027,
1,,Spine,1,1,1,100000001,610000004028,
0,,Spine,0,1,1,100000001,610000004029,
0,,Spine,0,1,1,100000001,610000004030,
4,,Spine,4,2,1,100000001,610000004031,
1,,Spine,1,2,1,100000001,610000004032,
0,,Spine,0,1,1,100000001,610000004033,
7,,Spine,7,3,1,100000001,610000004034,
7,,Spine,7,3,1,100000001,610000004035,
7,,Spine,7,3,1,100000001,610000004036,
4,,Spine,4,2,1,100000001,610000004037,
4,,Spine,4,2,1,100000001,610000004038,
4,,Spine,4,3,1,100000001,610000004039,
1,,Spine,1,1,1,100000001,610000004040,
1,,Spine,1,1,1,100000001,610000004041,
1,,Spine,1,1,1,100000001,610000004042,
4,,Spine,4,2,1,100000001,610000004043,
3,,Spine,3,2,1,100000001,610000004044,
2,,Spine,2,3,1,100000001,610000004045,
1,,Spine,1,2,1,100000001,610000004046,
3,,Spine,3,2,1,100000001,610000004047,
3,,Spine,3,2,1,100000001,610000004048,
1,,Spine,1,1,1,100000001,610000004049,
