
Soma Intensity StdDev Ch=6 Img=1
 ==================== 
Soma Intensity StdDev,Unit,Category,Channel,Image,Time,FilamentID,ID,
27.8354,,Soma,6,Image 1,1,100000000,800000000,
30.5941,,Soma,6,Image 1,1,100000001,800000001,
