
Segment Intensity Mean Ch=1 Img=1
 ==================== 
Segment Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
63.851,,Segment,1,6,Image 1,5,1,100000000,510000000032,
70.2,,Segment,1,5,Image 1,4,1,100000000,510000000063,
48.3872,,Segment,1,4,Image 1,4,1,100000000,510000000123,
63.7198,,Segment,1,3,Image 1,3,1,100000000,510000000144,
67.0839,,Segment,1,2,Image 1,3,1,100000000,510000000217,
100.535,,Segment,1,1,Image 1,2,1,100000000,510000000240,
123.033,,Segment,1,0,Image 1,1,1,100000000,510000000267,
46.2252,,Segment,1,1,Image 1,2,1,100000000,510000000358,
72.3516,,Segment,1,0,Image 1,1,1,100000000,510000000389,
67.7661,,Segment,1,6,Image 1,4,1,100000000,510000000424,
46.0469,,Segment,1,5,Image 1,5,1,100000000,510000000448,
48.3515,,Segment,1,4,Image 1,3,1,100000000,510000000585,
74.3843,,Segment,1,3,Image 1,3,1,100000000,510000000599,
107.105,,Segment,1,2,Image 1,2,1,100000000,510000000640,
110.445,,Segment,1,1,Image 1,1,1,100000000,510000000654,
34.5189,,Segment,1,4,Image 1,4,1,100000000,510000000659,
51.9833,,Segment,1,3,Image 1,4,1,100000000,510000000677,
51.9653,,Segment,1,3,Image 1,4,1,100000001,510000000690,
37.8138,,Segment,1,2,Image 1,3,1,100000001,510000000729,
70.2974,,Segment,1,1,Image 1,2,1,100000001,510000000771,
78.4189,,Segment,1,0,Image 1,1,1,100000001,510000000816,
106.879,,Segment,1,3,Image 1,3,1,100000001,510000000848,
54.0639,,Segment,1,4,Image 1,3,1,100000000,510000000856,
56.1451,,Segment,1,3,Image 1,2,1,100000000,510000000873,
38.6366,,Segment,1,6,Image 1,3,1,100000000,510000000897,
57.5914,,Segment,1,5,Image 1,2,1,100000000,510000000910,
57.3228,,Segment,1,4,Image 1,1,1,100000000,510000000974,
79.0772,,Segment,1,3,Image 1,1,1,100000000,510000001003,
76.4681,,Segment,1,2,Image 1,1,1,100000000,510000001011,
