
Segment Length
 ==================== 
Segment Length,Unit,Category,Depth,Level,Time,FilamentID,ID,
6.48003,µm,Segment,6,5,1,100000000,510000000032,
7.66727,µm,Segment,5,4,1,100000000,510000000063,
15.9048,µm,Segment,4,4,1,100000000,510000000123,
5.22348,µm,Segment,3,3,1,100000000,510000000144,
16.0958,µm,Segment,2,3,1,100000000,510000000217,
6.7685,µm,Segment,1,2,1,100000000,510000000240,
2.61191,µm,Segment,0,1,1,100000000,510000000267,
22.7274,µm,Segment,1,2,1,100000000,510000000358,
4.42798,µm,Segment,0,1,1,100000000,510000000389,
4.52717,µm,Segment,6,4,1,100000000,510000000424,
6.17766,µm,Segment,5,5,1,100000000,510000000448,
30.7518,µm,Segment,4,3,1,100000000,510000000585,
3.3096,µm,Segment,3,3,1,100000000,510000000599,
9.00914,µm,Segment,2,2,1,100000000,510000000640,
3.81828,µm,Segment,1,1,1,100000000,510000000654,
1.33276,µm,Segment,4,4,1,100000000,510000000659,
5.27638,µm,Segment,3,4,1,100000000,510000000677,
2.55082,µm,Segment,3,4,1,100000001,510000000690,
7.4031,µm,Segment,2,3,1,100000001,510000000729,
11.2434,µm,Segment,1,2,1,100000001,510000000771,
9.23098,µm,Segment,0,1,1,100000001,510000000816,
3.97469,µm,Segment,3,3,1,100000001,510000000848,
2.52025,µm,Segment,4,3,1,100000000,510000000856,
4.56019,µm,Segment,3,2,1,100000000,510000000873,
4.98405,µm,Segment,6,3,1,100000000,510000000897,
3.07979,µm,Segment,5,2,1,100000000,510000000910,
12.441,µm,Segment,4,1,1,100000000,510000000974,
6.41542,µm,Segment,3,1,1,100000000,510000001003,
2.2243,µm,Segment,2,1,1,100000000,510000001011,
2.0101,µm,Segment,1,1,1,100000000,510000001017,
9.02663,µm,Segment,4,4,1,100000000,510000001051,
20.5377,µm,Segment,5,3,1,100000001,510000001141,
3.94824,µm,Segment,4,2,1,100000001,510000001160,
0.90616,µm,Segment,3,1,1,100000001,510000001164,
1.46523,µm,Segment,2,1,1,100000001,510000001169,
8.17464,µm,Segment,1,1,1,100000001,510000001198,
4.70033,µm,Segment,2,2,1,100000001,510000001219,
11.026,µm,Segment,7,2,1,100000001,510000001266,
10.3105,µm,Segment,6,2,1,100000001,510000001306,
0.838812,µm,Segment,5,2,1,100000001,510000001310,
7.85607,µm,Segment,4,2,1,100000001,510000001349,
5.57545,µm,Segment,3,2,1,100000001,510000001372,
4.28106,µm,Segment,2,2,1,100000001,510000001393,
4.70349,µm,Segment,1,1,1,100000001,510000001414,
1.13981,µm,Segment,0,1,1,100000001,510000001430,
4.82709,µm,Segment,5,2,1,100000000,510000001453,
3.30763,µm,Segment,4,2,1,100000000,510000001468,
3.89307,µm,Segment,3,2,1,100000000,510000001482,
7.00835,µm,Segment,7,2,1,100000000,510000001509,
5.03041,µm,Segment,6,2,1,100000000,510000001534,
3.84909,µm,Segment,7,3,1,100000000,510000001550,
4.11961,µm,Segment,6,2,1,100000000,510000001568,
4.10005,µm,Segment,5,1,1,100000000,510000001583,
2.7789,µm,Segment,6,1,1,100000000,510000001592,
7.96683,µm,Segment,5,2,1,100000001,510000001629,
1.18273,µm,Segment,4,1,1,100000001,510000001632,
4.74525,µm,Segment,7,3,1,100000001,510000001651,
15.0272,µm,Segment,4,3,1,100000001,510000001709,
16.7594,µm,Segment,4,3,1,100000000,510000001788,
12.7268,µm,Segment,3,2,1,100000000,510000001849,
1.30811,µm,Segment,2,2,1,100000000,510000001853,
16.0146,µm,Segment,3,3,1,100000001,510000001918,
1.71392,µm,Segment,2,2,1,100000001,510000001924,
6.05077,µm,Segment,1,2,1,100000001,510000001949,
6.00066,µm,Segment,0,1,1,100000001,510000001976,
1.29673,µm,Segment,7,4,1,100000001,510000001993,
4.00306,µm,Segment,6,3,1,100000001,510000002009,
5.99946,µm,Segment,3,1,1,100000000,510000002033,
5.45572,µm,Segment,2,3,1,100000001,510000002050,
6.04127,µm,Segment,5,3,1,100000000,510000002073,
10.2759,µm,Segment,4,2,1,100000000,510000002127,
3.33251,µm,Segment,4,2,1,100000000,510000002138,
4.90042,µm,Segment,3,2,1,100000000,510000002160,
2.86792,µm,Segment,3,3,1,100000000,510000002170,
1.98523,µm,Segment,6,4,1,100000001,510000002177,
0.557859,µm,Segment,5,3,1,100000001,510000002179,
1.73949,µm,Segment,4,3,1,100000001,510000002185,
3.27047,µm,Segment,3,2,1,100000001,510000002196,
9.7696,µm,Segment,4,2,1,100000001,510000002234,
2.20012,µm,Segment,6,3,1,100000001,510000002241,
1.19074,µm,Segment,5,4,1,100000001,510000002243,
16.9599,µm,Segment,5,1,1,100000001,510000002311,
3.91664,µm,Segment,6,3,1,100000001,510000002327,
5.48629,µm,Segment,5,2,1,100000001,510000002344,
2.51757,µm,Segment,6,2,1,100000001,510000002354,
1.98698,µm,Segment,5,3,1,100000001,510000002361,
2.72622,µm,Segment,2,2,1,100000001,510000002370,
4.89091,µm,Segment,4,3,1,100000001,510000002392,
5.58393,µm,Segment,3,2,1,100000001,510000002419,
7.00403,µm,Segment,2,1,1,100000001,510000002454,
4.45369,µm,Segment,1,1,1,100000001,510000002467,
0.479675,µm,Segment,0,1,1,100000001,510000002483,
5.57588,µm,Segment,4,1,1,100000001,510000002507,
2.44469,µm,Segment,3,1,1,100000001,510000002515,
1.71566,µm,Segment,4,2,1,100000001,510000002523,
1.22582,µm,Segment,4,3,1,100000000,510000002527,
3.20365,µm,Segment,3,3,1,100000001,510000002538,
2.37511,µm,Segment,4,2,1,100000001,510000002547,
11.0271,µm,Segment,1,2,1,100000001,510000002590,
0.688481,µm,Segment,0,1,1,100000001,510000002607,
3.63313,µm,Segment,4,2,1,100000001,510000002624,
3.44936,µm,Segment,3,2,1,100000001,510000002640,
2.18051,µm,Segment,4,3,1,100000001,510000002647,
3.22087,µm,Segment,3,2,1,100000001,510000002659,
1.23522,µm,Segment,2,2,1,100000001,510000002663,
1.36546,µm,Segment,1,1,1,100000001,510000002666,
15.2092,µm,Segment,0,1,1,100000000,510000002752,
4.78231,µm,Segment,2,2,1,100000001,510000002776,
2.71982,µm,Segment,3,4,1,100000001,510000002785,
2.94557,µm,Segment,2,3,1,100000001,510000002794,
0.853407,µm,Segment,1,2,1,100000001,510000002796,
1.61847,µm,Segment,3,3,1,100000001,510000002800,
5.5556,µm,Segment,2,2,1,100000000,510000002828,
2.78851,µm,Segment,3,3,1,100000001,510000002838,
1.07984,µm,Segment,0,1,1,100000001,510000002860,
1.44731,µm,Segment,1,2,1,100000001,510000002863,
1.3725,µm,Segment,1,2,1,100000001,510000002868,
1.89207,µm,Segment,1,1,1,100000001,510000002875,
0.244301,µm,Segment,0,1,1,100000001,510000002880,
2.05883,µm,Segment,0,1,1,100000001,510000002906,
4.96033,µm,Segment,0,1,1,100000000,510000002923,
0.73462,µm,Segment,0,1,1,100000001,510000002935,
1.70989,µm,Segment,0,1,1,100000000,510000002953,
0.679885,µm,Segment,4,5,1,100000000,510000002954,
0.70957,µm,Segment,2,1,1,100000000,510000002955,
0.693253,µm,Segment,7,3,1,100000001,510000002958,
0.602494,µm,Segment,2,1,1,100000001,510000002959,
0.610787,µm,Segment,2,2,1,100000001,510000002960,
0.763512,µm,Segment,2,1,1,100000001,510000002961,
