
Spine Terminal Pt Intensity Center Ch=3 Img=1
 ==================== 
Spine Terminal Pt Intensity Center,Unit,Category,Channel,Depth,Image,Time,FilamentID,ID,
0,,Spine,3,2,Image 1,1,100000000,610000003139,
0,,Spine,3,2,Image 1,1,100000000,610000003164,
0,,Spine,3,1,Image 1,1,100000001,610000003186,
0,,Spine,3,1,Image 1,1,100000001,610000003207,
0,,Spine,3,1,Image 1,1,100000001,610000003228,
4,,Spine,3,6,Image 1,1,100000001,610000003258,
0,,Spine,3,6,Image 1,1,100000001,610000003282,
0,,Spine,3,6,Image 1,1,100000001,610000003305,
0,,Spine,3,6,Image 1,1,100000001,610000003326,
0,,Spine,3,0,Image 1,1,,610000003328,
0,,Spine,3,0,Image 1,1,,610000003339,
0,,Spine,3,0,Image 1,1,,610000003350,
0,,Spine,3,0,Image 1,1,100000001,610000003365,
0,,Spine,3,4,Image 1,1,100000000,610000003372,
0,,Spine,3,0,Image 1,1,100000000,610000003384,
0,,Spine,3,0,Image 1,1,100000000,610000003397,
0,,Spine,3,3,Image 1,1,100000001,610000003404,
0,,Spine,3,0,Image 1,1,,610000003406,
0,,Spine,3,0,Image 1,1,100000000,610000003420,
0,,Spine,3,0,Image 1,1,,610000003422,
0,,Spine,3,0,Image 1,1,100000000,610000003440,
0,,Spine,3,6,Image 1,1,100000001,610000003444,
0,,Spine,3,0,Image 1,1,100000000,610000003454,
0,,Spine,3,0,Image 1,1,100000000,610000003464,
0,,Spine,3,0,Image 1,1,,610000003466,
0,,Spine,3,0,Image 1,1,,610000003477,
0,,Spine,3,0,Image 1,1,100000000,610000003495,
0,,Spine,3,0,Image 1,1,,610000003497,
0,,Spine,3,0,Image 1,1,100000001,610000003507,
0,,Spine,3,0,Image 1,1,,610000003509,
0,,Spine,3,0,Image 1,1,,610000003519,
0,,Spine,3,0,Image 1,1,,610000003527,
0,,Spine,3,2,Image 1,1,100000000,610000003539,
0,,Spine,3,0,Image 1,1,100000000,610000003546,
0,,Spine,3,0,Image 1,1,100000000,610000003555,
0,,Spine,3,4,Image 1,1,100000000,610000003557,
0,,Spine,3,0,Image 1,1,,610000003559,
0,,Spine,3,1,Image 1,1,100000000,610000003569,
0,,Spine,3,4,Image 1,1,100000000,610000003571,
0,,Spine,3,1,Image 1,1,100000001,610000003575,
0,,Spine,3,0,Image 1,1,,610000003577,
0,,Spine,3,1,Image 1,1,100000000,610000003589,
0,,Spine,3,0,Image 1,1,,610000003591,
0,,Spine,3,0,Image 1,1,100000000,610000003602,
0,,Spine,3,1,Image 1,1,100000000,610000003608,
0,,Spine,3,2,Image 1,1,100000000,610000003611,
0,,Spine,3,7,Image 1,1,100000000,610000003619,
0,,Spine,3,0,Image 1,1,100000000,610000003627,
0,,Spine,3,0,Image 1,1,100000001,610000003633,
0,,Spine,3,6,Image 1,1,100000000,610000003635,
0,,Spine,3,0,Image 1,1,,610000003637,
0,,Spine,3,6,Image 1,1,100000001,610000003645,
0,,Spine,3,0,Image 1,1,,610000003647,
0,,Spine,3,0,Image 1,1,100000000,610000003657,
0,,Spine,3,5,Image 1,1,100000000,610000003660,
0,,Spine,3,3,Image 1,1,100000001,610000003664,
0,,Spine,3,0,Image 1,1,100000000,610000003671,
0,,Spine,3,2,Image 1,1,100000000,610000003675,
0,,Spine,3,0,Image 1,1,,610000003677,
0,,Spine,3,2,Image 1,1,100000000,610000003683,
0,,Spine,3,0,Image 1,1,,610000003685,
0,,Spine,3,0,Image 1,1,,610000003693,
0,,Spine,3,0,Image 1,1,,610000003699,
0,,Spine,3,1,Image 1,1,100000000,610000003708,
0,,Spine,3,3,Image 1,1,100000000,610000003711,
0,,Spine,3,2,Image 1,1,100000000,610000003713,
0,,Spine,3,1,Image 1,1,100000001,610000003715,
0,,Spine,3,7,Image 1,1,100000001,610000003718,
0,,Spine,3,6,Image 1,1,100000001,610000003721,
0,,Spine,3,6,Image 1,1,100000001,610000003723,
0,,Spine,3,3,Image 1,1,100000001,610000003726,
0,,Spine,3,0,Image 1,1,100000000,610000003732,
0,,Spine,3,4,Image 1,1,100000000,610000003735,
0,,Spine,3,3,Image 1,1,100000001,610000003737,
0,,Spine,3,1,Image 1,1,100000001,610000003740,
0,,Spine,3,0,Image 1,1,100000000,610000003746,
0,,Spine,3,0,Image 1,1,,610000003748,
0,,Spine,3,3,Image 1,1,100000000,610000003753,
0,,Spine,3,1,Image 1,1,100000000,610000003756,
0,,Spine,3,0,Image 1,1,100000000,610000003762,
0,,Spine,3,2,Image 1,1,100000001,610000003764,
0,,Spine,3,0,Image 1,1,100000000,610000003768,
0,,Spine,3,0,Image 1,1,100000000,610000003773,
0,,Spine,3,0,Image 1,1,100000001,610000003776,
0,,Spine,3,0,Image 1,1,100000001,610000003778,
0,,Spine,3,0,Image 1,1,,610000003780,
0,,Spine,3,2,Image 1,1,100000001,610000003785,
0,,Spine,3,3,Image 1,1,100000001,610000003789,
0,,Spine,3,0,Image 1,1,,610000003793,
0,,Spine,3,0,Image 1,1,,610000003801,
0,,Spine,3,3,Image 1,1,100000000,610000003807,
0,,Spine,3,0,Image 1,1,100000000,610000003811,
0,,Spine,3,0,Image 1,1,,610000003813,
0,,Spine,3,3,Image 1,1,100000001,610000003818,
0,,Spine,3,0,Image 1,1,100000000,610000003822,
0,,Spine,3,0,Image 1,1,,610000003824,
0,,Spine,3,0,Image 1,1,,610000003827,
0,,Spine,3,0,Image 1,1,,610000003830,
0,,Spine,3,2,Image 1,1,100000001,610000003834,
0,,Spine,3,0,Image 1,1,,610000003836,
0,,Spine,3,2,Image 1,1,100000000,610000003844,
0,,Spine,3,0,Image 1,1,,610000003847,
0,,Spine,3,0,Image 1,1,100000001,610000003852,
0,,Spine,3,2,Image 1,1,100000000,610000003856,
0,,Spine,3,0,Image 1,1,,610000003859,
0,,Spine,3,5,Image 1,1,100000001,610000003862,
0,,Spine,3,0,Image 1,1,,610000003864,
0,,Spine,3,3,Image 1,1,100000001,610000003869,
0,,Spine,3,0,Image 1,1,,610000003871,
0,,Spine,3,1,Image 1,1,100000001,610000003876,
0,,Spine,3,0,Image 1,1,,610000003878,
0,,Spine,3,0,Image 1,1,,610000003882,
0,,Spine,3,4,Image 1,1,100000000,610000003888,
0,,Spine,3,6,Image 1,1,100000001,610000003890,
0,,Spine,3,0,Image 1,1,,610000003893,
0,,Spine,3,4,Image 1,1,100000001,610000003898,
0,,Spine,3,0,Image 1,1,,610000003902,
0,,Spine,3,0,Image 1,1,,610000003907,
0,,Spine,3,0,Image 1,1,100000001,610000003912,
0,,Spine,3,4,Image 1,1,100000000,610000003914,
0,,Spine,3,4,Image 1,1,100000000,610000003919,
0,,Spine,3,2,Image 1,1,100000001,610000003928,
0,,Spine,3,2,Image 1,1,100000000,610000003930,
0,,Spine,3,4,Image 1,1,100000000,610000003932,
0,,Spine,3,3,Image 1,1,100000000,610000003934,
0,,Spine,3,3,Image 1,1,100000001,610000003938,
0,,Spine,3,3,Image 1,1,100000001,610000003940,
0,,Spine,3,1,Image 1,1,100000001,610000003944,
0,,Spine,3,1,Image 1,1,100000001,610000003956,
0,,Spine,3,2,Image 1,1,100000000,610000003985,
0,,Spine,3,5,Image 1,1,,610000004050,
0,,Spine,3,0,Image 1,1,,610000004050,
0,,Spine,3,5,Image 1,1,,610000004051,
0,,Spine,3,0,Image 1,1,,610000004051,
0,,Spine,3,5,Image 1,1,,610000004052,
0,,Spine,3,5,Image 1,1,,610000004053,
0,,Spine,3,4,Image 1,1,,610000004053,
0,,Spine,3,6,Image 1,1,,610000004054,
0,,Spine,3,2,Image 1,1,,610000004054,
0,,Spine,3,6,Image 1,1,,610000004055,
0,,Spine,3,1,Image 1,1,,610000004055,
0,,Spine,3,6,Image 1,1,,610000004056,
0,,Spine,3,2,Image 1,1,,610000004056,
0,,Spine,3,1,Image 1,1,,610000004057,
0,,Spine,3,2,Image 1,1,,610000004057,
0,,Spine,3,1,Image 1,1,,610000004058,
0,,Spine,3,2,Image 1,1,,610000004058,
0,,Spine,3,2,Image 1,1,,610000004059,
0,,Spine,3,3,Image 1,1,,610000004060,
0,,Spine,3,2,Image 1,1,,610000004060,
0,,Spine,3,3,Image 1,1,,610000004061,
0,,Spine,3,1,Image 1,1,,610000004061,
0,,Spine,3,6,Image 1,1,,610000004062,
0,,Spine,3,1,Image 1,1,,610000004062,
