
Spine Attachment Pt Time Index
 ==================== 
Spine Attachment Pt Time Index,Unit,Category,Depth,Level,Time,FilamentID,ID,
1,,Spine,1,2,1,100000001,610000003228,
1,,Spine,4,3,1,100000000,610000003372,
1,,Spine,3,4,1,100000001,610000003404,
1,,Spine,2,1,1,100000000,610000003539,
1,,Spine,4,3,1,100000000,610000003557,
1,,Spine,1,2,1,100000000,610000003569,
1,,Spine,4,3,1,100000000,610000003571,
1,,Spine,1,1,1,100000001,610000003575,
1,,Spine,1,1,1,100000000,610000003589,
1,,Spine,0,1,1,100000000,610000003602,
1,,Spine,1,1,1,100000000,610000003608,
1,,Spine,7,3,1,100000000,610000003619,
1,,Spine,0,1,1,100000000,610000003657,
1,,Spine,3,3,1,100000001,610000003664,
1,,Spine,2,2,1,100000000,610000003675,
1,,Spine,2,2,1,100000000,610000003683,
1,,Spine,1,2,1,100000000,610000003708,
1,,Spine,2,1,1,100000000,610000003713,
1,,Spine,1,1,1,100000001,610000003715,
1,,Spine,6,2,1,100000001,610000003723,
1,,Spine,4,1,1,100000000,610000003735,
1,,Spine,0,1,1,100000000,610000003746,
1,,Spine,3,2,1,100000000,610000003753,
1,,Spine,1,2,1,100000000,610000003756,
1,,Spine,0,1,1,100000000,610000003762,
1,,Spine,2,2,1,100000001,610000003764,
1,,Spine,0,1,1,100000001,610000003776,
1,,Spine,0,1,1,100000001,610000003778,
1,,Spine,2,2,1,100000001,610000003785,
1,,Spine,3,3,1,100000001,610000003789,
1,,Spine,3,2,1,100000000,610000003807,
1,,Spine,2,1,1,100000000,610000003844,
1,,Spine,2,3,1,100000000,610000003856,
1,,Spine,3,2,1,100000001,610000003869,
1,,Spine,1,2,1,100000001,610000003876,
1,,Spine,4,1,1,100000000,610000003888,
1,,Spine,6,3,1,100000001,610000003890,
1,,Spine,4,2,1,100000000,610000003914,
1,,Spine,4,3,1,100000000,610000003919,
1,,Spine,2,2,1,100000001,610000003928,
1,,Spine,2,1,1,100000000,610000003930,
1,,Spine,4,2,1,100000000,610000003932,
1,,Spine,3,2,1,100000000,610000003934,
1,,Spine,3,3,1,100000001,610000003940,
1,,Spine,1,2,1,100000001,610000003956,
1,,Spine,5,2,1,,610000004050,
1,,Spine,0,1,1,,610000004050,
1,,Spine,0,1,1,,610000004051,
1,,Spine,5,2,1,,610000004052,
1,,Spine,5,3,1,,610000004052,
1,,Spine,5,2,1,,610000004053,
1,,Spine,4,2,1,,610000004053,
1,,Spine,6,4,1,,610000004054,
1,,Spine,2,2,1,,610000004054,
1,,Spine,6,3,1,,610000004055,
1,,Spine,1,2,1,,610000004055,
1,,Spine,2,2,1,,610000004056,
1,,Spine,6,3,1,,610000004056,
1,,Spine,2,3,1,,610000004057,
1,,Spine,1,1,1,,610000004057,
1,,Spine,2,3,1,,610000004058,
1,,Spine,1,2,1,,610000004058,
1,,Spine,2,2,1,,610000004059,
1,,Spine,2,3,1,,610000004059,
1,,Spine,2,3,1,,610000004060,
1,,Spine,3,4,1,,610000004060,
1,,Spine,1,1,1,,610000004061,
1,,Spine,3,3,1,,610000004061,
1,,Spine,6,5,1,,610000004062,
1,,Spine,1,1,1,,610000004062,
1,,Spine,6,5,1,,610000004063,
1,,Spine,1,1,1,,610000004063,
1,,Spine,4,3,1,,610000004064,
1,,Spine,6,3,1,,610000004064,
1,,Spine,4,1,1,,610000004065,
1,,Spine,4,2,1,,610000004065,
1,,Spine,4,2,1,,610000004066,
1,,Spine,3,2,1,,610000004067,
1,,Spine,7,3,1,,610000004067,
1,,Spine,2,1,1,,610000004068,
1,,Spine,7,3,1,,610000004068,
1,,Spine,4,3,1,,610000004069,
1,,Spine,7,3,1,,610000004069,
1,,Spine,3,2,1,,610000004070,
1,,Spine,1,2,1,,610000004070,
1,,Spine,3,2,1,,610000004071,
1,,Spine,4,2,1,,610000004071,
1,,Spine,2,3,1,,610000004072,
1,,Spine,3,2,1,,610000004073,
1,,Spine,0,1,1,,610000004074,
1,,Spine,4,2,1,,610000004074,
1,,Spine,0,1,1,,610000004075,
1,,Spine,3,2,1,,610000004075,
1,,Spine,0,1,1,,610000004076,
1,,Spine,1,1,1,,610000004077,
1,,Spine,1,2,1,,610000004078,
1,,Spine,0,1,1,,610000004079,
