
Spine Number of Voxel Ch=1 Img=1
 ==================== 
Spine Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
781,,Spine,1,2,Image 1,3,1,100000000,610000003139,
742,,Spine,1,2,Image 1,3,1,100000000,610000003164,
463,,Spine,1,1,Image 1,2,1,100000001,610000003186,
415,,Spine,1,1,Image 1,2,1,100000001,610000003207,
378,,Spine,1,1,Image 1,2,1,100000001,610000003228,
623,,Spine,1,6,Image 1,3,1,100000001,610000003258,
497,,Spine,1,6,Image 1,3,1,100000001,610000003282,
469,,Spine,1,6,Image 1,3,1,100000001,610000003305,
433,,Spine,1,6,Image 1,3,1,100000001,610000003326,
354,,Spine,1,0,Image 1,1,1,100000001,610000003337,
153,,Spine,1,0,Image 1,1,1,100000000,610000003348,
275,,Spine,1,0,Image 1,1,1,100000001,610000003355,
1235,,Spine,1,0,Image 1,1,1,100000001,610000003365,
133,,Spine,1,4,Image 1,3,1,100000000,610000003372,
300,,Spine,1,0,Image 1,1,1,100000000,610000003384,
356,,Spine,1,0,Image 1,1,1,100000000,610000003397,
438,,Spine,1,3,Image 1,4,1,100000001,610000003404,
837,,Spine,1,0,Image 1,1,1,100000001,610000003410,
275,,Spine,1,0,Image 1,1,1,100000000,610000003420,
82,,Spine,1,0,Image 1,1,1,100000000,610000003430,
153,,Spine,1,0,Image 1,1,1,100000000,610000003440,
244,,Spine,1,6,Image 1,3,1,100000001,610000003444,
259,,Spine,1,0,Image 1,1,1,100000000,610000003454,
263,,Spine,1,0,Image 1,1,1,100000000,610000003464,
298,,Spine,1,0,Image 1,1,1,100000000,610000003475,
277,,Spine,1,0,Image 1,1,1,100000000,610000003486,
241,,Spine,1,0,Image 1,1,1,100000000,610000003495,
1588,,Spine,1,0,Image 1,1,1,100000000,610000003500,
1126,,Spine,1,0,Image 1,1,1,100000001,610000003507,
439,,Spine,1,0,Image 1,1,1,100000000,610000003517,
402,,Spine,1,0,Image 1,1,1,100000000,610000003525,
77,,Spine,1,0,Image 1,1,1,100000000,610000003536,
188,,Spine,1,2,Image 1,1,1,100000000,610000003539,
4218,,Spine,1,0,Image 1,1,1,100000000,610000003546,
249,,Spine,1,0,Image 1,1,1,100000000,610000003555,
37,,Spine,1,4,Image 1,3,1,100000000,610000003557,
253,,Spine,1,0,Image 1,1,1,100000000,610000003567,
245,,Spine,1,1,Image 1,2,1,100000000,610000003569,
162,,Spine,1,4,Image 1,3,1,100000000,610000003571,
1016,,Spine,1,1,Image 1,1,1,100000001,610000003575,
63,,Spine,1,0,Image 1,1,1,100000000,610000003585,
601,,Spine,1,1,Image 1,1,1,100000000,610000003589,
112,,Spine,1,0,Image 1,1,1,100000000,610000003597,
99,,Spine,1,0,Image 1,1,1,100000000,610000003602,
620,,Spine,1,1,Image 1,1,1,100000000,610000003608,
328,,Spine,1,2,Image 1,1,1,100000000,610000003611,
374,,Spine,1,7,Image 1,3,1,100000000,610000003619,
243,,Spine,1,0,Image 1,1,1,100000000,610000003627,
1094,,Spine,1,0,Image 1,1,1,100000001,610000003633,
67,,Spine,1,6,Image 1,5,1,100000000,610000003635,
326,,Spine,1,0,Image 1,1,1,100000000,610000003642,
274,,Spine,1,6,Image 1,3,1,100000001,610000003645,
62,,Spine,1,0,Image 1,1,1,100000000,610000003651,
73,,Spine,1,0,Image 1,1,1,100000000,610000003657,
592,,Spine,1,5,Image 1,2,1,100000000,610000003660,
377,,Spine,1,3,Image 1,3,1,100000001,610000003664,
245,,Spine,1,0,Image 1,1,1,100000000,610000003671,
739,,Spine,1,2,Image 1,2,1,100000000,610000003675,
40,,Spine,1,0,Image 1,1,1,100000000,610000003680,
823,,Spine,1,2,Image 1,2,1,100000000,610000003683,
61,,Spine,1,0,Image 1,1,1,100000000,610000003691,
1571,,Spine,1,0,Image 1,1,1,100000001,610000003697,
