
Intensity StdDev Ch=5 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
1.18173,,Surface,5,Image 1,1,0,
0.362394,,Surface,5,Image 1,1,1,
