
Segment Center Intensity StdDev Ch=1 Img=1
 ==================== 
Segment Center Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
33.1496,,Segment,1,6,Image 1,5,1,100000000,510000000032,
27.0329,,Segment,1,5,Image 1,4,1,100000000,510000000063,
49.4806,,Segment,1,4,Image 1,4,1,100000000,510000000123,
37.3749,,Segment,1,3,Image 1,3,1,100000000,510000000144,
39.7709,,Segment,1,2,Image 1,3,1,100000000,510000000217,
22.3284,,Segment,1,1,Image 1,2,1,100000000,510000000240,
7.74731,,Segment,1,0,Image 1,1,1,100000000,510000000267,
43.4345,,Segment,1,1,Image 1,2,1,100000000,510000000358,
37.8859,,Segment,1,0,Image 1,1,1,100000000,510000000389,
32.5896,,Segment,1,6,Image 1,4,1,100000000,510000000424,
22.7232,,Segment,1,5,Image 1,5,1,100000000,510000000448,
43.1761,,Segment,1,4,Image 1,3,1,100000000,510000000585,
25.4151,,Segment,1,3,Image 1,3,1,100000000,510000000599,
22.9,,Segment,1,2,Image 1,2,1,100000000,510000000640,
18.8272,,Segment,1,1,Image 1,1,1,100000000,510000000654,
22.3134,,Segment,1,4,Image 1,4,1,100000000,510000000659,
31.9279,,Segment,1,3,Image 1,4,1,100000000,510000000677,
34.7597,,Segment,1,3,Image 1,4,1,100000001,510000000690,
28.641,,Segment,1,2,Image 1,3,1,100000001,510000000729,
45.3335,,Segment,1,1,Image 1,2,1,100000001,510000000771,
26.0037,,Segment,1,0,Image 1,1,1,100000001,510000000816,
15.1913,,Segment,1,3,Image 1,3,1,100000001,510000000848,
11.2854,,Segment,1,4,Image 1,3,1,100000000,510000000856,
34.7485,,Segment,1,3,Image 1,2,1,100000000,510000000873,
19.7789,,Segment,1,6,Image 1,3,1,100000000,510000000897,
30.9074,,Segment,1,5,Image 1,2,1,100000000,510000000910,
31.5563,,Segment,1,4,Image 1,1,1,100000000,510000000974,
28.6698,,Segment,1,3,Image 1,1,1,100000000,510000001003,
35.4133,,Segment,1,2,Image 1,1,1,100000000,510000001011,
23.8439,,Segment,1,1,Image 1,1,1,100000000,510000001017,
36.1523,,Segment,1,4,Image 1,4,1,100000000,510000001051,
38.6409,,Segment,1,5,Image 1,3,1,100000001,510000001141,
32.9655,,Segment,1,4,Image 1,2,1,100000001,510000001160,
3.38231,,Segment,1,3,Image 1,1,1,100000001,510000001164,
27.3557,,Segment,1,2,Image 1,1,1,100000001,510000001169,
