
Segment Intensity Median Ch=4 Img=1
 ==================== 
Segment Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
62.625,,Segment,4,6,Image 1,5,1,100000000,510000000032,
69.125,,Segment,4,5,Image 1,4,1,100000000,510000000063,
43.125,,Segment,4,4,Image 1,4,1,100000000,510000000123,
64.125,,Segment,4,3,Image 1,3,1,100000000,510000000144,
66.125,,Segment,4,2,Image 1,3,1,100000000,510000000217,
100.125,,Segment,4,1,Image 1,2,1,100000000,510000000240,
132.125,,Segment,4,0,Image 1,1,1,100000000,510000000267,
42.125,,Segment,4,1,Image 1,2,1,100000000,510000000358,
62.125,,Segment,4,0,Image 1,1,1,100000000,510000000389,
68.125,,Segment,4,6,Image 1,4,1,100000000,510000000424,
40.125,,Segment,4,5,Image 1,5,1,100000000,510000000448,
39.125,,Segment,4,4,Image 1,3,1,100000000,510000000585,
77.125,,Segment,4,3,Image 1,3,1,100000000,510000000599,
114.125,,Segment,4,2,Image 1,2,1,100000000,510000000640,
117.125,,Segment,4,1,Image 1,1,1,100000000,510000000654,
28.0625,,Segment,4,4,Image 1,4,1,100000000,510000000659,
41.625,,Segment,4,3,Image 1,4,1,100000000,510000000677,
43.125,,Segment,4,3,Image 1,4,1,100000001,510000000690,
0.125,,Segment,4,2,Image 1,3,1,100000001,510000000729,
70.125,,Segment,4,1,Image 1,2,1,100000001,510000000771,
81.125,,Segment,4,0,Image 1,1,1,100000001,510000000816,
116.125,,Segment,4,3,Image 1,3,1,100000001,510000000848,
53.0625,,Segment,4,4,Image 1,3,1,100000000,510000000856,
42.125,,Segment,4,3,Image 1,2,1,100000000,510000000873,
34.125,,Segment,4,6,Image 1,3,1,100000000,510000000897,
53.625,,Segment,4,5,Image 1,2,1,100000000,510000000910,
55.625,,Segment,4,4,Image 1,1,1,100000000,510000000974,
78.125,,Segment,4,3,Image 1,1,1,100000000,510000001003,
70.125,,Segment,4,2,Image 1,1,1,100000000,510000001011,
34.125,,Segment,4,1,Image 1,1,1,100000000,510000001017,
27.125,,Segment,4,4,Image 1,4,1,100000000,510000001051,
55.125,,Segment,4,5,Image 1,3,1,100000001,510000001141,
90.125,,Segment,4,4,Image 1,2,1,100000001,510000001160,
102.125,,Segment,4,3,Image 1,1,1,100000001,510000001164,
89.125,,Segment,4,2,Image 1,1,1,100000001,510000001169,
77.125,,Segment,4,1,Image 1,1,1,100000001,510000001198,
59.125,,Segment,4,2,Image 1,2,1,100000001,510000001219,
62.125,,Segment,4,7,Image 1,2,1,100000001,510000001266,
52.125,,Segment,4,6,Image 1,2,1,100000001,510000001306,
59.0625,,Segment,4,5,Image 1,2,1,100000001,510000001310,
46.125,,Segment,4,4,Image 1,2,1,100000001,510000001349,
72.125,,Segment,4,3,Image 1,2,1,100000001,510000001372,
64.125,,Segment,4,2,Image 1,2,1,100000001,510000001393,
85.125,,Segment,4,1,Image 1,1,1,100000001,510000001414,
72.125,,Segment,4,0,Image 1,1,1,100000001,510000001430,
75.125,,Segment,4,5,Image 1,2,1,100000000,510000001453,
43.125,,Segment,4,4,Image 1,2,1,100000000,510000001468,
48.125,,Segment,4,3,Image 1,2,1,100000000,510000001482,
48.125,,Segment,4,7,Image 1,2,1,100000000,510000001509,
35.125,,Segment,4,6,Image 1,2,1,100000000,510000001534,
47.125,,Segment,4,7,Image 1,3,1,100000000,510000001550,
42.125,,Segment,4,6,Image 1,2,1,100000000,510000001568,
64.125,,Segment,4,5,Image 1,1,1,100000000,510000001583,
50.125,,Segment,4,6,Image 1,1,1,100000000,510000001592,
57.125,,Segment,4,5,Image 1,2,1,100000001,510000001629,
118.125,,Segment,4,4,Image 1,1,1,100000001,510000001632,
56.5625,,Segment,4,7,Image 1,3,1,100000001,510000001651,
42.125,,Segment,4,4,Image 1,3,1,100000001,510000001709,
42.125,,Segment,4,4,Image 1,3,1,100000000,510000001788,
95.125,,Segment,4,3,Image 1,2,1,100000000,510000001849,
57.625,,Segment,4,2,Image 1,2,1,100000000,510000001853,
70.125,,Segment,4,3,Image 1,3,1,100000001,510000001918,
118.125,,Segment,4,2,Image 1,2,1,100000001,510000001924,
105.125,,Segment,4,1,Image 1,2,1,100000001,510000001949,
109.125,,Segment,4,0,Image 1,1,1,100000001,510000001976,
49.125,,Segment,4,7,Image 1,4,1,100000001,510000001993,
45.125,,Segment,4,6,Image 1,3,1,100000001,510000002009,
38.125,,Segment,4,3,Image 1,1,1,100000000,510000002033,
51.125,,Segment,4,2,Image 1,3,1,100000001,510000002050,
69.125,,Segment,4,5,Image 1,3,1,100000000,510000002073,
68.125,,Segment,4,4,Image 1,2,1,100000000,510000002127,
36.125,,Segment,4,4,Image 1,2,1,100000000,510000002138,
61.125,,Segment,4,3,Image 1,2,1,100000000,510000002160,
42.125,,Segment,4,3,Image 1,3,1,100000000,510000002170,
46.0625,,Segment,4,6,Image 1,4,1,100000001,510000002177,
48.5625,,Segment,4,5,Image 1,3,1,100000001,510000002179,
44.0625,,Segment,4,4,Image 1,3,1,100000001,510000002185,
