
Soma Ellipsoid Axis Length B
 ==================== 
Soma Ellipsoid Axis Length B,Unit,Category,Time,FilamentID,ID,
3.90531,µm,Soma,1,100000000,800000000,
3.75232,µm,Soma,1,100000001,800000001,
