
Segment Branching Angle
 ==================== 
Segment Branching Angle,Unit,Category,Depth,Level,Time,FilamentID,ID,
24.7074,°,Segment,17,8,1,100000003,510000000015,
24.5623,°,Segment,16,8,1,100000003,510000000019,
9.51548,°,Segment,15,8,1,100000003,510000000024,
5.34573,°,Segment,14,7,1,100000003,510000000040,
25.4881,°,Segment,13,7,1,100000003,510000000042,
25.0998,°,Segment,12,7,1,100000003,510000000131,
61.2336,°,Segment,11,6,1,100000003,510000000144,
0.507063,°,Segment,10,5,1,100000003,510000000154,
9.8938,°,Segment,9,4,1,100000003,510000000172,
4.00306,°,Segment,8,3,1,100000003,510000000188,
10.2515,°,Segment,7,3,1,100000003,510000000200,
4.57714,°,Segment,6,3,1,100000003,510000000205,
39.0084,°,Segment,5,3,1,100000003,510000000220,
1.46099,°,Segment,4,2,1,100000003,510000000227,
15.2527,°,Segment,3,2,1,100000003,510000000241,
11.6941,°,Segment,2,1,1,100000003,510000000251,
5.17672,°,Segment,1,1,1,100000003,510000000260,
0,°,Segment,0,1,1,100000003,510000000272,
87.8697,°,Segment,17,9,1,100000003,510000000299,
50.4794,°,Segment,16,9,1,100000003,510000000304,
81.7741,°,Segment,14,8,1,100000003,510000000308,
65.2304,°,Segment,15,7,1,100000003,510000000310,
85.6154,°,Segment,13,8,1,100000003,510000000324,
9.34214,°,Segment,6,3,1,100000003,510000000334,
5.20127,°,Segment,5,3,1,100000003,510000000387,
23.5995,°,Segment,4,3,1,100000003,510000000404,
4.83448,°,Segment,3,2,1,100000003,510000000417,
62.3835,°,Segment,2,2,1,100000003,510000000427,
93.2303,°,Segment,6,4,1,100000003,510000000430,
101.988,°,Segment,5,4,1,100000003,510000000433,
14.6665,°,Segment,9,6,1,100000001,510000000440,
14.4812,°,Segment,8,5,1,100000001,510000000442,
39.2989,°,Segment,7,5,1,100000001,510000000452,
29.1692,°,Segment,6,5,1,100000001,510000000460,
42.2776,°,Segment,5,4,1,100000001,510000000466,
6.24045,°,Segment,4,3,1,100000001,510000000491,
19.1438,°,Segment,3,2,1,100000001,510000000497,
45.2861,°,Segment,2,2,1,100000001,510000000530,
14.5859,°,Segment,1,1,1,100000001,510000000631,
0,°,Segment,0,1,1,100000001,510000000660,
98.3276,°,Segment,8,6,1,100000001,510000000666,
42.9649,°,Segment,9,5,1,100000001,510000000668,
79.0898,°,Segment,7,6,1,100000001,510000000671,
95.3366,°,Segment,5,3,1,100000001,510000000680,
66.8974,°,Segment,6,4,1,100000001,510000000682,
7.01308,°,Segment,9,4,1,100000003,510000000704,
8.50284,°,Segment,8,4,1,100000003,510000000760,
50.0288,°,Segment,7,4,1,100000003,510000000762,
27.3165,°,Segment,6,4,1,100000003,510000000775,
1.25367,°,Segment,5,3,1,100000003,510000000798,
12.6573,°,Segment,4,2,1,100000003,510000000806,
11.924,°,Segment,3,2,1,100000003,510000000828,
15.5392,°,Segment,1,1,1,100000003,510000000845,
0,°,Segment,0,1,1,100000003,510000000864,
97.84,°,Segment,9,5,1,100000003,510000000901,
69.5499,°,Segment,7,5,1,100000003,510000000925,
73.7041,°,Segment,8,5,1,100000003,510000000928,
8.50226,°,Segment,6,3,1,100000003,510000000961,
31.1277,°,Segment,5,2,1,100000003,510000001005,
9.41876,°,Segment,4,1,1,100000003,510000001014,
71.9162,°,Segment,3,1,1,100000003,510000001044,
16.5853,°,Segment,8,4,1,100000003,510000001046,
24.4132,°,Segment,7,3,1,100000003,510000001048,
89.9507,°,Segment,6,2,1,100000003,510000001053,
98.0006,°,Segment,7,2,1,100000003,510000001055,
36.5017,°,Segment,3,2,1,100000002,510000001060,
2.97736,°,Segment,2,1,1,100000002,510000001122,
1.93492,°,Segment,1,1,1,100000002,510000001124,
0,°,Segment,0,1,1,100000002,510000001158,
52.8763,°,Segment,3,1,1,100000002,510000001173,
76.3394,°,Segment,2,2,1,100000002,510000001187,
82.3313,°,Segment,1,2,1,100000002,510000001190,
10.3027,°,Segment,3,2,1,100000002,510000001215,
18.8664,°,Segment,2,1,1,100000002,510000001237,
58.4732,°,Segment,1,1,1,100000002,510000001249,
0,°,Segment,0,1,1,100000002,510000001262,
24.1269,°,Segment,3,2,1,100000002,510000001287,
5.29728,°,Segment,2,2,1,100000002,510000001308,
73.7331,°,Segment,1,2,1,100000002,510000001315,
54.1075,°,Segment,3,1,1,100000002,510000001321,
81.2521,°,Segment,2,2,1,100000002,510000001352,
72.7445,°,Segment,3,3,1,100000002,510000001358,
73.4987,°,Segment,2,3,1,100000002,510000001361,
16.7872,°,Segment,7,3,1,100000001,510000001404,
2.94763,°,Segment,6,3,1,100000001,510000001415,
39.596,°,Segment,5,2,1,100000001,510000001426,
6.40404,°,Segment,4,2,1,100000001,510000001446,
2.28448,°,Segment,2,2,1,100000001,510000001451,
27.0901,°,Segment,1,2,1,100000001,510000001463,
0,°,Segment,0,1,1,100000001,510000001466,
97.7293,°,Segment,7,4,1,100000001,510000001495,
82.4626,°,Segment,6,2,1,100000001,510000001498,
54.8859,°,Segment,13,7,1,100000003,510000001505,
100.108,°,Segment,13,6,1,100000003,510000001508,
25.0309,°,Segment,11,5,1,100000003,510000001515,
70.8612,°,Segment,4,2,1,100000001,510000001521,
88.4281,°,Segment,3,3,1,100000001,510000001525,
24.6442,°,Segment,4,2,1,100000001,510000001528,
23.235,°,Segment,3,1,1,100000001,510000001539,
89.7752,°,Segment,3,2,1,100000001,510000001551,
30.3665,°,Segment,8,6,1,100000003,510000001580,
6.39835,°,Segment,7,5,1,100000003,510000001605,
5.1068,°,Segment,6,4,1,100000003,510000001621,
13.6764,°,Segment,5,4,1,100000003,510000001656,
5.32075,°,Segment,4,3,1,100000003,510000001736,
7.70653,°,Segment,3,2,1,100000003,510000001754,
22.2284,°,Segment,2,2,1,100000003,510000001756,
82.9588,°,Segment,1,2,1,100000003,510000001769,
17.1275,°,Segment,9,6,1,100000003,510000001772,
86.884,°,Segment,8,5,1,100000003,510000001783,
69.3364,°,Segment,9,5,1,100000003,510000001786,
39.8364,°,Segment,8,4,1,100000003,510000001792,
87.2619,°,Segment,7,4,1,100000003,510000001799,
68.5837,°,Segment,8,5,1,100000003,510000001805,
10.8847,°,Segment,18,4,1,100000000,510000001818,
2.55098,°,Segment,17,4,1,100000000,510000001820,
5.22888,°,Segment,16,4,1,100000000,510000001833,
9.70047,°,Segment,15,3,1,100000000,510000001835,
12.9228,°,Segment,14,3,1,100000000,510000001842,
12.8889,°,Segment,13,3,1,100000000,510000001857,
2.25264,°,Segment,11,3,1,100000000,510000001865,
14.5324,°,Segment,10,3,1,100000000,510000001891,
1.32101,°,Segment,9,3,1,100000000,510000001899,
8.41996,°,Segment,8,3,1,100000000,510000001904,
16.2133,°,Segment,7,3,1,100000000,510000001920,
12.5283,°,Segment,5,3,1,100000000,510000001943,
14.7765,°,Segment,4,2,1,100000000,510000001963,
17.9266,°,Segment,3,1,1,100000000,510000001973,
7.51705,°,Segment,2,1,1,100000000,510000001975,
6.24937,°,Segment,1,1,1,100000000,510000001980,
0,°,Segment,0,1,1,100000000,510000001987,
104.116,°,Segment,6,5,1,100000003,510000002021,
81.882,°,Segment,18,5,1,100000000,510000002024,
69.3424,°,Segment,17,5,1,100000000,510000002026,
80.8103,°,Segment,5,3,1,100000003,510000002031,
20.9863,°,Segment,12,5,1,100000000,510000002037,
76.6952,°,Segment,11,4,1,100000000,510000002093,
81.9678,°,Segment,16,3,1,100000000,510000002096,
99.3005,°,Segment,15,4,1,100000000,510000002100,
17.5934,°,Segment,10,4,1,100000000,510000002110,
11.7733,°,Segment,9,3,1,100000000,510000002112,
9.00176,°,Segment,8,3,1,100000000,510000002115,
10.0667,°,Segment,6,3,1,100000000,510000002125,
30.9129,°,Segment,5,2,1,100000000,510000002127,
8.71688,°,Segment,4,2,1,100000000,510000002145,
9.55637,°,Segment,3,1,1,100000000,510000002150,
22.5964,°,Segment,2,1,1,100000000,510000002183,
7.89814,°,Segment,1,1,1,100000000,510000002198,
0,°,Segment,0,1,1,100000000,510000002231,
96.3583,°,Segment,14,4,1,100000000,510000002242,
85.6939,°,Segment,8,4,1,100000000,510000002247,
84.3265,°,Segment,10,4,1,100000003,510000002255,
40.5165,°,Segment,5,3,1,100000003,510000002269,
