
Segment Center Intensity Median Ch=4 Img=1
 ==================== 
Segment Center Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
53.0625,,Segment,4,17,Image 1,8,1,100000003,510000000015,
19.0312,,Segment,4,16,Image 1,8,1,100000003,510000000019,
48.5625,,Segment,4,15,Image 1,8,1,100000003,510000000024,
72.0625,,Segment,4,14,Image 1,7,1,100000003,510000000040,
105.031,,Segment,4,13,Image 1,7,1,100000003,510000000042,
61.125,,Segment,4,12,Image 1,7,1,100000003,510000000131,
78.125,,Segment,4,11,Image 1,6,1,100000003,510000000144,
20.0312,,Segment,4,10,Image 1,5,1,100000003,510000000154,
121.125,,Segment,4,9,Image 1,4,1,100000003,510000000172,
145.062,,Segment,4,8,Image 1,3,1,100000003,510000000188,
104.062,,Segment,4,7,Image 1,3,1,100000003,510000000200,
161.031,,Segment,4,6,Image 1,3,1,100000003,510000000205,
115.625,,Segment,4,5,Image 1,3,1,100000003,510000000220,
104.062,,Segment,4,4,Image 1,2,1,100000003,510000000227,
136.062,,Segment,4,3,Image 1,2,1,100000003,510000000241,
122.062,,Segment,4,2,Image 1,1,1,100000003,510000000251,
142.062,,Segment,4,1,Image 1,1,1,100000003,510000000260,
154.031,,Segment,4,0,Image 1,1,1,100000003,510000000272,
41.0156,,Segment,4,17,Image 1,9,1,100000003,510000000299,
21.0312,,Segment,4,16,Image 1,9,1,100000003,510000000304,
24.0625,,Segment,4,14,Image 1,8,1,100000003,510000000308,
30.0312,,Segment,4,15,Image 1,7,1,100000003,510000000310,
100.062,,Segment,4,13,Image 1,8,1,100000003,510000000324,
125.062,,Segment,4,6,Image 1,3,1,100000003,510000000334,
116.125,,Segment,4,5,Image 1,3,1,100000003,510000000387,
0.0625,,Segment,4,4,Image 1,3,1,100000003,510000000404,
123.062,,Segment,4,3,Image 1,2,1,100000003,510000000417,
64.0625,,Segment,4,2,Image 1,2,1,100000003,510000000427,
50.0625,,Segment,4,6,Image 1,4,1,100000003,510000000430,
35.0625,,Segment,4,5,Image 1,4,1,100000003,510000000433,
72.5625,,Segment,4,9,Image 1,6,1,100000001,510000000440,
169.031,,Segment,4,8,Image 1,5,1,100000001,510000000442,
100.062,,Segment,4,7,Image 1,5,1,100000001,510000000452,
27.0625,,Segment,4,6,Image 1,5,1,100000001,510000000460,
64.0312,,Segment,4,5,Image 1,4,1,100000001,510000000466,
17.5625,,Segment,4,4,Image 1,3,1,100000001,510000000491,
84.0312,,Segment,4,3,Image 1,2,1,100000001,510000000497,
68.125,,Segment,4,2,Image 1,2,1,100000001,510000000530,
159.062,,Segment,4,1,Image 1,1,1,100000001,510000000631,
136.062,,Segment,4,0,Image 1,1,1,100000001,510000000660,
86.125,,Segment,4,8,Image 1,6,1,100000001,510000000666,
60.125,,Segment,4,9,Image 1,5,1,100000001,510000000668,
65.5625,,Segment,4,7,Image 1,6,1,100000001,510000000671,
43.5625,,Segment,4,5,Image 1,3,1,100000001,510000000680,
73.0312,,Segment,4,6,Image 1,4,1,100000001,510000000682,
62.125,,Segment,4,9,Image 1,4,1,100000003,510000000704,
70.125,,Segment,4,8,Image 1,4,1,100000003,510000000760,
55.0312,,Segment,4,7,Image 1,4,1,100000003,510000000762,
2.5625,,Segment,4,6,Image 1,4,1,100000003,510000000775,
92.125,,Segment,4,5,Image 1,3,1,100000003,510000000798,
94.0312,,Segment,4,4,Image 1,2,1,100000003,510000000806,
146.031,,Segment,4,3,Image 1,2,1,100000003,510000000828,
166.031,,Segment,4,1,Image 1,1,1,100000003,510000000845,
123.125,,Segment,4,0,Image 1,1,1,100000003,510000000864,
36.0312,,Segment,4,9,Image 1,5,1,100000003,510000000901,
34.0625,,Segment,4,7,Image 1,5,1,100000003,510000000925,
35.5312,,Segment,4,8,Image 1,5,1,100000003,510000000928,
64.625,,Segment,4,6,Image 1,3,1,100000003,510000000961,
49.125,,Segment,4,5,Image 1,2,1,100000003,510000001005,
