
Spine Part Min Diameter
 ==================== 
Spine Part Min Diameter Ground,Spine Part Min Diameter Head,Spine Part Min Diameter Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.282969,0.258245,0.259775,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000004015,
0.436894,0.1625,0.24375,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000004026,
0.282969,0.270607,0.259775,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000004053,
0.35535,0.212293,0.31714,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000004056,
0.1625,0.167795,0.1625,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000004070,
0.282969,0.259775,0.319073,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000004087,
0.24375,0.390336,0.24375,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000004108,
0.436894,0.24375,0.24375,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000004118,
0.391042,0.263196,0.282969,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000004141,
0.436894,0.24375,0.24375,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000004147,
0.458025,0.380219,0.710782,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000004150,
0.593192,0.455693,0.633922,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000004162,
0.1625,0.199606,0.167795,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000004177,
0.436894,0.24375,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000004191,
0.31264,0.215854,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000004197,
0.188265,0.40625,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000004199,
0.494276,0.319073,0.282969,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000004216,
0.323782,0.24375,0.333781,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000004238,
0.325,0.1625,0.35293,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000004255,
