
Segment No. Spines
 ==================== 
Segment No. Spines,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,,Segment,17,8,1,100000003,510000000015,
0,,Segment,16,8,1,100000003,510000000019,
0,,Segment,15,8,1,100000003,510000000024,
0,,Segment,14,7,1,100000003,510000000040,
0,,Segment,13,7,1,100000003,510000000042,
3,,Segment,12,7,1,100000003,510000000131,
1,,Segment,11,6,1,100000003,510000000144,
0,,Segment,10,5,1,100000003,510000000154,
0,,Segment,9,4,1,100000003,510000000172,
0,,Segment,8,3,1,100000003,510000000188,
0,,Segment,7,3,1,100000003,510000000200,
0,,Segment,6,3,1,100000003,510000000205,
0,,Segment,5,3,1,100000003,510000000220,
0,,Segment,4,2,1,100000003,510000000227,
1,,Segment,3,2,1,100000003,510000000241,
1,,Segment,2,1,1,100000003,510000000251,
0,,Segment,1,1,1,100000003,510000000260,
8,,Segment,0,1,1,100000003,510000000272,
0,,Segment,17,9,1,100000003,510000000299,
1,,Segment,16,9,1,100000003,510000000304,
0,,Segment,14,8,1,100000003,510000000308,
0,,Segment,15,7,1,100000003,510000000310,
0,,Segment,13,8,1,100000003,510000000324,
0,,Segment,6,3,1,100000003,510000000334,
6,,Segment,5,3,1,100000003,510000000387,
0,,Segment,4,3,1,100000003,510000000404,
0,,Segment,3,2,1,100000003,510000000417,
0,,Segment,2,2,1,100000003,510000000427,
0,,Segment,6,4,1,100000003,510000000430,
0,,Segment,5,4,1,100000003,510000000433,
0,,Segment,9,6,1,100000001,510000000440,
1,,Segment,8,5,1,100000001,510000000442,
0,,Segment,7,5,1,100000001,510000000452,
0,,Segment,6,5,1,100000001,510000000460,
0,,Segment,5,4,1,100000001,510000000466,
0,,Segment,4,3,1,100000001,510000000491,
0,,Segment,3,2,1,100000001,510000000497,
1,,Segment,2,2,1,100000001,510000000530,
12,,Segment,1,1,1,100000001,510000000631,
3,,Segment,0,1,1,100000001,510000000660,
0,,Segment,8,6,1,100000001,510000000666,
0,,Segment,9,5,1,100000001,510000000668,
1,,Segment,7,6,1,100000001,510000000671,
0,,Segment,5,3,1,100000001,510000000680,
0,,Segment,6,4,1,100000001,510000000682,
4,,Segment,9,4,1,100000003,510000000704,
2,,Segment,8,4,1,100000003,510000000760,
0,,Segment,7,4,1,100000003,510000000762,
0,,Segment,6,4,1,100000003,510000000775,
0,,Segment,5,3,1,100000003,510000000798,
0,,Segment,4,2,1,100000003,510000000806,
0,,Segment,3,2,1,100000003,510000000828,
3,,Segment,1,1,1,100000003,510000000845,
0,,Segment,0,1,1,100000003,510000000864,
0,,Segment,9,5,1,100000003,510000000901,
3,,Segment,7,5,1,100000003,510000000925,
1,,Segment,8,5,1,100000003,510000000928,
0,,Segment,6,3,1,100000003,510000000961,
1,,Segment,5,2,1,100000003,510000001005,
0,,Segment,4,1,1,100000003,510000001014,
3,,Segment,3,1,1,100000003,510000001044,
0,,Segment,8,4,1,100000003,510000001046,
0,,Segment,7,3,1,100000003,510000001048,
0,,Segment,6,2,1,100000003,510000001053,
0,,Segment,7,2,1,100000003,510000001055,
0,,Segment,3,2,1,100000002,510000001060,
1,,Segment,2,1,1,100000002,510000001122,
0,,Segment,1,1,1,100000002,510000001124,
7,,Segment,0,1,1,100000002,510000001158,
0,,Segment,3,1,1,100000002,510000001173,
0,,Segment,2,2,1,100000002,510000001187,
0,,Segment,1,2,1,100000002,510000001190,
0,,Segment,3,2,1,100000002,510000001215,
1,,Segment,2,1,1,100000002,510000001237,
4,,Segment,1,1,1,100000002,510000001249,
0,,Segment,0,1,1,100000002,510000001262,
0,,Segment,3,2,1,100000002,510000001287,
0,,Segment,2,2,1,100000002,510000001308,
0,,Segment,1,2,1,100000002,510000001315,
0,,Segment,3,1,1,100000002,510000001321,
0,,Segment,2,2,1,100000002,510000001352,
0,,Segment,3,3,1,100000002,510000001358,
0,,Segment,2,3,1,100000002,510000001361,
1,,Segment,7,3,1,100000001,510000001404,
0,,Segment,6,3,1,100000001,510000001415,
1,,Segment,5,2,1,100000001,510000001426,
2,,Segment,4,2,1,100000001,510000001446,
0,,Segment,2,2,1,100000001,510000001451,
