
Filament Segment Length (sum)
 ==================== 
Filament Segment Length (sum),Unit,Category,Time,ID,
85.541,µm,Filament,1,100000000,
58.3775,µm,Filament,1,100000001,
53.718,µm,Filament,1,100000002,
135.546,µm,Filament,1,100000003,
