
Spine Neck Min Diameter
 ==================== 
Spine Neck Min Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.1625,µm,Spine,12,7,1,100000003,610000003961,
0.1625,µm,Spine,3,2,1,100000003,610000003967,
0.1625,µm,Spine,1,1,1,100000001,610000003984,
0.170896,µm,Spine,2,3,1,100000001,610000003988,
0.259775,µm,Spine,0,1,1,100000003,610000004015,
0.212467,µm,Spine,0,1,1,100000001,610000004026,
0.192969,µm,Spine,9,3,1,100000000,610000004030,
0.259775,µm,Spine,0,1,1,100000003,610000004053,
0.383241,µm,Spine,0,1,1,100000000,610000004056,
0.259467,µm,Spine,3,2,1,100000002,610000004060,
0.1625,µm,Spine,0,1,1,100000003,610000004070,
0.263196,µm,Spine,0,1,1,100000003,610000004087,
0.24375,µm,Spine,16,4,1,100000000,610000004090,
0.24375,µm,Spine,0,1,1,100000003,610000004108,
0.454098,µm,Spine,3,1,1,100000000,610000004111,
0.24375,µm,Spine,0,1,1,100000001,610000004118,
0.1625,µm,Spine,2,1,1,100000000,610000004122,
0.24375,µm,Spine,6,2,1,100000000,610000004126,
0.282969,µm,Spine,0,1,1,100000003,610000004141,
0.24375,µm,Spine,0,1,1,100000001,610000004147,
0.675116,µm,Spine,0,1,1,100000002,610000004150,
0.285233,µm,Spine,10,3,1,100000000,610000004152,
0.235694,µm,Spine,11,4,1,100000000,610000004155,
0.422042,µm,Spine,3,2,1,100000002,610000004157,
0.633922,µm,Spine,0,1,1,100000000,610000004162,
0.289829,µm,Spine,3,1,1,100000003,610000004166,
0,µm,Spine,2,3,1,100000001,610000004171,
0.1625,µm,Spine,0,1,1,100000003,610000004177,
0.294006,µm,Spine,2,1,1,100000002,610000004179,
0.325,µm,Spine,1,2,1,100000002,610000004181,
0.178937,µm,Spine,4,3,1,100000003,610000004184,
0.306407,µm,Spine,1,1,1,100000000,610000004186,
0.436894,µm,Spine,0,1,1,100000001,610000004191,
0.325,µm,Spine,0,1,1,100000003,610000004197,
0,µm,Spine,0,1,1,100000003,610000004199,
0.548888,µm,Spine,1,1,1,100000001,610000004202,
0.270763,µm,Spine,1,1,1,100000003,610000004207,
0.282969,µm,Spine,0,1,1,100000003,610000004216,
0.224424,µm,Spine,2,3,1,100000001,610000004220,
0.345795,µm,Spine,5,3,1,100000003,610000004223,
0.184437,µm,Spine,5,2,1,100000002,610000004228,
0.273622,µm,Spine,5,2,1,100000001,610000004231,
0.333781,µm,Spine,0,1,1,100000000,610000004238,
0,µm,Spine,5,3,1,100000000,610000004241,
0.371956,µm,Spine,1,2,1,100000001,610000004244,
0.382244,µm,Spine,1,1,1,100000002,610000004248,
0.286134,µm,Spine,0,1,1,100000001,610000004255,
0,µm,Spine,0,1,1,100000002,610000004259,
0.613147,µm,Spine,0,1,1,100000001,610000004262,
0.270783,µm,Spine,0,1,1,100000001,610000004268,
0.195564,µm,Spine,2,3,1,100000001,610000004271,
0.214059,µm,Spine,4,2,1,100000001,610000004274,
0,µm,Spine,2,3,1,100000001,610000004280,
0.339657,µm,Spine,2,1,1,100000002,610000004282,
0.359066,µm,Spine,1,1,1,100000002,610000004288,
0,µm,Spine,0,1,1,100000002,610000004293,
0,µm,Spine,1,1,1,100000002,610000004295,
0.341101,µm,Spine,4,1,1,100000000,610000004298,
0.814911,µm,Spine,0,1,1,100000001,610000004301,
0.280743,µm,Spine,7,3,1,100000000,610000004303,
0.305957,µm,Spine,2,1,1,100000000,610000004306,
0.401664,µm,Spine,1,1,1,100000001,610000004310,
0.295892,µm,Spine,0,1,1,100000003,610000004314,
0.169704,µm,Spine,1,2,1,100000001,610000004317,
0,µm,Spine,2,3,1,100000001,610000004320,
0,µm,Spine,0,1,1,100000000,610000004324,
0.378444,µm,Spine,0,1,1,100000001,610000004327,
0,µm,Spine,0,1,1,100000000,610000004330,
0,µm,Spine,0,1,1,100000002,610000004333,
0,µm,Spine,2,3,1,100000001,610000004336,
0.291497,µm,Spine,0,1,1,100000000,610000004340,
0.184437,µm,Spine,5,2,1,100000002,610000004342,
0.220898,µm,Spine,0,1,1,100000002,610000004344,
0.24375,µm,Spine,9,4,1,100000003,610000004347,
0,µm,Spine,9,4,1,100000003,610000004349,
0.494276,µm,Spine,0,1,1,100000003,610000004355,
0,µm,Spine,0,1,1,100000002,610000004359,
0,µm,Spine,0,1,1,100000003,610000004363,
0.194971,µm,Spine,0,1,1,100000003,610000004367,
0,µm,Spine,0,1,1,100000003,610000004373,
0.314242,µm,Spine,0,1,1,100000001,610000004377,
0.24375,µm,Spine,1,1,1,100000001,610000004380,
0,µm,Spine,2,3,1,100000001,610000004382,
0.300694,µm,Spine,1,1,1,100000003,610000004386,
0,µm,Spine,0,1,1,100000000,610000004390,
0,µm,Spine,12,7,1,100000003,610000004392,
0,µm,Spine,1,1,1,100000001,610000004394,
0,µm,Spine,2,3,1,100000001,610000004397,
0,µm,Spine,0,1,1,100000000,610000004404,
0,µm,Spine,1,1,1,100000002,610000004407,
0,µm,Spine,0,1,1,100000003,610000004409,
0.443792,µm,Spine,7,3,1,100000001,610000004412,
0,µm,Spine,0,1,1,100000003,610000004415,
0,µm,Spine,0,1,1,100000002,610000004418,
0.257565,µm,Spine,4,3,1,100000003,610000004424,
0,µm,Spine,2,3,1,100000001,610000004426,
0.276758,µm,Spine,3,2,1,100000003,610000004429,
0,µm,Spine,0,1,1,100000002,610000004433,
0,µm,Spine,0,1,1,100000003,610000004435,
0.325,µm,Spine,0,1,1,100000001,610000004438,
0,µm,Spine,0,1,1,100000001,610000004442,
0,µm,Spine,2,3,1,100000001,610000004444,
0,µm,Spine,3,1,1,100000003,610000004446,
0,µm,Spine,2,3,1,100000001,610000004448,
0,µm,Spine,0,1,1,100000003,610000004454,
0.374138,µm,Spine,0,1,1,100000001,610000004457,
0.24375,µm,Spine,1,1,1,100000001,610000004460,
0,µm,Spine,0,1,1,100000002,610000004462,
0.309865,µm,Spine,1,2,1,100000001,610000004464,
0,µm,Spine,2,3,1,100000001,610000004468,
0,µm,Spine,0,1,1,100000003,610000004470,
0,µm,Spine,0,1,1,100000000,610000004473,
0,µm,Spine,0,1,1,100000003,610000004476,
0,µm,Spine,5,3,1,100000003,610000004478,
0,µm,Spine,3,1,1,100000000,610000004480,
0,µm,Spine,2,3,1,100000001,610000004482,
0,µm,Spine,2,3,1,100000001,610000004484,
0.299382,µm,Spine,0,1,1,100000001,610000004489,
0,µm,Spine,0,1,1,100000002,610000004491,
0,µm,Spine,2,3,1,100000001,610000004494,
0.352403,µm,Spine,0,1,1,100000002,610000004497,
0,µm,Spine,10,3,1,100000000,610000004499,
0,µm,Spine,1,1,1,100000001,610000004502,
0,µm,Spine,0,1,1,100000002,610000004508,
