
Spine Center Intensity Min Ch=4 Img=1
 ==================== 
Spine Center Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Spine,4,12,Image 1,7,1,100000003,610000003961,
0,,Spine,4,3,Image 1,2,1,100000003,610000003967,
70,,Spine,4,1,Image 1,1,1,100000001,610000003984,
0,,Spine,4,2,Image 1,3,1,100000001,610000003988,
118,,Spine,4,0,Image 1,1,1,100000003,610000004015,
0,,Spine,4,0,Image 1,1,1,100000001,610000004026,
0,,Spine,4,9,Image 1,3,1,100000000,610000004030,
133,,Spine,4,0,Image 1,1,1,100000003,610000004053,
0,,Spine,4,0,Image 1,1,1,100000000,610000004056,
18,,Spine,4,3,Image 1,2,1,100000002,610000004060,
92,,Spine,4,0,Image 1,1,1,100000003,610000004070,
132,,Spine,4,0,Image 1,1,1,100000003,610000004087,
0,,Spine,4,16,Image 1,4,1,100000000,610000004090,
114,,Spine,4,0,Image 1,1,1,100000003,610000004108,
0,,Spine,4,3,Image 1,1,1,100000000,610000004111,
60,,Spine,4,0,Image 1,1,1,100000001,610000004118,
0,,Spine,4,2,Image 1,1,1,100000000,610000004122,
46,,Spine,4,6,Image 1,2,1,100000000,610000004126,
120,,Spine,4,0,Image 1,1,1,100000003,610000004141,
53,,Spine,4,0,Image 1,1,1,100000001,610000004147,
0,,Spine,4,0,Image 1,1,1,100000002,610000004150,
0,,Spine,4,10,Image 1,3,1,100000000,610000004152,
13,,Spine,4,11,Image 1,4,1,100000000,610000004155,
0,,Spine,4,3,Image 1,2,1,100000002,610000004157,
0,,Spine,4,0,Image 1,1,1,100000000,610000004162,
18,,Spine,4,3,Image 1,1,1,100000003,610000004166,
0,,Spine,4,1,Image 1,1,1,100000001,610000004171,
135,,Spine,4,0,Image 1,1,1,100000003,610000004177,
14,,Spine,4,2,Image 1,1,1,100000002,610000004179,
0,,Spine,4,1,Image 1,2,1,100000002,610000004181,
30,,Spine,4,4,Image 1,3,1,100000003,610000004184,
17,,Spine,4,1,Image 1,1,1,100000000,610000004186,
60,,Spine,4,0,Image 1,1,1,100000001,610000004191,
0,,Spine,4,0,Image 1,1,1,100000003,610000004197,
0,,Spine,4,0,Image 1,1,1,100000003,610000004199,
20,,Spine,4,1,Image 1,1,1,100000001,610000004202,
106,,Spine,4,1,Image 1,1,1,100000003,610000004207,
133,,Spine,4,0,Image 1,1,1,100000003,610000004216,
34,,Spine,4,2,Image 1,3,1,100000001,610000004220,
0,,Spine,4,5,Image 1,3,1,100000003,610000004223,
41,,Spine,4,5,Image 1,2,1,100000002,610000004228,
43,,Spine,4,5,Image 1,2,1,100000001,610000004231,
60,,Spine,4,0,Image 1,1,1,100000000,610000004238,
39,,Spine,4,5,Image 1,3,1,100000000,610000004241,
44,,Spine,4,1,Image 1,2,1,100000001,610000004244,
38,,Spine,4,1,Image 1,1,1,100000002,610000004248,
0,,Spine,4,0,Image 1,1,1,100000001,610000004255,
81,,Spine,4,0,Image 1,1,1,100000002,610000004259,
48,,Spine,4,0,Image 1,1,1,100000001,610000004262,
62,,Spine,4,0,Image 1,1,1,100000001,610000004268,
0,,Spine,4,1,Image 1,1,1,100000001,610000004271,
15,,Spine,4,4,Image 1,2,1,100000001,610000004274,
51,,Spine,4,1,Image 1,1,1,100000001,610000004280,
10,,Spine,4,2,Image 1,1,1,100000002,610000004282,
87,,Spine,4,1,Image 1,1,1,100000002,610000004288,
98,,Spine,4,0,Image 1,1,1,100000002,610000004293,
44,,Spine,4,1,Image 1,1,1,100000002,610000004295,
56,,Spine,4,4,Image 1,1,1,100000000,610000004298,
62,,Spine,4,0,Image 1,1,1,100000001,610000004301,
26,,Spine,4,7,Image 1,3,1,100000000,610000004303,
18,,Spine,4,2,Image 1,1,1,100000000,610000004306,
0,,Spine,4,1,Image 1,1,1,100000001,610000004310,
121,,Spine,4,0,Image 1,1,1,100000003,610000004314,
53,,Spine,4,1,Image 1,2,1,100000001,610000004317,
58,,Spine,4,1,Image 1,1,1,100000001,610000004320,
92,,Spine,4,0,Image 1,1,1,100000000,610000004324,
0,,Spine,4,0,Image 1,1,1,100000001,610000004327,
74,,Spine,4,0,Image 1,1,1,100000000,610000004330,
114,,Spine,4,0,Image 1,1,1,100000002,610000004333,
0,,Spine,4,1,Image 1,1,1,100000001,610000004336,
36,,Spine,4,0,Image 1,1,1,100000000,610000004340,
0,,Spine,4,5,Image 1,2,1,100000002,610000004342,
52,,Spine,4,0,Image 1,1,1,100000002,610000004344,
25,,Spine,4,9,Image 1,4,1,100000003,610000004347,
35,,Spine,4,9,Image 1,4,1,100000003,610000004349,
133,,Spine,4,0,Image 1,1,1,100000003,610000004355,
75,,Spine,4,0,Image 1,1,1,100000002,610000004359,
161,,Spine,4,0,Image 1,1,1,100000003,610000004363,
0,,Spine,4,0,Image 1,1,1,100000003,610000004367,
80,,Spine,4,0,Image 1,1,1,100000003,610000004373,
116,,Spine,4,0,Image 1,1,1,100000001,610000004377,
157,,Spine,4,1,Image 1,1,1,100000001,610000004380,
47,,Spine,4,1,Image 1,1,1,100000001,610000004382,
30,,Spine,4,1,Image 1,1,1,100000003,610000004386,
79,,Spine,4,0,Image 1,1,1,100000000,610000004390,
0,,Spine,4,12,Image 1,7,1,100000003,610000004392,
53,,Spine,4,1,Image 1,1,1,100000001,610000004394,
0,,Spine,4,1,Image 1,1,1,100000001,610000004397,
106,,Spine,4,0,Image 1,1,1,100000000,610000004404,
90,,Spine,4,1,Image 1,1,1,100000002,610000004407,
98,,Spine,4,0,Image 1,1,1,100000003,610000004409,
28,,Spine,4,7,Image 1,3,1,100000001,610000004412,
0,,Spine,4,0,Image 1,1,1,100000003,610000004415,
92,,Spine,4,0,Image 1,1,1,100000002,610000004418,
29,,Spine,4,4,Image 1,3,1,100000003,610000004424,
0,,Spine,4,1,Image 1,1,1,100000001,610000004426,
23,,Spine,4,3,Image 1,2,1,100000003,610000004429,
48,,Spine,4,0,Image 1,1,1,100000002,610000004433,
120,,Spine,4,0,Image 1,1,1,100000003,610000004435,
141,,Spine,4,0,Image 1,1,1,100000001,610000004438,
111,,Spine,4,0,Image 1,1,1,100000001,610000004442,
87,,Spine,4,1,Image 1,1,1,100000001,610000004444,
63,,Spine,4,3,Image 1,1,1,100000003,610000004446,
0,,Spine,4,1,Image 1,1,1,100000001,610000004448,
122,,Spine,4,0,Image 1,1,1,100000003,610000004454,
86,,Spine,4,0,Image 1,1,1,100000001,610000004457,
56,,Spine,4,1,Image 1,1,1,100000001,610000004460,
119,,Spine,4,0,Image 1,1,1,100000002,610000004462,
26,,Spine,4,1,Image 1,2,1,100000001,610000004464,
147,,Spine,4,1,Image 1,1,1,100000001,610000004468,
135,,Spine,4,0,Image 1,1,1,100000003,610000004470,
99,,Spine,4,0,Image 1,1,1,100000000,610000004473,
158,,Spine,4,0,Image 1,1,1,100000003,610000004476,
76,,Spine,4,5,Image 1,3,1,100000003,610000004478,
43,,Spine,4,3,Image 1,1,1,100000000,610000004480,
132,,Spine,4,1,Image 1,1,1,100000001,610000004482,
0,,Spine,4,1,Image 1,1,1,100000001,610000004484,
68,,Spine,4,0,Image 1,1,1,100000001,610000004489,
58,,Spine,4,0,Image 1,1,1,100000002,610000004491,
143,,Spine,4,1,Image 1,1,1,100000001,610000004494,
