
Segment Intensity Max Ch=2 Img=1
 ==================== 
Segment Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
128,,Segment,2,17,Image 1,8,1,100000003,510000000015,
115,,Segment,2,16,Image 1,8,1,100000003,510000000019,
121,,Segment,2,15,Image 1,8,1,100000003,510000000024,
136,,Segment,2,14,Image 1,7,1,100000003,510000000040,
149,,Segment,2,13,Image 1,7,1,100000003,510000000042,
192,,Segment,2,12,Image 1,7,1,100000003,510000000131,
180,,Segment,2,11,Image 1,6,1,100000003,510000000144,
116,,Segment,2,10,Image 1,5,1,100000003,510000000154,
191,,Segment,2,9,Image 1,4,1,100000003,510000000172,
192,,Segment,2,8,Image 1,3,1,100000003,510000000188,
189,,Segment,2,7,Image 1,3,1,100000003,510000000200,
189,,Segment,2,6,Image 1,3,1,100000003,510000000205,
181,,Segment,2,5,Image 1,3,1,100000003,510000000220,
173,,Segment,2,4,Image 1,2,1,100000003,510000000227,
189,,Segment,2,3,Image 1,2,1,100000003,510000000241,
161,,Segment,2,2,Image 1,1,1,100000003,510000000251,
167,,Segment,2,1,Image 1,1,1,100000003,510000000260,
196,,Segment,2,0,Image 1,1,1,100000003,510000000272,
95,,Segment,2,17,Image 1,9,1,100000003,510000000299,
126,,Segment,2,16,Image 1,9,1,100000003,510000000304,
136,,Segment,2,14,Image 1,8,1,100000003,510000000308,
91,,Segment,2,15,Image 1,7,1,100000003,510000000310,
152,,Segment,2,13,Image 1,8,1,100000003,510000000324,
174,,Segment,2,6,Image 1,3,1,100000003,510000000334,
196,,Segment,2,5,Image 1,3,1,100000003,510000000387,
134,,Segment,2,4,Image 1,3,1,100000003,510000000404,
175,,Segment,2,3,Image 1,2,1,100000003,510000000417,
162,,Segment,2,2,Image 1,2,1,100000003,510000000427,
152,,Segment,2,6,Image 1,4,1,100000003,510000000430,
134,,Segment,2,5,Image 1,4,1,100000003,510000000433,
188,,Segment,2,9,Image 1,6,1,100000001,510000000440,
188,,Segment,2,8,Image 1,5,1,100000001,510000000442,
188,,Segment,2,7,Image 1,5,1,100000001,510000000452,
99,,Segment,2,6,Image 1,5,1,100000001,510000000460,
89,,Segment,2,5,Image 1,4,1,100000001,510000000466,
127,,Segment,2,4,Image 1,3,1,100000001,510000000491,
131,,Segment,2,3,Image 1,2,1,100000001,510000000497,
183,,Segment,2,2,Image 1,2,1,100000001,510000000530,
198,,Segment,2,1,Image 1,1,1,100000001,510000000631,
198,,Segment,2,0,Image 1,1,1,100000001,510000000660,
188,,Segment,2,8,Image 1,6,1,100000001,510000000666,
188,,Segment,2,9,Image 1,5,1,100000001,510000000668,
138,,Segment,2,7,Image 1,6,1,100000001,510000000671,
104,,Segment,2,5,Image 1,3,1,100000001,510000000680,
85,,Segment,2,6,Image 1,4,1,100000001,510000000682,
184,,Segment,2,9,Image 1,4,1,100000003,510000000704,
165,,Segment,2,8,Image 1,4,1,100000003,510000000760,
82,,Segment,2,7,Image 1,4,1,100000003,510000000762,
149,,Segment,2,6,Image 1,4,1,100000003,510000000775,
155,,Segment,2,5,Image 1,3,1,100000003,510000000798,
130,,Segment,2,4,Image 1,2,1,100000003,510000000806,
179,,Segment,2,3,Image 1,2,1,100000003,510000000828,
197,,Segment,2,1,Image 1,1,1,100000003,510000000845,
188,,Segment,2,0,Image 1,1,1,100000003,510000000864,
141,,Segment,2,9,Image 1,5,1,100000003,510000000901,
136,,Segment,2,7,Image 1,5,1,100000003,510000000925,
99,,Segment,2,8,Image 1,5,1,100000003,510000000928,
161,,Segment,2,6,Image 1,3,1,100000003,510000000961,
161,,Segment,2,5,Image 1,2,1,100000003,510000001005,
144,,Segment,2,4,Image 1,1,1,100000003,510000001014,
175,,Segment,2,3,Image 1,1,1,100000003,510000001044,
128,,Segment,2,8,Image 1,4,1,100000003,510000001046,
199,,Segment,2,7,Image 1,3,1,100000003,510000001048,
193,,Segment,2,6,Image 1,2,1,100000003,510000001053,
193,,Segment,2,7,Image 1,2,1,100000003,510000001055,
127,,Segment,2,3,Image 1,2,1,100000002,510000001060,
191,,Segment,2,2,Image 1,1,1,100000002,510000001122,
191,,Segment,2,1,Image 1,1,1,100000002,510000001124,
191,,Segment,2,0,Image 1,1,1,100000002,510000001158,
127,,Segment,2,3,Image 1,1,1,100000002,510000001173,
191,,Segment,2,2,Image 1,2,1,100000002,510000001187,
191,,Segment,2,1,Image 1,2,1,100000002,510000001190,
110,,Segment,2,3,Image 1,2,1,100000002,510000001215,
161,,Segment,2,2,Image 1,1,1,100000002,510000001237,
166,,Segment,2,1,Image 1,1,1,100000002,510000001249,
193,,Segment,2,0,Image 1,1,1,100000002,510000001262,
75,,Segment,2,3,Image 1,2,1,100000002,510000001287,
163,,Segment,2,2,Image 1,2,1,100000002,510000001308,
166,,Segment,2,1,Image 1,2,1,100000002,510000001315,
124,,Segment,2,3,Image 1,1,1,100000002,510000001321,
161,,Segment,2,2,Image 1,2,1,100000002,510000001352,
75,,Segment,2,3,Image 1,3,1,100000002,510000001358,
163,,Segment,2,2,Image 1,3,1,100000002,510000001361,
200,,Segment,2,7,Image 1,3,1,100000001,510000001404,
116,,Segment,2,6,Image 1,3,1,100000001,510000001415,
137,,Segment,2,5,Image 1,2,1,100000001,510000001426,
132,,Segment,2,4,Image 1,2,1,100000001,510000001446,
136,,Segment,2,2,Image 1,2,1,100000001,510000001451,
199,,Segment,2,1,Image 1,2,1,100000001,510000001463,
199,,Segment,2,0,Image 1,1,1,100000001,510000001466,
150,,Segment,2,7,Image 1,4,1,100000001,510000001495,
114,,Segment,2,6,Image 1,2,1,100000001,510000001498,
181,,Segment,2,13,Image 1,7,1,100000003,510000001505,
190,,Segment,2,13,Image 1,6,1,100000003,510000001508,
161,,Segment,2,11,Image 1,5,1,100000003,510000001515,
94,,Segment,2,4,Image 1,2,1,100000001,510000001521,
134,,Segment,2,3,Image 1,3,1,100000001,510000001525,
174,,Segment,2,4,Image 1,2,1,100000001,510000001528,
178,,Segment,2,3,Image 1,1,1,100000001,510000001539,
178,,Segment,2,3,Image 1,2,1,100000001,510000001551,
172,,Segment,2,8,Image 1,6,1,100000003,510000001580,
172,,Segment,2,7,Image 1,5,1,100000003,510000001605,
183,,Segment,2,6,Image 1,4,1,100000003,510000001621,
161,,Segment,2,5,Image 1,4,1,100000003,510000001656,
193,,Segment,2,4,Image 1,3,1,100000003,510000001736,
199,,Segment,2,3,Image 1,2,1,100000003,510000001754,
157,,Segment,2,2,Image 1,2,1,100000003,510000001756,
188,,Segment,2,1,Image 1,2,1,100000003,510000001769,
189,,Segment,2,9,Image 1,6,1,100000003,510000001772,
196,,Segment,2,8,Image 1,5,1,100000003,510000001783,
189,,Segment,2,9,Image 1,5,1,100000003,510000001786,
200,,Segment,2,8,Image 1,4,1,100000003,510000001792,
200,,Segment,2,7,Image 1,4,1,100000003,510000001799,
200,,Segment,2,8,Image 1,5,1,100000003,510000001805,
106,,Segment,2,18,Image 1,4,1,100000000,510000001818,
106,,Segment,2,17,Image 1,4,1,100000000,510000001820,
118,,Segment,2,16,Image 1,4,1,100000000,510000001833,
132,,Segment,2,15,Image 1,3,1,100000000,510000001835,
145,,Segment,2,14,Image 1,3,1,100000000,510000001842,
124,,Segment,2,13,Image 1,3,1,100000000,510000001857,
174,,Segment,2,11,Image 1,3,1,100000000,510000001865,
154,,Segment,2,10,Image 1,3,1,100000000,510000001891,
154,,Segment,2,9,Image 1,3,1,100000000,510000001899,
132,,Segment,2,8,Image 1,3,1,100000000,510000001904,
164,,Segment,2,7,Image 1,3,1,100000000,510000001920,
184,,Segment,2,5,Image 1,3,1,100000000,510000001943,
193,,Segment,2,4,Image 1,2,1,100000000,510000001963,
193,,Segment,2,3,Image 1,1,1,100000000,510000001973,
199,,Segment,2,2,Image 1,1,1,100000000,510000001975,
