
Spine Terminal Pt Diameter
 ==================== 
Spine Terminal Pt Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.1625,µm,Spine,12,7,1,100000003,610000003961,
0.241211,µm,Spine,3,2,1,100000003,610000003967,
0.1625,µm,Spine,1,1,1,100000001,610000003984,
0.1625,µm,Spine,2,3,1,100000001,610000003988,
0.258245,µm,Spine,0,1,1,100000003,610000004015,
0.1625,µm,Spine,0,1,1,100000001,610000004026,
0.177699,µm,Spine,9,3,1,100000000,610000004030,
0.27634,µm,Spine,0,1,1,100000003,610000004053,
0.212293,µm,Spine,0,1,1,100000000,610000004056,
0.254417,µm,Spine,3,2,1,100000002,610000004060,
0.251523,µm,Spine,0,1,1,100000003,610000004070,
0.291436,µm,Spine,0,1,1,100000003,610000004087,
0.1625,µm,Spine,16,4,1,100000000,610000004090,
0.40625,µm,Spine,0,1,1,100000003,610000004108,
0.1625,µm,Spine,3,1,1,100000000,610000004111,
0.24375,µm,Spine,0,1,1,100000001,610000004118,
0.1625,µm,Spine,2,1,1,100000000,610000004122,
0.1625,µm,Spine,6,2,1,100000000,610000004126,
0.290585,µm,Spine,0,1,1,100000003,610000004141,
0.24375,µm,Spine,0,1,1,100000001,610000004147,
0.380219,µm,Spine,0,1,1,100000002,610000004150,
0.216502,µm,Spine,10,3,1,100000000,610000004152,
0.1625,µm,Spine,11,4,1,100000000,610000004155,
0.171353,µm,Spine,3,2,1,100000002,610000004157,
0.455693,µm,Spine,0,1,1,100000000,610000004162,
0.253816,µm,Spine,3,1,1,100000003,610000004166,
0.913226,µm,Spine,2,3,1,100000001,610000004171,
0.251523,µm,Spine,0,1,1,100000003,610000004177,
0.168014,µm,Spine,2,1,1,100000002,610000004179,
0.223414,µm,Spine,1,2,1,100000002,610000004181,
0.1625,µm,Spine,4,3,1,100000003,610000004184,
0.198705,µm,Spine,1,1,1,100000000,610000004186,
0.24375,µm,Spine,0,1,1,100000001,610000004191,
0.215854,µm,Spine,0,1,1,100000003,610000004197,
0.40625,µm,Spine,0,1,1,100000003,610000004199,
0.308657,µm,Spine,1,1,1,100000001,610000004202,
0.221393,µm,Spine,1,1,1,100000003,610000004207,
0.319073,µm,Spine,0,1,1,100000003,610000004216,
0.188149,µm,Spine,2,3,1,100000001,610000004220,
0.24441,µm,Spine,5,3,1,100000003,610000004223,
0.200182,µm,Spine,5,2,1,100000002,610000004228,
0.274311,µm,Spine,5,2,1,100000001,610000004231,
0.456873,µm,Spine,0,1,1,100000000,610000004238,
0.307157,µm,Spine,5,3,1,100000000,610000004241,
0.401645,µm,Spine,1,2,1,100000001,610000004244,
0.277578,µm,Spine,1,1,1,100000002,610000004248,
0.1625,µm,Spine,0,1,1,100000001,610000004255,
0.438135,µm,Spine,0,1,1,100000002,610000004259,
0.254938,µm,Spine,0,1,1,100000001,610000004262,
0.252938,µm,Spine,0,1,1,100000001,610000004268,
0.291936,µm,Spine,2,3,1,100000001,610000004271,
0.170105,µm,Spine,4,2,1,100000001,610000004274,
0.38162,µm,Spine,2,3,1,100000001,610000004280,
0.204226,µm,Spine,2,1,1,100000002,610000004282,
0.267293,µm,Spine,1,1,1,100000002,610000004288,
0.74594,µm,Spine,0,1,1,100000002,610000004293,
0.334484,µm,Spine,1,1,1,100000002,610000004295,
0.292521,µm,Spine,4,1,1,100000000,610000004298,
0.423312,µm,Spine,0,1,1,100000001,610000004301,
0.220153,µm,Spine,7,3,1,100000000,610000004303,
0.223611,µm,Spine,2,1,1,100000000,610000004306,
0.174631,µm,Spine,1,1,1,100000001,610000004310,
0.250461,µm,Spine,0,1,1,100000003,610000004314,
0.171377,µm,Spine,1,2,1,100000001,610000004317,
0.401889,µm,Spine,2,3,1,100000001,610000004320,
0.89375,µm,Spine,0,1,1,100000000,610000004324,
0.208616,µm,Spine,0,1,1,100000001,610000004327,
0.350426,µm,Spine,0,1,1,100000000,610000004330,
0.438135,µm,Spine,0,1,1,100000002,610000004333,
0.300391,µm,Spine,2,3,1,100000001,610000004336,
0.18916,µm,Spine,0,1,1,100000000,610000004340,
0.199076,µm,Spine,5,2,1,100000002,610000004342,
0.193533,µm,Spine,0,1,1,100000002,610000004344,
0.216061,µm,Spine,9,4,1,100000003,610000004347,
0.213353,µm,Spine,9,4,1,100000003,610000004349,
0.282969,µm,Spine,0,1,1,100000003,610000004355,
0.490356,µm,Spine,0,1,1,100000002,610000004359,
0.330381,µm,Spine,0,1,1,100000003,610000004363,
0.330381,µm,Spine,0,1,1,100000003,610000004367,
0.952011,µm,Spine,0,1,1,100000003,610000004373,
0.270783,µm,Spine,0,1,1,100000001,610000004377,
0.1625,µm,Spine,1,1,1,100000001,610000004380,
0.436422,µm,Spine,2,3,1,100000001,610000004382,
0.191064,µm,Spine,1,1,1,100000003,610000004386,
0.456873,µm,Spine,0,1,1,100000000,610000004390,
0.296858,µm,Spine,12,7,1,100000003,610000004392,
0.24375,µm,Spine,1,1,1,100000001,610000004394,
0.232256,µm,Spine,2,3,1,100000001,610000004397,
0.553715,µm,Spine,0,1,1,100000000,610000004404,
0.359066,µm,Spine,1,1,1,100000002,610000004407,
0.339973,µm,Spine,0,1,1,100000003,610000004409,
0.177731,µm,Spine,7,3,1,100000001,610000004412,
0.344443,µm,Spine,0,1,1,100000003,610000004415,
0.581763,µm,Spine,0,1,1,100000002,610000004418,
0.178937,µm,Spine,4,3,1,100000003,610000004424,
0.399237,µm,Spine,2,3,1,100000001,610000004426,
0.175723,µm,Spine,3,2,1,100000003,610000004429,
0.555124,µm,Spine,0,1,1,100000002,610000004433,
0.185352,µm,Spine,0,1,1,100000003,610000004435,
0.35293,µm,Spine,0,1,1,100000001,610000004438,
0.438411,µm,Spine,0,1,1,100000001,610000004442,
0.213281,µm,Spine,2,3,1,100000001,610000004444,
0.341812,µm,Spine,3,1,1,100000003,610000004446,
0.300391,µm,Spine,2,3,1,100000001,610000004448,
0.668415,µm,Spine,0,1,1,100000003,610000004454,
0.312939,µm,Spine,0,1,1,100000001,610000004457,
0.1625,µm,Spine,1,1,1,100000001,610000004460,
0.518678,µm,Spine,0,1,1,100000002,610000004462,
0.25516,µm,Spine,1,2,1,100000001,610000004464,
0.394678,µm,Spine,2,3,1,100000001,610000004468,
0.45467,µm,Spine,0,1,1,100000003,610000004470,
0.47185,µm,Spine,0,1,1,100000000,610000004473,
0.401433,µm,Spine,0,1,1,100000003,610000004476,
0.364775,µm,Spine,5,3,1,100000003,610000004478,
0.514869,µm,Spine,3,1,1,100000000,610000004480,
0.483111,µm,Spine,2,3,1,100000001,610000004482,
0.1625,µm,Spine,2,3,1,100000001,610000004484,
0.250538,µm,Spine,0,1,1,100000001,610000004489,
0.512544,µm,Spine,0,1,1,100000002,610000004491,
0.3166,µm,Spine,2,3,1,100000001,610000004494,
0.263405,µm,Spine,0,1,1,100000002,610000004497,
0.33651,µm,Spine,10,3,1,100000000,610000004499,
0.325,µm,Spine,1,1,1,100000001,610000004502,
0.448818,µm,Spine,0,1,1,100000002,610000004508,
0.401952,µm,Spine,2,3,1,100000001,610000004511,
0.325,µm,Spine,0,1,1,100000003,610000004513,
0.368844,µm,Spine,2,3,1,100000001,610000004519,
0.24375,µm,Spine,6,2,1,100000000,610000004524,
0.435449,µm,Spine,0,1,1,100000003,610000004526,
0.760417,µm,Spine,0,1,1,100000000,610000004530,
0.1625,µm,Spine,1,1,1,100000002,610000004532,
0.333669,µm,Spine,1,1,1,100000002,610000004535,
0.269567,µm,Spine,0,1,1,100000000,610000004538,
0.374928,µm,Spine,1,1,1,100000001,610000004543,
0.377199,µm,Spine,0,1,1,100000000,610000004562,
0.182167,µm,Spine,18,4,1,100000000,610000004597,
0.1625,µm,Spine,16,4,1,100000000,610000004598,
0.24375,µm,Spine,16,4,1,100000000,610000004599,
0.372052,µm,Spine,5,1,1,100000000,610000004600,
0.601625,µm,Spine,3,1,1,100000000,610000004601,
0.586277,µm,Spine,3,2,1,100000000,610000004602,
0.321783,µm,Spine,4,1,1,100000000,610000004603,
0.262602,µm,Spine,2,1,1,100000000,610000004604,
0.348455,µm,Spine,2,1,1,100000000,610000004605,
0.199316,µm,Spine,2,2,1,100000000,610000004606,
0.607331,µm,Spine,0,1,1,100000000,610000004607,
0.776137,µm,Spine,0,1,1,100000000,610000004608,
0.374723,µm,Spine,0,1,1,100000000,610000004617,
0.286569,µm,Spine,0,1,1,100000000,610000004618,
0.212042,µm,Spine,0,1,1,100000000,610000004619,
0.378309,µm,Spine,9,5,1,100000001,610000004621,
0.28193,µm,Spine,7,6,1,100000001,610000004622,
0.347887,µm,Spine,2,2,1,100000001,610000004623,
0.24375,µm,Spine,1,1,1,100000001,610000004624,
0.446903,µm,Spine,1,1,1,100000001,610000004625,
0.304743,µm,Spine,1,1,1,100000001,610000004626,
0.372161,µm,Spine,1,1,1,100000001,610000004627,
0.252433,µm,Spine,1,2,1,100000001,610000004628,
0.476735,µm,Spine,0,1,1,100000001,610000004629,
0.204231,µm,Spine,0,1,1,100000001,610000004630,
0.268771,µm,Spine,5,2,1,100000001,610000004633,
0.371956,µm,Spine,1,2,1,100000001,610000004634,
0.437671,µm,Spine,0,1,1,100000001,610000004635,
0.247619,µm,Spine,2,3,1,100000001,610000004638,
0.1625,µm,Spine,1,1,1,100000001,610000004639,
0.327797,µm,Spine,0,1,1,100000001,610000004640,
0.286943,µm,Spine,0,1,1,100000001,610000004641,
0.518728,µm,Spine,0,1,1,100000001,610000004642,
0.599219,µm,Spine,0,1,1,100000001,610000004643,
0.221755,µm,Spine,0,1,1,100000002,610000004650,
0.220898,µm,Spine,0,1,1,100000002,610000004651,
0.211272,µm,Spine,0,1,1,100000002,610000004652,
0.352403,µm,Spine,0,1,1,100000002,610000004653,
0.271761,µm,Spine,2,1,1,100000002,610000004654,
0.216547,µm,Spine,1,2,1,100000002,610000004656,
0.194195,µm,Spine,5,3,1,100000002,610000004657,
0.314389,µm,Spine,5,3,1,100000002,610000004658,
0.347883,µm,Spine,5,2,1,100000002,610000004659,
0.203501,µm,Spine,4,2,1,100000002,610000004660,
0.247643,µm,Spine,4,2,1,100000002,610000004661,
0.192875,µm,Spine,3,2,1,100000002,610000004662,
0.208305,µm,Spine,3,2,1,100000002,610000004663,
0.199795,µm,Spine,2,2,1,100000002,610000004664,
0.232951,µm,Spine,2,1,1,100000002,610000004665,
0.316113,µm,Spine,0,1,1,100000002,610000004666,
0.370632,µm,Spine,1,1,1,100000002,610000004668,
0.208551,µm,Spine,16,9,1,100000003,610000004670,
0.213233,µm,Spine,12,7,1,100000003,610000004671,
0.457031,µm,Spine,13,6,1,100000003,610000004672,
0.23074,µm,Spine,11,6,1,100000003,610000004673,
0.247569,µm,Spine,11,5,1,100000003,610000004674,
0.294643,µm,Spine,11,5,1,100000003,610000004675,
0.179144,µm,Spine,6,2,1,100000003,610000004676,
0.249928,µm,Spine,5,2,1,100000003,610000004677,
0.180239,µm,Spine,5,2,1,100000003,610000004678,
0.174938,µm,Spine,4,2,1,100000003,610000004679,
0.174343,µm,Spine,3,1,1,100000003,610000004680,
0.323947,µm,Spine,2,1,1,100000003,610000004681,
0.410539,µm,Spine,5,3,1,100000003,610000004682,
0.302148,µm,Spine,5,3,1,100000003,610000004683,
0.385298,µm,Spine,5,3,1,100000003,610000004684,
0.39715,µm,Spine,5,3,1,100000003,610000004685,
0.192969,µm,Spine,4,2,1,100000003,610000004686,
0.306534,µm,Spine,9,4,1,100000003,610000004690,
0.473039,µm,Spine,9,4,1,100000003,610000004691,
0.193222,µm,Spine,9,4,1,100000003,610000004692,
0.250687,µm,Spine,8,4,1,100000003,610000004693,
0.1625,µm,Spine,8,5,1,100000003,610000004694,
0.214445,µm,Spine,7,5,1,100000003,610000004695,
0.181762,µm,Spine,7,5,1,100000003,610000004696,
0.203125,µm,Spine,7,5,1,100000003,610000004697,
0.193469,µm,Spine,5,2,1,100000003,610000004698,
0.307368,µm,Spine,5,2,1,100000003,610000004699,
0.555381,µm,Spine,1,1,1,100000003,610000004700,
0.173926,µm,Spine,9,6,1,100000003,610000004701,
0.330392,µm,Spine,8,4,1,100000003,610000004702,
0.194238,µm,Spine,4,3,1,100000003,610000004703,
0.329774,µm,Spine,1,2,1,100000003,610000004704,
0.299874,µm,Spine,0,1,1,100000003,610000004705,
