
Spine Intensity StdDev Ch=3 Img=1
 ==================== 
Spine Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Spine,3,12,Image 1,7,1,100000003,610000003961,
0,,Spine,3,3,Image 1,2,1,100000003,610000003967,
6.52311,,Spine,3,1,Image 1,1,1,100000001,610000003984,
0,,Spine,3,2,Image 1,3,1,100000001,610000003988,
0,,Spine,3,0,Image 1,1,1,100000003,610000004015,
0,,Spine,3,0,Image 1,1,1,100000001,610000004026,
0,,Spine,3,9,Image 1,3,1,100000000,610000004030,
0,,Spine,3,0,Image 1,1,1,100000003,610000004053,
0,,Spine,3,0,Image 1,1,1,100000000,610000004056,
0,,Spine,3,3,Image 1,2,1,100000002,610000004060,
0,,Spine,3,0,Image 1,1,1,100000003,610000004070,
0,,Spine,3,0,Image 1,1,1,100000003,610000004087,
0,,Spine,3,16,Image 1,4,1,100000000,610000004090,
0,,Spine,3,0,Image 1,1,1,100000003,610000004108,
0,,Spine,3,3,Image 1,1,1,100000000,610000004111,
0,,Spine,3,0,Image 1,1,1,100000001,610000004118,
7.86667,,Spine,3,2,Image 1,1,1,100000000,610000004122,
0,,Spine,3,6,Image 1,2,1,100000000,610000004126,
0,,Spine,3,0,Image 1,1,1,100000003,610000004141,
0,,Spine,3,0,Image 1,1,1,100000001,610000004147,
0,,Spine,3,0,Image 1,1,1,100000002,610000004150,
0,,Spine,3,10,Image 1,3,1,100000000,610000004152,
0,,Spine,3,11,Image 1,4,1,100000000,610000004155,
0,,Spine,3,3,Image 1,2,1,100000002,610000004157,
0,,Spine,3,0,Image 1,1,1,100000000,610000004162,
0,,Spine,3,3,Image 1,1,1,100000003,610000004166,
8.01643,,Spine,3,1,Image 1,1,1,100000001,610000004171,
0,,Spine,3,0,Image 1,1,1,100000003,610000004177,
0,,Spine,3,2,Image 1,1,1,100000002,610000004179,
0,,Spine,3,1,Image 1,2,1,100000002,610000004181,
0,,Spine,3,4,Image 1,3,1,100000003,610000004184,
0,,Spine,3,1,Image 1,1,1,100000000,610000004186,
0,,Spine,3,0,Image 1,1,1,100000001,610000004191,
0,,Spine,3,0,Image 1,1,1,100000003,610000004197,
0,,Spine,3,0,Image 1,1,1,100000003,610000004199,
0,,Spine,3,1,Image 1,1,1,100000001,610000004202,
0,,Spine,3,1,Image 1,1,1,100000003,610000004207,
0,,Spine,3,0,Image 1,1,1,100000003,610000004216,
0,,Spine,3,2,Image 1,3,1,100000001,610000004220,
0,,Spine,3,5,Image 1,3,1,100000003,610000004223,
0,,Spine,3,5,Image 1,2,1,100000002,610000004228,
0,,Spine,3,5,Image 1,2,1,100000001,610000004231,
0,,Spine,3,0,Image 1,1,1,100000000,610000004238,
9.89776,,Spine,3,5,Image 1,3,1,100000000,610000004241,
0,,Spine,3,1,Image 1,2,1,100000001,610000004244,
0,,Spine,3,1,Image 1,1,1,100000002,610000004248,
0,,Spine,3,0,Image 1,1,1,100000001,610000004255,
0,,Spine,3,0,Image 1,1,1,100000002,610000004259,
0,,Spine,3,0,Image 1,1,1,100000001,610000004262,
0,,Spine,3,0,Image 1,1,1,100000001,610000004268,
0,,Spine,3,1,Image 1,1,1,100000001,610000004271,
0,,Spine,3,4,Image 1,2,1,100000001,610000004274,
0,,Spine,3,1,Image 1,1,1,100000001,610000004280,
0,,Spine,3,2,Image 1,1,1,100000002,610000004282,
0,,Spine,3,1,Image 1,1,1,100000002,610000004288,
0,,Spine,3,0,Image 1,1,1,100000002,610000004293,
0,,Spine,3,1,Image 1,1,1,100000002,610000004295,
0,,Spine,3,4,Image 1,1,1,100000000,610000004298,
0,,Spine,3,0,Image 1,1,1,100000001,610000004301,
0,,Spine,3,7,Image 1,3,1,100000000,610000004303,
0,,Spine,3,2,Image 1,1,1,100000000,610000004306,
0,,Spine,3,1,Image 1,1,1,100000001,610000004310,
0,,Spine,3,0,Image 1,1,1,100000003,610000004314,
0,,Spine,3,1,Image 1,2,1,100000001,610000004317,
0,,Spine,3,1,Image 1,1,1,100000001,610000004320,
2.96537,,Spine,3,0,Image 1,1,1,100000000,610000004324,
0,,Spine,3,0,Image 1,1,1,100000001,610000004327,
0,,Spine,3,0,Image 1,1,1,100000000,610000004330,
0,,Spine,3,0,Image 1,1,1,100000002,610000004333,
0,,Spine,3,1,Image 1,1,1,100000001,610000004336,
0,,Spine,3,0,Image 1,1,1,100000000,610000004340,
0,,Spine,3,5,Image 1,2,1,100000002,610000004342,
0,,Spine,3,0,Image 1,1,1,100000002,610000004344,
0,,Spine,3,9,Image 1,4,1,100000003,610000004347,
0,,Spine,3,9,Image 1,4,1,100000003,610000004349,
0,,Spine,3,0,Image 1,1,1,100000003,610000004355,
0,,Spine,3,0,Image 1,1,1,100000002,610000004359,
0,,Spine,3,0,Image 1,1,1,100000003,610000004363,
0,,Spine,3,0,Image 1,1,1,100000003,610000004367,
5.63569,,Spine,3,0,Image 1,1,1,100000003,610000004373,
