
Soma Area
 ==================== 
Soma Area,Unit,Category,Time,FilamentID,ID,
18.7011,µm^2,Soma,1,100000000,800000000,
17.9332,µm^2,Soma,1,100000001,800000001,
20.084,µm^2,Soma,1,100000002,800000002,
21.0658,µm^2,Soma,1,100000003,800000003,
