
Filament Segment Volume (sum)
 ==================== 
Filament Segment Volume (sum),Unit,Category,Time,ID,
24.134,µm^3,Filament,1,100000000,
675.492,µm^3,Filament,1,100000001,
298.056,µm^3,Filament,1,100000002,
201.45,µm^3,Filament,1,100000003,
169.337,µm^3,Filament,1,100000004,
131.247,µm^3,Filament,1,100000005,
277.698,µm^3,Filament,1,100000006,
