
Segment Center Intensity StdDev Ch=1 Img=1
 ==================== 
Segment Center Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
1.63021,,Segment,1,12,Image 1,8,1,100000006,510000000026,
0.638877,,Segment,1,11,Image 1,8,1,100000006,510000000032,
0.808542,,Segment,1,10,Image 1,7,1,100000006,510000000050,
0.74592,,Segment,1,9,Image 1,6,1,100000006,510000000113,
0.805536,,Segment,1,8,Image 1,5,1,100000006,510000000127,
0.67082,,Segment,1,7,Image 1,4,1,100000006,510000000136,
1.17441,,Segment,1,5,Image 1,4,1,100000006,510000000169,
0.829156,,Segment,1,4,Image 1,3,1,100000006,510000000172,
3.11247,,Segment,1,3,Image 1,3,1,100000006,510000000175,
1.17417,,Segment,1,1,Image 1,2,1,100000006,510000000196,
1,,Segment,1,0,Image 1,1,1,100000006,510000000208,
1.30979,,Segment,1,12,Image 1,6,1,100000006,510000000235,
0.862007,,Segment,1,11,Image 1,6,1,100000006,510000000246,
0,,Segment,1,10,Image 1,6,1,100000006,510000000248,
0.471405,,Segment,1,12,Image 1,7,1,100000006,510000000253,
1,,Segment,1,11,Image 1,7,1,100000006,510000000262,
0.816497,,Segment,1,12,Image 1,9,1,100000006,510000000264,
0.997037,,Segment,1,11,Image 1,7,1,100000006,510000000276,
0.349927,,Segment,1,9,Image 1,5,1,100000006,510000000282,
0.471405,,Segment,1,8,Image 1,4,1,100000006,510000000284,
1.16619,,Segment,1,6,Image 1,5,1,100000006,510000000288,
0.489898,,Segment,1,7,Image 1,5,1,100000006,510000000292,
4.21153,,Segment,1,17,Image 1,6,1,100000003,510000000325,
0.590788,,Segment,1,16,Image 1,5,1,100000003,510000000343,
0.740592,,Segment,1,15,Image 1,4,1,100000003,510000000361,
0.4,,Segment,1,14,Image 1,4,1,100000003,510000000365,
1.23109,,Segment,1,13,Image 1,4,1,100000003,510000000381,
0.8,,Segment,1,12,Image 1,3,1,100000003,510000000385,
0.829156,,Segment,1,11,Image 1,3,1,100000003,510000000388,
2.07331,,Segment,1,10,Image 1,3,1,100000003,510000000423,
1.35647,,Segment,1,9,Image 1,3,1,100000003,510000000432,
0.707107,,Segment,1,7,Image 1,2,1,100000003,510000000436,
0.785674,,Segment,1,6,Image 1,2,1,100000003,510000000444,
0.816497,,Segment,1,5,Image 1,2,1,100000003,510000000452,
0.471405,,Segment,1,4,Image 1,2,1,100000003,510000000454,
0.616575,,Segment,1,3,Image 1,2,1,100000003,510000000464,
1.79844,,Segment,1,2,Image 1,2,1,100000003,510000000479,
0.745356,,Segment,1,1,Image 1,2,1,100000003,510000000484,
0.4,,Segment,1,0,Image 1,1,1,100000003,510000000497,
5.4037,,Segment,1,17,Image 1,5,1,100000003,510000000519,
1.89297,,Segment,1,16,Image 1,4,1,100000003,510000000524,
1.17418,,Segment,1,6,Image 1,2,1,100000001,510000000575,
0.915582,,Segment,1,5,Image 1,2,1,100000001,510000000617,
0.897527,,Segment,1,4,Image 1,1,1,100000001,510000000622,
0.471405,,Segment,1,3,Image 1,1,1,100000001,510000000624,
0.583874,,Segment,1,2,Image 1,1,1,100000001,510000000645,
1.0198,,Segment,1,1,Image 1,1,1,100000001,510000000649,
0.829156,,Segment,1,0,Image 1,1,1,100000001,510000000671,
5.24934,,Segment,1,6,Image 1,3,1,100000001,510000000680,
0.731925,,Segment,1,2,Image 1,2,1,100000004,510000000721,
0.349927,,Segment,1,1,Image 1,2,1,100000004,510000000727,
0.792149,,Segment,1,0,Image 1,1,1,100000004,510000000749,
0.489898,,Segment,1,2,Image 1,3,1,100000004,510000000771,
2.31386,,Segment,1,8,Image 1,2,1,100000001,510000000854,
2.09762,,Segment,1,7,Image 1,1,1,100000001,510000000863,
0.785957,,Segment,1,5,Image 1,1,1,100000001,510000000901,
7.61577,,Segment,1,8,Image 1,1,1,100000001,510000000904,
1.0198,,Segment,1,7,Image 1,2,1,100000001,510000000908,
0.458258,,Segment,1,6,Image 1,2,1,100000001,510000000917,
3.16666,,Segment,1,3,Image 1,2,1,100000001,510000000951,
1.2726,,Segment,1,6,Image 1,5,1,100000006,510000000980,
1.31298,,Segment,1,5,Image 1,4,1,100000006,510000001021,
0,,Segment,1,4,Image 1,3,1,100000006,510000001023,
1.34371,,Segment,1,3,Image 1,3,1,100000006,510000001028,
1.19226,,Segment,1,2,Image 1,3,1,100000006,510000001038,
0.489898,,Segment,1,1,Image 1,2,1,100000006,510000001052,
0.5,,Segment,1,0,Image 1,1,1,100000006,510000001058,
0.489898,,Segment,1,6,Image 1,4,1,100000006,510000001068,
0.821426,,Segment,1,4,Image 1,2,1,100000002,510000001101,
1.5,,Segment,1,3,Image 1,2,1,100000002,510000001104,
4.62435,,Segment,1,2,Image 1,2,1,100000002,510000001129,
1.40868,,Segment,1,1,Image 1,1,1,100000002,510000001144,
2.06155,,Segment,1,0,Image 1,1,1,100000002,510000001148,
0.618241,,Segment,1,3,Image 1,3,1,100000002,510000001190,
1,,Segment,1,4,Image 1,3,1,100000002,510000001193,
0.583212,,Segment,1,10,Image 1,2,1,100000006,510000001213,
0.687184,,Segment,1,8,Image 1,2,1,100000006,510000001219,
0.494872,,Segment,1,6,Image 1,2,1,100000006,510000001226,
0.471405,,Segment,1,5,Image 1,2,1,100000006,510000001228,
2.76036,,Segment,1,4,Image 1,2,1,100000006,510000001262,
5.45283,,Segment,1,3,Image 1,2,1,100000006,510000001276,
1.06249,,Segment,1,10,Image 1,3,1,100000006,510000001290,
0.471405,,Segment,1,9,Image 1,3,1,100000006,510000001295,
1.36359,,Segment,1,6,Image 1,3,1,100000006,510000001302,
0.451754,,Segment,1,5,Image 1,3,1,100000006,510000001308,
2.27761,,Segment,1,7,Image 1,3,1,100000006,510000001311,
0.471405,,Segment,1,8,Image 1,3,1,100000006,510000001313,
0.471405,,Segment,1,4,Image 1,3,1,100000006,510000001315,
0.471405,,Segment,1,5,Image 1,3,1,100000006,510000001320,
0.903508,,Segment,1,4,Image 1,4,1,100000006,510000001326,
1.87083,,Segment,1,2,Image 1,3,1,100000006,510000001329,
0.647059,,Segment,1,5,Image 1,3,1,100000004,510000001362,
0.632456,,Segment,1,3,Image 1,3,1,100000004,510000001387,
0.410326,,Segment,1,2,Image 1,3,1,100000004,510000001400,
0,,Segment,1,1,Image 1,2,1,100000004,510000001404,
0,,Segment,1,0,Image 1,1,1,100000004,510000001406,
0.632456,,Segment,1,5,Image 1,5,1,100000004,510000001435,
0.897527,,Segment,1,4,Image 1,4,1,100000004,510000001446,
1.24722,,Segment,1,5,Image 1,4,1,100000004,510000001448,
0.695971,,Segment,1,5,Image 1,4,1,100000004,510000001455,
1.27797,,Segment,1,10,Image 1,4,1,100000003,510000001505,
0.997775,,Segment,1,9,Image 1,4,1,100000003,510000001519,
0.704339,,Segment,1,8,Image 1,3,1,100000003,510000001534,
0.330719,,Segment,1,10,Image 1,5,1,100000003,510000001541,
0.4,,Segment,1,1,Image 1,2,1,100000005,510000001550,
