
Spine Attachment Pt Distance
 ==================== 
Spine Attachment Pt Distance,Unit,Category,Depth,Level,Time,FilamentID,ID,
18.3708,µm,Spine,3,3,1,100000002,610000006820,
28.8463,µm,Spine,10,3,1,100000003,610000006841,
28.8463,µm,Spine,10,3,1,100000003,610000006844,
9.19091,µm,Spine,1,2,1,100000002,610000006852,
9.19091,µm,Spine,1,2,1,100000002,610000006858,
9.19091,µm,Spine,1,2,1,100000002,610000006879,
28.7373,µm,Spine,3,3,1,100000001,610000006899,
20.5024,µm,Spine,5,2,1,100000001,610000006908,
15.1493,µm,Spine,4,1,1,100000002,610000006922,
1.46934,µm,Spine,1,1,1,100000004,610000006928,
18.3708,µm,Spine,3,3,1,100000002,610000006932,
9.19091,µm,Spine,1,2,1,100000002,610000006936,
54.385,µm,Spine,12,7,1,100000006,610000006941,
1.46934,µm,Spine,1,1,1,100000004,610000006955,
33.0641,µm,Spine,11,3,1,100000002,610000006957,
1.46934,µm,Spine,1,1,1,100000004,610000006969,
28.225,µm,Spine,6,3,1,100000001,610000006972,
11.4443,µm,Spine,2,3,1,100000004,610000006992,
29.4568,µm,Spine,8,3,1,100000001,610000007002,
3.69706,µm,Spine,1,1,1,100000004,610000007005,
13.6199,µm,Spine,2,2,1,100000004,610000007010,
7.5559,µm,Spine,2,1,1,100000002,610000007014,
1.46934,µm,Spine,1,1,1,100000004,610000007018,
0.635555,µm,Spine,0,1,1,100000004,610000007025,
7.74752,µm,Spine,2,2,1,100000004,610000007032,
19.6937,µm,Spine,4,1,1,100000002,610000007036,
7.24084,µm,Spine,1,2,1,100000004,610000007038,
28.3231,µm,Spine,1,1,1,100000005,610000007040,
18.3708,µm,Spine,3,3,1,100000002,610000007044,
31.1977,µm,Spine,8,4,1,100000001,610000007046,
18.1818,µm,Spine,5,2,1,100000002,610000007051,
6.63957,µm,Spine,3,2,1,100000001,610000007054,
23.1894,µm,Spine,7,3,1,100000001,610000007056,
30.7008,µm,Spine,7,4,1,100000001,610000007085,
1.30445,µm,Spine,0,1,1,100000004,610000007088,
1.46934,µm,Spine,1,1,1,100000004,610000007091,
31.7712,µm,Spine,10,4,1,100000003,610000007100,
0.306448,µm,Spine,0,1,1,100000004,610000007103,
31.6953,µm,Spine,10,2,1,100000006,610000007105,
17.7202,µm,Spine,5,3,1,100000004,610000007108,
28.1904,µm,Spine,8,4,1,100000001,610000007110,
10.3067,µm,Spine,3,1,1,100000001,610000007115,
4.85781,µm,Spine,0,1,1,100000002,610000007121,
8.64056,µm,Spine,1,1,1,100000002,610000007127,
2.63849,µm,Spine,0,1,1,100000004,610000007133,
5.0985,µm,Spine,1,1,1,100000002,610000007137,
1.42724,µm,Spine,0,1,1,100000004,610000007153,
1.10718,µm,Spine,0,1,1,100000002,610000007159,
7.13997,µm,Spine,2,2,1,100000001,610000007168,
10.9045,µm,Spine,3,2,1,100000002,610000007176,
29.3047,µm,Spine,7,3,1,100000001,610000007180,
0,µm,Spine,0,1,1,100000002,610000007185,
11.647,µm,Spine,3,2,1,100000002,610000007194,
7.29841,µm,Spine,0,1,1,100000004,610000007198,
7.59718,µm,Spine,0,1,1,100000002,610000007206,
15.1493,µm,Spine,4,1,1,100000002,610000007208,
0.819207,µm,Spine,0,1,1,100000005,610000007211,
0,µm,Spine,0,1,1,100000004,610000007215,
1.36869,µm,Spine,0,1,1,100000001,610000007217,
8.60073,µm,Spine,1,1,1,100000005,610000007219,
18.7051,µm,Spine,3,3,1,100000002,610000007221,
23.6483,µm,Spine,5,4,1,100000006,610000007226,
33.7204,µm,Spine,10,2,1,100000006,610000007233,
36.1046,µm,Spine,7,2,1,100000001,610000007236,
22.1171,µm,Spine,5,2,1,100000002,610000007242,
28.8575,µm,Spine,7,4,1,100000001,610000007244,
0.635555,µm,Spine,0,1,1,100000004,610000007246,
23.2147,µm,Spine,7,4,1,100000006,610000007255,
19.4347,µm,Spine,6,3,1,100000006,610000007258,
21.3222,µm,Spine,5,3,1,100000001,610000007261,
13.7113,µm,Spine,3,2,1,100000004,610000007265,
7.90928,µm,Spine,1,1,1,100000002,610000007267,
39.1771,µm,Spine,12,1,1,100000001,610000007269,
8.64214,µm,Spine,1,1,1,100000002,610000007271,
16.8481,µm,Spine,5,2,1,100000002,610000007277,
12.7892,µm,Spine,2,2,1,100000004,610000007281,
28.7373,µm,Spine,3,3,1,100000001,610000007286,
11.0288,µm,Spine,1,1,1,100000005,610000007288,
4.30725,µm,Spine,1,2,1,100000001,610000007291,
10.809,µm,Spine,1,1,1,100000002,610000007294,
27.1265,µm,Spine,8,3,1,100000001,610000007296,
2.17053,µm,Spine,0,1,1,100000001,610000007298,
15.994,µm,Spine,2,2,1,100000004,610000007300,
12.2508,µm,Spine,5,2,1,100000006,610000007306,
3.50404,µm,Spine,1,1,1,100000006,610000007308,
13.6199,µm,Spine,2,2,1,100000004,610000007312,
0,µm,Spine,0,1,1,100000002,610000007320,
4.51703,µm,Spine,0,1,1,100000002,610000007322,
1.46934,µm,Spine,1,1,1,100000004,610000007337,
0,µm,Spine,0,1,1,100000001,610000007341,
8.81676,µm,Spine,4,3,1,100000006,610000007347,
50.9836,µm,Spine,11,6,1,100000006,610000007351,
9.78575,µm,Spine,2,2,1,100000004,610000007353,
19.9426,µm,Spine,4,1,1,100000001,610000007362,
5.90733,µm,Spine,2,1,1,100000002,610000007365,
16.0326,µm,Spine,5,3,1,100000004,610000007371,
4.47748,µm,Spine,2,2,1,100000004,610000007381,
40.8814,µm,Spine,12,1,1,100000001,610000007383,
4.13129,µm,Spine,0,1,1,100000001,610000007385,
10.1337,µm,Spine,3,1,1,100000002,610000007396,
10.809,µm,Spine,1,1,1,100000002,610000007403,
11.647,µm,Spine,3,2,1,100000002,610000007408,
22.7187,µm,Spine,4,1,1,100000001,610000007411,
8.48623,µm,Spine,1,2,1,100000002,610000007419,
11.647,µm,Spine,3,2,1,100000002,610000007425,
22.4271,µm,Spine,8,3,1,100000006,610000007439,
4.57076,µm,Spine,1,2,1,100000002,610000007449,
0,µm,Spine,0,1,1,100000001,610000007451,
1.66033,µm,Spine,0,1,1,100000004,610000007454,
7.29841,µm,Spine,0,1,1,100000004,610000007459,
3.1377,µm,Spine,1,1,1,100000004,610000007461,
1.59095,µm,Spine,1,1,1,100000001,610000007465,
1.08007,µm,Spine,0,1,1,100000002,610000007475,
6.93685,µm,Spine,1,2,1,100000002,610000007479,
0,µm,Spine,0,1,1,100000002,610000007504,
7.4488,µm,Spine,2,3,1,100000002,610000007506,
16.6124,µm,Spine,5,3,1,100000001,610000007515,
5.90733,µm,Spine,2,1,1,100000002,610000007519,
24.5822,µm,Spine,6,2,1,100000001,610000007522,
6.8416,µm,Spine,2,2,1,100000002,610000007534,
11.647,µm,Spine,3,2,1,100000002,610000007551,
11.9281,µm,Spine,2,2,1,100000004,610000007556,
6.93685,µm,Spine,1,2,1,100000002,610000007559,
17.9223,µm,Spine,5,4,1,100000006,610000007566,
46.3414,µm,Spine,9,3,1,100000001,610000007569,
6.14842,µm,Spine,2,2,1,100000006,610000007589,
11.647,µm,Spine,3,2,1,100000002,610000007599,
11.647,µm,Spine,3,2,1,100000002,610000007607,
7.65629,µm,Spine,1,1,1,100000002,610000007626,
0,µm,Spine,0,1,1,100000002,610000007653,
9.38542,µm,Spine,2,1,1,100000002,610000007677,
11.2451,µm,Spine,3,3,1,100000006,610000007687,
5.35169,µm,Spine,1,1,1,100000000,610000007708,
4.61907,µm,Spine,0,1,1,100000000,610000007709,
2.28639,µm,Spine,0,1,1,100000000,610000007710,
1.40407,µm,Spine,0,1,1,100000000,610000007711,
4.76543,µm,Spine,0,1,1,100000000,610000007712,
3.96549,µm,Spine,0,1,1,100000000,610000007713,
20.4761,µm,Spine,3,2,1,100000001,610000007720,
18.4631,µm,Spine,3,2,1,100000001,610000007721,
28.012,µm,Spine,4,2,1,100000001,610000007722,
21.9244,µm,Spine,3,3,1,100000001,610000007723,
13.4061,µm,Spine,2,2,1,100000001,610000007724,
16.9405,µm,Spine,2,3,1,100000001,610000007725,
13.5409,µm,Spine,2,3,1,100000001,610000007726,
13.5409,µm,Spine,2,3,1,100000001,610000007727,
12.8018,µm,Spine,2,3,1,100000001,610000007728,
23.1894,µm,Spine,7,3,1,100000001,610000007729,
13.1802,µm,Spine,5,2,1,100000001,610000007730,
21.3222,µm,Spine,5,3,1,100000001,610000007731,
5.13172,µm,Spine,3,2,1,100000001,610000007732,
26.1353,µm,Spine,5,3,1,100000001,610000007735,
3.37467,µm,Spine,2,2,1,100000001,610000007736,
2.89838,µm,Spine,2,2,1,100000001,610000007737,
36.6734,µm,Spine,7,2,1,100000001,610000007738,
28.8305,µm,Spine,7,2,1,100000001,610000007739,
34.0563,µm,Spine,8,5,1,100000001,610000007740,
30.0704,µm,Spine,8,5,1,100000001,610000007741,
27.6177,µm,Spine,6,3,1,100000001,610000007742,
14.3123,µm,Spine,3,2,1,100000001,610000007743,
8.454,µm,Spine,4,1,1,100000001,610000007744,
4.5322,µm,Spine,3,1,1,100000001,610000007745,
3.89871,µm,Spine,2,1,1,100000001,610000007746,
7.09979,µm,Spine,1,2,1,100000001,610000007747,
1.59095,µm,Spine,1,1,1,100000001,610000007748,
27.1265,µm,Spine,8,3,1,100000001,610000007751,
28.8575,µm,Spine,7,4,1,100000001,610000007752,
24.154,µm,Spine,6,3,1,100000001,610000007753,
19.0623,µm,Spine,6,3,1,100000001,610000007754,
16.6124,µm,Spine,5,3,1,100000001,610000007755,
16.1245,µm,Spine,5,3,1,100000001,610000007756,
48.6267,µm,Spine,14,2,1,100000001,610000007757,
45.328,µm,Spine,13,2,1,100000001,610000007758,
45.3622,µm,Spine,13,1,1,100000001,610000007759,
28.2352,µm,Spine,8,1,1,100000001,610000007760,
55.7742,µm,Spine,12,5,1,100000001,610000007761,
53.2855,µm,Spine,10,4,1,100000001,610000007762,
44.2606,µm,Spine,8,2,1,100000001,610000007763,
2.56442,µm,Spine,0,1,1,100000001,610000007764,
33.8756,µm,Spine,4,4,1,100000001,610000007772,
29.3929,µm,Spine,3,3,1,100000001,610000007773,
16.9091,µm,Spine,3,3,1,100000001,610000007774,
14.2294,µm,Spine,3,2,1,100000001,610000007775,
9.25338,µm,Spine,1,1,1,100000001,610000007776,
8.26117,µm,Spine,1,1,1,100000001,610000007777,
2.07008,µm,Spine,0,1,1,100000001,610000007778,
0,µm,Spine,0,1,1,100000001,610000007779,
1.36869,µm,Spine,0,1,1,100000001,610000007785,
21.4308,µm,Spine,4,2,1,100000002,610000007786,
18.7051,µm,Spine,3,3,1,100000002,610000007787,
18.3708,µm,Spine,3,3,1,100000002,610000007788,
18.3708,µm,Spine,3,3,1,100000002,610000007789,
9.42656,µm,Spine,2,2,1,100000002,610000007790,
12.3159,µm,Spine,3,2,1,100000002,610000007791,
11.647,µm,Spine,3,2,1,100000002,610000007792,
5.15746,µm,Spine,1,1,1,100000002,610000007793,
2.94136,µm,Spine,1,1,1,100000002,610000007794,
8.43708,µm,Spine,2,2,1,100000002,610000007795,
8.56581,µm,Spine,2,3,1,100000002,610000007796,
3.02504,µm,Spine,1,2,1,100000002,610000007797,
8.64214,µm,Spine,1,1,1,100000002,610000007799,
5.03202,µm,Spine,0,1,1,100000002,610000007800,
4.36813,µm,Spine,0,1,1,100000002,610000007801,
2.5255,µm,Spine,0,1,1,100000002,610000007802,
1.4404,µm,Spine,0,1,1,100000002,610000007803,
23.3168,µm,Spine,6,2,1,100000002,610000007804,
10.3808,µm,Spine,2,1,1,100000002,610000007805,
10.3808,µm,Spine,2,1,1,100000002,610000007806,
8.40632,µm,Spine,2,2,1,100000002,610000007807,
36.673,µm,Spine,11,3,1,100000002,610000007808,
23.6024,µm,Spine,9,2,1,100000002,610000007809,
23.6024,µm,Spine,9,2,1,100000002,610000007810,
18.1818,µm,Spine,5,2,1,100000002,610000007811,
14.5469,µm,Spine,4,1,1,100000002,610000007812,
16.5782,µm,Spine,3,2,1,100000002,610000007813,
7.99904,µm,Spine,2,1,1,100000002,610000007814,
7.5559,µm,Spine,2,1,1,100000002,610000007815,
2.58957,µm,Spine,0,1,1,100000002,610000007816,
0.631844,µm,Spine,0,1,1,100000002,610000007817,
0,µm,Spine,0,1,1,100000002,610000007818,
0.4522,µm,Spine,0,1,1,100000002,610000007819,
0,µm,Spine,0,1,1,100000002,610000007820,
23.0212,µm,Spine,5,2,1,100000002,610000007823,
4.11215,µm,Spine,1,1,1,100000002,610000007824,
4.57076,µm,Spine,1,2,1,100000002,610000007825,
1.85121,µm,Spine,1,2,1,100000002,610000007826,
52.7665,µm,Spine,16,5,1,100000003,610000007833,
42.9715,µm,Spine,14,4,1,100000003,610000007834,
32.0897,µm,Spine,10,5,1,100000003,610000007835,
20.5322,µm,Spine,6,3,1,100000003,610000007836,
19.023,µm,Spine,6,3,1,100000003,610000007837,
19.488,µm,Spine,2,2,1,100000004,610000007839,
17.1623,µm,Spine,2,2,1,100000004,610000007840,
15.994,µm,Spine,2,2,1,100000004,610000007841,
