
Spine Attachment Pt Time Index
 ==================== 
Spine Attachment Pt Time Index,Unit,Category,Depth,Level,Time,FilamentID,ID,
1,,Spine,10,3,1,100000003,610000006844,
1,,Spine,5,2,1,100000001,610000006908,
1,,Spine,1,2,1,100000002,610000006936,
1,,Spine,12,7,1,100000006,610000006941,
1,,Spine,11,3,1,100000002,610000006957,
1,,Spine,6,3,1,100000001,610000006972,
1,,Spine,2,3,1,100000004,610000006992,
1,,Spine,8,3,1,100000001,610000007002,
1,,Spine,1,1,1,100000004,610000007005,
1,,Spine,2,2,1,100000004,610000007032,
1,,Spine,4,1,1,100000002,610000007036,
1,,Spine,1,2,1,100000004,610000007038,
1,,Spine,1,1,1,100000005,610000007040,
1,,Spine,8,4,1,100000001,610000007046,
1,,Spine,3,2,1,100000001,610000007054,
1,,Spine,7,4,1,100000001,610000007085,
1,,Spine,10,4,1,100000003,610000007100,
1,,Spine,0,1,1,100000004,610000007103,
1,,Spine,10,2,1,100000006,610000007105,
1,,Spine,5,3,1,100000004,610000007108,
1,,Spine,8,4,1,100000001,610000007110,
1,,Spine,0,1,1,100000002,610000007121,
1,,Spine,1,1,1,100000002,610000007127,
1,,Spine,0,1,1,100000004,610000007133,
1,,Spine,1,1,1,100000002,610000007137,
1,,Spine,0,1,1,100000002,610000007159,
1,,Spine,2,2,1,100000001,610000007168,
1,,Spine,3,2,1,100000002,610000007176,
1,,Spine,7,3,1,100000001,610000007180,
1,,Spine,0,1,1,100000002,610000007206,
1,,Spine,0,1,1,100000005,610000007211,
1,,Spine,1,1,1,100000005,610000007219,
1,,Spine,5,4,1,100000006,610000007226,
1,,Spine,10,2,1,100000006,610000007233,
1,,Spine,7,2,1,100000001,610000007236,
1,,Spine,5,2,1,100000002,610000007242,
1,,Spine,0,1,1,100000004,610000007246,
1,,Spine,7,4,1,100000006,610000007255,
1,,Spine,6,3,1,100000006,610000007258,
1,,Spine,3,2,1,100000004,610000007265,
1,,Spine,1,1,1,100000002,610000007267,
1,,Spine,12,1,1,100000001,610000007269,
1,,Spine,5,2,1,100000002,610000007277,
1,,Spine,3,3,1,100000001,610000007286,
1,,Spine,1,1,1,100000005,610000007288,
1,,Spine,1,2,1,100000001,610000007291,
1,,Spine,0,1,1,100000001,610000007298,
1,,Spine,5,2,1,100000006,610000007306,
1,,Spine,1,1,1,100000006,610000007308,
1,,Spine,2,2,1,100000004,610000007312,
1,,Spine,0,1,1,100000002,610000007322,
1,,Spine,4,3,1,100000006,610000007347,
1,,Spine,11,6,1,100000006,610000007351,
1,,Spine,2,2,1,100000004,610000007353,
1,,Spine,4,1,1,100000001,610000007362,
1,,Spine,5,3,1,100000004,610000007371,
1,,Spine,2,2,1,100000004,610000007381,
1,,Spine,12,1,1,100000001,610000007383,
1,,Spine,0,1,1,100000001,610000007385,
1,,Spine,1,1,1,100000002,610000007403,
1,,Spine,4,1,1,100000001,610000007411,
1,,Spine,1,2,1,100000002,610000007419,
1,,Spine,0,1,1,100000004,610000007454,
1,,Spine,1,1,1,100000004,610000007461,
1,,Spine,0,1,1,100000002,610000007475,
1,,Spine,2,3,1,100000002,610000007506,
1,,Spine,6,2,1,100000001,610000007522,
1,,Spine,2,2,1,100000002,610000007534,
1,,Spine,2,2,1,100000004,610000007556,
1,,Spine,1,2,1,100000002,610000007559,
1,,Spine,5,4,1,100000006,610000007566,
1,,Spine,9,3,1,100000001,610000007569,
1,,Spine,1,1,1,100000002,610000007626,
1,,Spine,2,1,1,100000002,610000007677,
1,,Spine,3,3,1,100000006,610000007687,
1,,Spine,2,2,1,,610000007941,
1,,Spine,6,3,1,,610000007941,
1,,Spine,0,1,1,,610000007941,
1,,Spine,1,1,1,,610000007941,
1,,Spine,4,2,1,,610000007941,
1,,Spine,6,3,1,,610000007942,
1,,Spine,0,1,1,,610000007942,
1,,Spine,2,3,1,,610000007942,
1,,Spine,3,3,1,,610000007942,
1,,Spine,2,2,1,,610000007943,
1,,Spine,0,1,1,,610000007943,
1,,Spine,1,2,1,,610000007943,
1,,Spine,10,5,1,,610000007943,
1,,Spine,2,2,1,,610000007944,
1,,Spine,0,1,1,,610000007944,
1,,Spine,2,3,1,,610000007944,
1,,Spine,1,1,1,,610000007944,
1,,Spine,1,2,1,,610000007944,
1,,Spine,14,4,1,,610000007944,
1,,Spine,2,2,1,,610000007945,
1,,Spine,0,1,1,,610000007945,
1,,Spine,1,1,1,,610000007945,
1,,Spine,1,2,1,,610000007945,
1,,Spine,16,5,1,,610000007945,
1,,Spine,2,2,1,,610000007946,
1,,Spine,3,2,1,,610000007946,
1,,Spine,2,3,1,,610000007946,
1,,Spine,1,1,1,,610000007946,
1,,Spine,1,2,1,,610000007946,
1,,Spine,2,2,1,,610000007947,
1,,Spine,3,2,1,,610000007947,
1,,Spine,2,3,1,,610000007947,
1,,Spine,1,2,1,,610000007947,
1,,Spine,2,2,1,,610000007948,
1,,Spine,3,2,1,,610000007948,
1,,Spine,10,3,1,,610000007948,
1,,Spine,6,2,1,,610000007949,
1,,Spine,3,2,1,,610000007949,
1,,Spine,3,3,1,,610000007949,
1,,Spine,1,2,1,,610000007949,
1,,Spine,0,1,1,,610000007950,
1,,Spine,3,2,1,,610000007950,
1,,Spine,3,3,1,,610000007950,
1,,Spine,3,3,1,,610000007951,
1,,Spine,14,2,1,,610000007951,
