
Segment Position
 ==================== 
Segment Position X,Segment Position Y,Segment Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
379.133,20889.7,1472.21,µm,Segment,Segment Position,0,1,1,100000006,510000000208,
278.798,20794.3,1470.52,µm,Segment,Segment Position,0,1,1,100000003,510000000497,
332.018,20833.8,1469.02,µm,Segment,Segment Position,0,1,1,100000001,510000000671,
385.889,20798,1474.43,µm,Segment,Segment Position,0,1,1,100000004,510000000749,
390.065,20884.7,1475.51,µm,Segment,Segment Position,0,1,1,100000006,510000001058,
389.75,20839.6,1466.57,µm,Segment,Segment Position,0,1,1,100000002,510000001148,
377.052,20794.9,1461.62,µm,Segment,Segment Position,0,1,1,100000004,510000001406,
306.542,20878,1468.97,µm,Segment,Segment Position,0,1,1,100000005,510000001583,
337.813,20841.5,1465.82,µm,Segment,Segment Position,0,1,1,100000001,510000001725,
329.669,20845,1472.99,µm,Segment,Segment Position,0,1,1,100000001,510000001872,
386.054,20891.5,1468.06,µm,Segment,Segment Position,0,1,1,100000006,510000001935,
338.429,20834.5,1466,µm,Segment,Segment Position,0,1,1,100000001,510000002106,
381.15,20831.1,1472.45,µm,Segment,Segment Position,0,1,1,100000002,510000002250,
381.869,20841.5,1473.42,µm,Segment,Segment Position,0,1,1,100000002,510000002719,
293.146,20876.2,1475.68,µm,Segment,Segment Position,0,1,1,100000005,510000002944,
300.734,20864.8,1465.69,µm,Segment,Segment Position,0,1,1,100000005,510000003210,
336.784,20831.9,1466.2,µm,Segment,Segment Position,0,1,1,100000001,510000003628,
385.968,20830.6,1474.37,µm,Segment,Segment Position,0,1,1,100000002,510000004357,
284.189,20846.3,1459.24,µm,Segment,Segment Position,0,1,1,100000000,510000004497,
385.947,20786.8,1463.29,µm,Segment,Segment Position,0,1,1,100000004,510000004685,
379.443,20790.7,1466.98,µm,Segment,Segment Position,0,1,1,100000004,510000005063,
383.173,20787.9,1472.36,µm,Segment,Segment Position,0,1,1,100000004,510000005138,
389.35,20840.9,1476.01,µm,Segment,Segment Position,0,1,1,100000002,510000005246,
378.829,20891.8,1472.74,µm,Segment,Segment Position,0,1,1,100000006,510000005277,
284.208,20844,1459.83,µm,Segment,Segment Position,0,1,1,100000000,510000005300,
277.867,20794.6,1468.84,µm,Segment,Segment Position,0,1,1,100000003,510000005321,
310.642,20872,1463.44,µm,Segment,Segment Position,0,1,1,100000005,510000005373,
279.791,20790.3,1477.64,µm,Segment,Segment Position,0,1,1,100000003,510000005529,
384.372,20795.2,1458.51,µm,Segment,Segment Position,0,1,1,100000004,510000005583,
274.37,20794.6,1466.27,µm,Segment,Segment Position,0,1,1,100000003,510000005600,
331.678,20839.3,1470.98,µm,Segment,Segment Position,0,1,1,100000001,510000005655,
304.085,20870.3,1477.56,µm,Segment,Segment Position,0,1,1,100000005,510000005667,
304.337,20867,1467.01,µm,Segment,Segment Position,0,1,1,100000005,510000005671,
378.563,20832.1,1477.08,µm,Segment,Segment Position,0,1,1,100000002,510000005704,
