
Spine Part Volume Neck
 ==================== 
Spine Part Volume Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.255133,µm^3,Spine,Spine Part Volume,3,3,1,100000002,610000006820,
1.5321,µm^3,Spine,Spine Part Volume,0,1,1,100000006,610000006838,
0.129184,µm^3,Spine,Spine Part Volume,10,3,1,100000003,610000006841,
0.124332,µm^3,Spine,Spine Part Volume,10,3,1,100000003,610000006844,
0.594394,µm^3,Spine,Spine Part Volume,1,2,1,100000002,610000006852,
0.784484,µm^3,Spine,Spine Part Volume,1,2,1,100000002,610000006858,
1.2312,µm^3,Spine,Spine Part Volume,0,1,1,100000006,610000006873,
0.672947,µm^3,Spine,Spine Part Volume,1,2,1,100000002,610000006879,
0.541247,µm^3,Spine,Spine Part Volume,0,1,1,100000006,610000006891,
0.423503,µm^3,Spine,Spine Part Volume,3,3,1,100000001,610000006899,
0.18974,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000006906,
0,µm^3,Spine,Spine Part Volume,5,2,1,100000001,610000006908,
0.357064,µm^3,Spine,Spine Part Volume,0,1,1,100000006,610000006919,
0.111811,µm^3,Spine,Spine Part Volume,4,1,1,100000002,610000006922,
0.320317,µm^3,Spine,Spine Part Volume,1,1,1,100000004,610000006928,
0,µm^3,Spine,Spine Part Volume,3,3,1,100000002,610000006932,
0,µm^3,Spine,Spine Part Volume,1,2,1,100000002,610000006936,
0.331793,µm^3,Spine,Spine Part Volume,12,7,1,100000006,610000006941,
0.950419,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000006950,
0.142124,µm^3,Spine,Spine Part Volume,1,1,1,100000004,610000006955,
0,µm^3,Spine,Spine Part Volume,11,3,1,100000002,610000006957,
0.0896601,µm^3,Spine,Spine Part Volume,0,1,1,100000006,610000006963,
0.569237,µm^3,Spine,Spine Part Volume,1,1,1,100000004,610000006969,
0.281059,µm^3,Spine,Spine Part Volume,6,3,1,100000001,610000006972,
0.138268,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000006978,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000006983,
0,µm^3,Spine,Spine Part Volume,16,5,1,100000003,610000006988,
0,µm^3,Spine,Spine Part Volume,2,3,1,100000004,610000006992,
0.086829,µm^3,Spine,Spine Part Volume,16,5,1,100000003,610000006996,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000005,610000007000,
0,µm^3,Spine,Spine Part Volume,8,3,1,100000001,610000007002,
0.0625667,µm^3,Spine,Spine Part Volume,1,1,1,100000004,610000007005,
0.461061,µm^3,Spine,Spine Part Volume,2,2,1,100000004,610000007010,
0,µm^3,Spine,Spine Part Volume,2,1,1,100000002,610000007014,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000004,610000007018,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000007021,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000004,610000007025,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000006,610000007030,
0,µm^3,Spine,Spine Part Volume,2,2,1,100000004,610000007032,
0,µm^3,Spine,Spine Part Volume,4,1,1,100000002,610000007036,
0,µm^3,Spine,Spine Part Volume,1,2,1,100000004,610000007038,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000005,610000007040,
0,µm^3,Spine,Spine Part Volume,3,3,1,100000002,610000007044,
0,µm^3,Spine,Spine Part Volume,8,4,1,100000001,610000007046,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000006,610000007049,
0,µm^3,Spine,Spine Part Volume,5,2,1,100000002,610000007051,
0.293466,µm^3,Spine,Spine Part Volume,3,2,1,100000001,610000007054,
0,µm^3,Spine,Spine Part Volume,7,3,1,100000001,610000007056,
0,µm^3,Spine,Spine Part Volume,2,1,1,100000004,610000007061,
0.051579,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000007065,
