
Soma Position X
 ==================== 
Soma Position X,Unit,Category,Collection,Time,FilamentID,ID,
277.278,µm,Soma,Soma Position,1,100000000,800000000,
335.149,µm,Soma,Soma Position,1,100000001,800000001,
383.388,µm,Soma,Soma Position,1,100000002,800000002,
275.126,µm,Soma,Soma Position,1,100000003,800000003,
381.97,µm,Soma,Soma Position,1,100000004,800000004,
306.618,µm,Soma,Soma Position,1,100000005,800000005,
383.965,µm,Soma,Soma Position,1,100000006,800000006,
