
Spine Attachment Pt Position Y
 ==================== 
Spine Attachment Pt Position Y,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
20809,µm,Spine,Spine Attachment Pt Position,7,2,1,100000001,610000007236,
20817.3,µm,Spine,Spine Attachment Pt Position,5,2,1,100000002,610000007242,
20796.8,µm,Spine,Spine Attachment Pt Position,0,1,1,100000004,610000007246,
20876.4,µm,Spine,Spine Attachment Pt Position,7,4,1,100000006,610000007255,
20878.2,µm,Spine,Spine Attachment Pt Position,6,3,1,100000006,610000007258,
20786.6,µm,Spine,Spine Attachment Pt Position,3,2,1,100000004,610000007265,
20825.1,µm,Spine,Spine Attachment Pt Position,1,1,1,100000002,610000007267,
20870.4,µm,Spine,Spine Attachment Pt Position,12,1,1,100000001,610000007269,
20836.8,µm,Spine,Spine Attachment Pt Position,5,2,1,100000002,610000007277,
20854.8,µm,Spine,Spine Attachment Pt Position,3,3,1,100000001,610000007286,
20875,µm,Spine,Spine Attachment Pt Position,1,1,1,100000005,610000007288,
20836.7,µm,Spine,Spine Attachment Pt Position,1,2,1,100000001,610000007291,
20841.8,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000007298,
20878.7,µm,Spine,Spine Attachment Pt Position,5,2,1,100000006,610000007306,
20891.7,µm,Spine,Spine Attachment Pt Position,1,1,1,100000006,610000007308,
20801.9,µm,Spine,Spine Attachment Pt Position,2,2,1,100000004,610000007312,
20830.4,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000007322,
20881,µm,Spine,Spine Attachment Pt Position,4,3,1,100000006,610000007347,
20898.8,µm,Spine,Spine Attachment Pt Position,11,6,1,100000006,610000007351,
20800,µm,Spine,Spine Attachment Pt Position,2,2,1,100000004,610000007353,
20855.8,µm,Spine,Spine Attachment Pt Position,4,1,1,100000001,610000007362,
20802.5,µm,Spine,Spine Attachment Pt Position,5,3,1,100000004,610000007371,
20793.9,µm,Spine,Spine Attachment Pt Position,2,2,1,100000004,610000007381,
20871.6,µm,Spine,Spine Attachment Pt Position,12,1,1,100000001,610000007383,
20845.8,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000007385,
20840.7,µm,Spine,Spine Attachment Pt Position,1,1,1,100000002,610000007403,
20858.1,µm,Spine,Spine Attachment Pt Position,4,1,1,100000001,610000007411,
20827.5,µm,Spine,Spine Attachment Pt Position,1,2,1,100000002,610000007419,
20794.1,µm,Spine,Spine Attachment Pt Position,0,1,1,100000004,610000007454,
20788.3,µm,Spine,Spine Attachment Pt Position,1,1,1,100000004,610000007461,
20839.4,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000007475,
20837.1,µm,Spine,Spine Attachment Pt Position,2,3,1,100000002,610000007506,
20814.8,µm,Spine,Spine Attachment Pt Position,6,2,1,100000001,610000007522,
20840.7,µm,Spine,Spine Attachment Pt Position,2,2,1,100000002,610000007534,
20801.6,µm,Spine,Spine Attachment Pt Position,2,2,1,100000004,610000007556,
20825.8,µm,Spine,Spine Attachment Pt Position,1,2,1,100000002,610000007559,
20880.1,µm,Spine,Spine Attachment Pt Position,5,4,1,100000006,610000007566,
20874,µm,Spine,Spine Attachment Pt Position,9,3,1,100000001,610000007569,
20825.4,µm,Spine,Spine Attachment Pt Position,1,1,1,100000002,610000007626,
20839.1,µm,Spine,Spine Attachment Pt Position,2,1,1,100000002,610000007677,
20879.6,µm,Spine,Spine Attachment Pt Position,3,3,1,100000006,610000007687,
20839,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000007941,
20800,µm,Spine,Spine Attachment Pt Position,6,3,1,,610000007941,
20843.4,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000007941,
20890.3,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000007941,
20820.9,µm,Spine,Spine Attachment Pt Position,4,2,1,,610000007941,
20800.1,µm,Spine,Spine Attachment Pt Position,6,3,1,,610000007942,
20843.6,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000007942,
20836.5,µm,Spine,Spine Attachment Pt Position,2,3,1,,610000007942,
20821.7,µm,Spine,Spine Attachment Pt Position,3,3,1,,610000007942,
20827.3,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000007943,
20846,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000007943,
20839.5,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000007943,
20802.1,µm,Spine,Spine Attachment Pt Position,10,5,1,,610000007943,
20801.7,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000007944,
20846.3,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000007944,
20824.3,µm,Spine,Spine Attachment Pt Position,2,3,1,,610000007944,
20839.7,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000007944,
20890.3,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000007944,
20820.8,µm,Spine,Spine Attachment Pt Position,14,4,1,,610000007944,
20802.7,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000007945,
20847,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000007945,
20839.8,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000007945,
20890.8,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000007945,
20811.4,µm,Spine,Spine Attachment Pt Position,16,5,1,,610000007945,
20803.1,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000007946,
20837.9,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000007946,
20825.5,µm,Spine,Spine Attachment Pt Position,2,3,1,,610000007946,
20847.3,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000007946,
20890.7,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000007946,
20804.3,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000007947,
20838.1,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000007947,
20826.1,µm,Spine,Spine Attachment Pt Position,2,3,1,,610000007947,
20890.3,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000007947,
20843.1,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000007948,
20838.4,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000007948,
20872.4,µm,Spine,Spine Attachment Pt Position,10,3,1,,610000007948,
20879.2,µm,Spine,Spine Attachment Pt Position,6,2,1,,610000007949,
20837.9,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000007949,
20850.8,µm,Spine,Spine Attachment Pt Position,3,3,1,,610000007949,
20794.8,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000007949,
20842.1,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000007950,
20885.2,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000007950,
20793,µm,Spine,Spine Attachment Pt Position,3,3,1,,610000007950,
20850.6,µm,Spine,Spine Attachment Pt Position,3,3,1,,610000007951,
20876.8,µm,Spine,Spine Attachment Pt Position,14,2,1,,610000007951,
20896.1,µm,Spine,Spine Attachment Pt Position,9,6,1,,610000007951,
20793.4,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000007952,
20901.6,µm,Spine,Spine Attachment Pt Position,12,6,1,,610000007952,
20850.4,µm,Spine,Spine Attachment Pt Position,4,2,1,,610000007952,
20874.8,µm,Spine,Spine Attachment Pt Position,13,2,1,,610000007952,
20793.7,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000007953,
20900.1,µm,Spine,Spine Attachment Pt Position,12,6,1,,610000007953,
20827.6,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000007953,
20873.3,µm,Spine,Spine Attachment Pt Position,13,1,1,,610000007953,
20796.6,µm,Spine,Spine Attachment Pt Position,2,3,1,,610000007954,
20829.6,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000007954,
20899.5,µm,Spine,Spine Attachment Pt Position,11,6,1,,610000007954,
20828.5,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000007955,
20803.3,µm,Spine,Spine Attachment Pt Position,5,3,1,,610000007955,
20881.2,µm,Spine,Spine Attachment Pt Position,12,5,1,,610000007955,
20899,µm,Spine,Spine Attachment Pt Position,11,6,1,,610000007955,
20817.5,µm,Spine,Spine Attachment Pt Position,5,2,1,,610000007956,
20880.5,µm,Spine,Spine Attachment Pt Position,10,4,1,,610000007956,
20895.5,µm,Spine,Spine Attachment Pt Position,10,7,1,,610000007956,
20843.8,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000007957,
20782,µm,Spine,Spine Attachment Pt Position,3,1,1,,610000007957,
20872.1,µm,Spine,Spine Attachment Pt Position,8,2,1,,610000007957,
20894.8,µm,Spine,Spine Attachment Pt Position,11,8,1,,610000007957,
20782.8,µm,Spine,Spine Attachment Pt Position,2,1,1,,610000007958,
20883.5,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000007958,
20847.9,µm,Spine,Spine Attachment Pt Position,5,3,1,,610000007958,
20785,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000007959,
20840.2,µm,Spine,Spine Attachment Pt Position,2,1,1,,610000007959,
20882.4,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000007959,
20848.1,µm,Spine,Spine Attachment Pt Position,5,3,1,,610000007959,
20848.2,µm,Spine,Spine Attachment Pt Position,6,3,1,,610000007960,
20841.1,µm,Spine,Spine Attachment Pt Position,6,2,1,,610000007960,
20785.2,µm,Spine,Spine Attachment Pt Position,4,2,1,,610000007960,
20881.7,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000007960,
20848.4,µm,Spine,Spine Attachment Pt Position,6,3,1,,610000007961,
20796.4,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000007961,
20879.4,µm,Spine,Spine Attachment Pt Position,4,3,1,,610000007962,
20846.6,µm,Spine,Spine Attachment Pt Position,7,4,1,,610000007962,
20832.4,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000007962,
20880.8,µm,Spine,Spine Attachment Pt Position,4,3,1,,610000007963,
20849.1,µm,Spine,Spine Attachment Pt Position,8,3,1,,610000007963,
20830.7,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000007963,
20796.1,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000007964,
20827.3,µm,Spine,Spine Attachment Pt Position,2,1,1,,610000007964,
20845,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000007965,
20827.1,µm,Spine,Spine Attachment Pt Position,2,1,1,,610000007965,
20827.6,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000007966,
20846.8,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000007966,
20822.4,µm,Spine,Spine Attachment Pt Position,4,1,1,,610000007967,
20847,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000007967,
20881.1,µm,Spine,Spine Attachment Pt Position,3,3,1,,610000007967,
20785.3,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000007967,
20821.9,µm,Spine,Spine Attachment Pt Position,5,2,1,,610000007968,
20881.4,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000007968,
20847.5,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000007968,
20881,µm,Spine,Spine Attachment Pt Position,2,3,1,,610000007969,
20784.8,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000007969,
20847.8,µm,Spine,Spine Attachment Pt Position,3,3,1,,610000007969,
20880.5,µm,Spine,Spine Attachment Pt Position,2,3,1,,610000007970,
20855.2,µm,Spine,Spine Attachment Pt Position,3,3,1,,610000007970,
20817.4,µm,Spine,Spine Attachment Pt Position,9,2,1,,610000007970,
20810,µm,Spine,Spine Attachment Pt Position,11,3,1,,610000007971,
20857.2,µm,Spine,Spine Attachment Pt Position,4,4,1,,610000007971,
20873.7,µm,Spine,Spine Attachment Pt Position,3,4,1,,610000007971,
20877.2,µm,Spine,Spine Attachment Pt Position,4,4,1,,610000007972,
20839.6,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000007972,
20833.6,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000007972,
20840.3,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000007973,
20824.8,µm,Spine,Spine Attachment Pt Position,5,3,1,,610000007973,
20875.2,µm,Spine,Spine Attachment Pt Position,8,4,1,,610000007973,
20833.6,µm,Spine,Spine Attachment Pt Position,5,2,1,,610000007974,
20876,µm,Spine,Spine Attachment Pt Position,7,4,1,,610000007974,
20841.1,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000007974,
20877.9,µm,Spine,Spine Attachment Pt Position,6,3,1,,610000007975,
20841.3,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000007975,
20835.2,µm,Spine,Spine Attachment Pt Position,7,3,1,,610000007975,
20832.5,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000007976,
20877.1,µm,Spine,Spine Attachment Pt Position,5,4,1,,610000007977,
20808.9,µm,Spine,Spine Attachment Pt Position,7,2,1,,610000007978,
20833.6,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000007978,
20892.6,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000007978,
20811,µm,Spine,Spine Attachment Pt Position,7,2,1,,610000007979,
20893.3,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000007979,
20810.5,µm,Spine,Spine Attachment Pt Position,8,5,1,,610000007980,
20894.1,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000007980,
20887.1,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000007981,
20811.4,µm,Spine,Spine Attachment Pt Position,8,5,1,,610000007981,
20812.6,µm,Spine,Spine Attachment Pt Position,6,3,1,,610000007982,
20821.5,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000007983,
20830.8,µm,Spine,Spine Attachment Pt Position,4,1,1,,610000007984,
20829.2,µm,Spine,Spine Attachment Pt Position,2,1,1,,610000007986,
20829.6,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000007987,
20829.2,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000007988,
20815.6,µm,Spine,Spine Attachment Pt Position,5,3,1,,610000007989,
20839.2,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000007990,
