
Segment Center Number of Voxel Ch=3 Img=1
 ==================== 
Segment Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
21,,Segment,3,12,Image 1,8,1,100000006,510000000026,
7,,Segment,3,11,Image 1,8,1,100000006,510000000032,
19,,Segment,3,10,Image 1,7,1,100000006,510000000050,
64,,Segment,3,9,Image 1,6,1,100000006,510000000113,
15,,Segment,3,8,Image 1,5,1,100000006,510000000127,
10,,Segment,3,7,Image 1,4,1,100000006,510000000136,
33,,Segment,3,5,Image 1,4,1,100000006,510000000169,
4,,Segment,3,4,Image 1,3,1,100000006,510000000172,
4,,Segment,3,3,Image 1,3,1,100000006,510000000175,
21,,Segment,3,1,Image 1,2,1,100000006,510000000196,
2,,Segment,3,0,Image 1,1,1,100000006,510000000208,
15,,Segment,3,12,Image 1,6,1,100000006,510000000235,
12,,Segment,3,11,Image 1,6,1,100000006,510000000246,
3,,Segment,3,10,Image 1,6,1,100000006,510000000248,
6,,Segment,3,12,Image 1,7,1,100000006,510000000253,
10,,Segment,3,11,Image 1,7,1,100000006,510000000262,
3,,Segment,3,12,Image 1,9,1,100000006,510000000264,
13,,Segment,3,11,Image 1,7,1,100000006,510000000276,
7,,Segment,3,9,Image 1,5,1,100000006,510000000282,
3,,Segment,3,8,Image 1,4,1,100000006,510000000284,
5,,Segment,3,6,Image 1,5,1,100000006,510000000288,
5,,Segment,3,7,Image 1,5,1,100000006,510000000292,
34,,Segment,3,17,Image 1,6,1,100000003,510000000325,
19,,Segment,3,16,Image 1,5,1,100000003,510000000343,
19,,Segment,3,15,Image 1,4,1,100000003,510000000361,
5,,Segment,3,14,Image 1,4,1,100000003,510000000365,
17,,Segment,3,13,Image 1,4,1,100000003,510000000381,
5,,Segment,3,12,Image 1,3,1,100000003,510000000385,
4,,Segment,3,11,Image 1,3,1,100000003,510000000388,
36,,Segment,3,10,Image 1,3,1,100000003,510000000423,
10,,Segment,3,9,Image 1,3,1,100000003,510000000432,
4,,Segment,3,7,Image 1,2,1,100000003,510000000436,
9,,Segment,3,6,Image 1,2,1,100000003,510000000444,
9,,Segment,3,5,Image 1,2,1,100000003,510000000452,
3,,Segment,3,4,Image 1,2,1,100000003,510000000454,
