
Spine Center Intensity Max Ch=2 Img=1
 ==================== 
Spine Center Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
109,,Spine,2,3,Image 1,3,1,100000002,610000006820,
65,,Spine,2,0,Image 1,1,1,100000006,610000006838,
50,,Spine,2,10,Image 1,3,1,100000003,610000006841,
50,,Spine,2,10,Image 1,3,1,100000003,610000006844,
70,,Spine,2,1,Image 1,2,1,100000002,610000006852,
63,,Spine,2,1,Image 1,2,1,100000002,610000006858,
65,,Spine,2,0,Image 1,1,1,100000006,610000006873,
73,,Spine,2,1,Image 1,2,1,100000002,610000006879,
69,,Spine,2,0,Image 1,1,1,100000006,610000006891,
76,,Spine,2,3,Image 1,3,1,100000001,610000006899,
80,,Spine,2,0,Image 1,1,1,100000001,610000006906,
31,,Spine,2,5,Image 1,2,1,100000001,610000006908,
70,,Spine,2,0,Image 1,1,1,100000006,610000006919,
23,,Spine,2,4,Image 1,1,1,100000002,610000006922,
60,,Spine,2,1,Image 1,1,1,100000004,610000006928,
56,,Spine,2,3,Image 1,3,1,100000002,610000006932,
63,,Spine,2,1,Image 1,2,1,100000002,610000006936,
39,,Spine,2,12,Image 1,7,1,100000006,610000006941,
85,,Spine,2,0,Image 1,1,1,100000002,610000006950,
62,,Spine,2,1,Image 1,1,1,100000004,610000006955,
55,,Spine,2,11,Image 1,3,1,100000002,610000006957,
50,,Spine,2,0,Image 1,1,1,100000006,610000006963,
60,,Spine,2,1,Image 1,1,1,100000004,610000006969,
49,,Spine,2,6,Image 1,3,1,100000001,610000006972,
75,,Spine,2,0,Image 1,1,1,100000002,610000006978,
54,,Spine,2,0,Image 1,1,1,100000001,610000006983,
38,,Spine,2,10,Image 1,5,1,100000003,610000006988,
46,,Spine,2,2,Image 1,3,1,100000004,610000006992,
33,,Spine,2,10,Image 1,5,1,100000003,610000006996,
22,,Spine,2,0,Image 1,1,1,100000005,610000007000,
41,,Spine,2,8,Image 1,3,1,100000001,610000007002,
81,,Spine,2,1,Image 1,1,1,100000004,610000007005,
62,,Spine,2,2,Image 1,2,1,100000004,610000007010,
83,,Spine,2,2,Image 1,1,1,100000002,610000007014,
60,,Spine,2,1,Image 1,1,1,100000004,610000007018,
42,,Spine,2,0,Image 1,1,1,100000001,610000007021,
86,,Spine,2,0,Image 1,1,1,100000004,610000007025,
