
Spine Position Y
 ==================== 
Spine Position Y,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
20851.1,µm,Spine,Spine Position,3,3,1,100000002,610000006820,
20893.3,µm,Spine,Spine Position,0,1,1,100000006,610000006838,
20809.4,µm,Spine,Spine Position,10,3,1,100000003,610000006841,
20809.3,µm,Spine,Spine Position,10,3,1,100000003,610000006844,
20843.2,µm,Spine,Spine Position,1,2,1,100000002,610000006852,
20843,µm,Spine,Spine Position,1,2,1,100000002,610000006858,
20893,µm,Spine,Spine Position,0,1,1,100000006,610000006873,
20843,µm,Spine,Spine Position,1,2,1,100000002,610000006879,
20892.7,µm,Spine,Spine Position,0,1,1,100000006,610000006891,
20853.6,µm,Spine,Spine Position,3,3,1,100000001,610000006899,
20836.2,µm,Spine,Spine Position,0,1,1,100000001,610000006906,
20836.8,µm,Spine,Spine Position,5,2,1,100000001,610000006908,
20892.6,µm,Spine,Spine Position,0,1,1,100000006,610000006919,
20835.9,µm,Spine,Spine Position,4,1,1,100000002,610000006922,
20789.1,µm,Spine,Spine Position,1,1,1,100000004,610000006928,
20850.7,µm,Spine,Spine Position,3,3,1,100000002,610000006932,
20842.7,µm,Spine,Spine Position,1,2,1,100000002,610000006936,
20901,µm,Spine,Spine Position,12,7,1,100000006,610000006941,
20841.9,µm,Spine,Spine Position,0,1,1,100000002,610000006950,
20789.4,µm,Spine,Spine Position,1,1,1,100000004,610000006955,
20813.3,µm,Spine,Spine Position,11,3,1,100000002,610000006957,
20889.7,µm,Spine,Spine Position,0,1,1,100000006,610000006963,
20789.9,µm,Spine,Spine Position,1,1,1,100000004,610000006969,
20812,µm,Spine,Spine Position,6,3,1,100000001,610000006972,
20841.8,µm,Spine,Spine Position,0,1,1,100000002,610000006978,
20841.7,µm,Spine,Spine Position,0,1,1,100000001,610000006983,
20792.8,µm,Spine,Spine Position,16,5,1,100000003,610000006988,
20800,µm,Spine,Spine Position,2,3,1,100000004,610000006992,
20792.7,µm,Spine,Spine Position,16,5,1,100000003,610000006996,
20869,µm,Spine,Spine Position,0,1,1,100000005,610000007000,
20850,µm,Spine,Spine Position,8,3,1,100000001,610000007002,
20783.9,µm,Spine,Spine Position,1,1,1,100000004,610000007005,
20801.3,µm,Spine,Spine Position,2,2,1,100000004,610000007010,
20827,µm,Spine,Spine Position,2,1,1,100000002,610000007014,
20789.4,µm,Spine,Spine Position,1,1,1,100000004,610000007018,
20840.8,µm,Spine,Spine Position,0,1,1,100000001,610000007021,
20796.9,µm,Spine,Spine Position,0,1,1,100000004,610000007025,
20890,µm,Spine,Spine Position,0,1,1,100000006,610000007030,
20784.5,µm,Spine,Spine Position,2,2,1,100000004,610000007032,
20816.6,µm,Spine,Spine Position,4,1,1,100000002,610000007036,
20799.3,µm,Spine,Spine Position,1,2,1,100000004,610000007038,
20883.1,µm,Spine,Spine Position,1,1,1,100000005,610000007040,
20850.8,µm,Spine,Spine Position,3,3,1,100000002,610000007044,
20811.6,µm,Spine,Spine Position,8,4,1,100000001,610000007046,
20886.9,µm,Spine,Spine Position,0,1,1,100000006,610000007049,
20822.2,µm,Spine,Spine Position,5,2,1,100000002,610000007051,
20827.5,µm,Spine,Spine Position,3,2,1,100000001,610000007054,
20835.2,µm,Spine,Spine Position,7,3,1,100000001,610000007056,
20790.4,µm,Spine,Spine Position,2,1,1,100000004,610000007061,
20833.1,µm,Spine,Spine Position,0,1,1,100000001,610000007065,
20888.4,µm,Spine,Spine Position,0,1,1,100000006,610000007070,
20841.9,µm,Spine,Spine Position,0,1,1,100000002,610000007076,
20885.5,µm,Spine,Spine Position,0,1,1,100000006,610000007079,
20833.6,µm,Spine,Spine Position,0,1,1,100000002,610000007083,
20845.3,µm,Spine,Spine Position,7,4,1,100000001,610000007085,
20796.9,µm,Spine,Spine Position,0,1,1,100000004,610000007088,
20789.7,µm,Spine,Spine Position,1,1,1,100000004,610000007091,
20888.6,µm,Spine,Spine Position,0,1,1,100000006,610000007094,
20801.9,µm,Spine,Spine Position,10,4,1,100000003,610000007100,
20796.6,µm,Spine,Spine Position,0,1,1,100000004,610000007103,
20876.8,µm,Spine,Spine Position,10,2,1,100000006,610000007105,
20803.9,µm,Spine,Spine Position,5,3,1,100000004,610000007108,
20840,µm,Spine,Spine Position,8,4,1,100000001,610000007110,
20846,µm,Spine,Spine Position,1,1,1,100000000,610000007112,
20846.5,µm,Spine,Spine Position,3,1,1,100000001,610000007115,
20833.4,µm,Spine,Spine Position,0,1,1,100000002,610000007119,
20841,µm,Spine,Spine Position,0,1,1,100000002,610000007121,
20887.7,µm,Spine,Spine Position,0,1,1,100000006,610000007124,
20824.4,µm,Spine,Spine Position,1,1,1,100000002,610000007127,
20890.2,µm,Spine,Spine Position,0,1,1,100000006,610000007130,
20794.9,µm,Spine,Spine Position,0,1,1,100000004,610000007133,
20842.9,µm,Spine,Spine Position,1,1,1,100000002,610000007137,
20842.2,µm,Spine,Spine Position,0,1,1,100000002,610000007146,
20841.8,µm,Spine,Spine Position,0,1,1,100000002,610000007151,
20797.5,µm,Spine,Spine Position,0,1,1,100000004,610000007153,
20892,µm,Spine,Spine Position,0,1,1,100000006,610000007156,
20841.9,µm,Spine,Spine Position,0,1,1,100000002,610000007159,
20834.3,µm,Spine,Spine Position,0,1,1,100000002,610000007165,
20845,µm,Spine,Spine Position,2,2,1,100000001,610000007168,
20837.5,µm,Spine,Spine Position,3,2,1,100000002,610000007176,
