
Intensity Max Ch=4 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
32,,Surface,4,Image 1,1,0,
138,,Surface,4,Image 1,1,1,
81,,Surface,4,Image 1,1,2,
90,,Surface,4,Image 1,1,3,
113,,Surface,4,Image 1,1,4,
52,,Surface,4,Image 1,1,5,
140,,Surface,4,Image 1,1,6,
