
Soma Intensity Max Ch=1 Img=1
 ==================== 
Soma Intensity Max,Unit,Category,Channel,Image,Time,FilamentID,ID,
20,,Soma,1,Image 1,1,100000000,800000000,
7,,Soma,1,Image 1,1,100000001,800000001,
34,,Soma,1,Image 1,1,100000002,800000002,
25,,Soma,1,Image 1,1,100000003,800000003,
8,,Soma,1,Image 1,1,100000004,800000004,
17,,Soma,1,Image 1,1,100000005,800000005,
140,,Soma,1,Image 1,1,100000006,800000006,
