
Intensity Sum of Square Ch=1 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,ID,
131573,,Surface,1,Image 1,1,0,
6.694e+07,,Surface,1,Image 1,1,1,
1.22118e+07,,Surface,1,Image 1,1,2,
5.88317e+06,,Surface,1,Image 1,1,3,
9.12228e+06,,Surface,1,Image 1,1,4,
2.1884e+06,,Surface,1,Image 1,1,5,
2.49777e+07,,Surface,1,Image 1,1,6,
