
Spine Mean Diameter
 ==================== 
Spine Mean Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.639115,µm,Spine,3,3,1,100000002,610000006820,
0.94762,µm,Spine,0,1,1,100000006,610000006838,
0.709821,µm,Spine,10,3,1,100000003,610000006841,
0.743391,µm,Spine,10,3,1,100000003,610000006844,
0.814802,µm,Spine,1,2,1,100000002,610000006852,
0.918058,µm,Spine,1,2,1,100000002,610000006858,
0.988024,µm,Spine,0,1,1,100000006,610000006873,
0.874873,µm,Spine,1,2,1,100000002,610000006879,
1.03339,µm,Spine,0,1,1,100000006,610000006891,
0.916007,µm,Spine,3,3,1,100000001,610000006899,
0.568864,µm,Spine,0,1,1,100000001,610000006906,
0.705662,µm,Spine,5,2,1,100000001,610000006908,
1.07687,µm,Spine,0,1,1,100000006,610000006919,
1.02058,µm,Spine,4,1,1,100000002,610000006922,
0.635441,µm,Spine,1,1,1,100000004,610000006928,
0.690897,µm,Spine,3,3,1,100000002,610000006932,
0.913286,µm,Spine,1,2,1,100000002,610000006936,
1.03875,µm,Spine,12,7,1,100000006,610000006941,
1.03791,µm,Spine,0,1,1,100000002,610000006950,
0.707134,µm,Spine,1,1,1,100000004,610000006955,
0.689217,µm,Spine,11,3,1,100000002,610000006957,
0.619845,µm,Spine,0,1,1,100000006,610000006963,
0.893123,µm,Spine,1,1,1,100000004,610000006969,
0.923556,µm,Spine,6,3,1,100000001,610000006972,
0.756282,µm,Spine,0,1,1,100000002,610000006978,
0.547702,µm,Spine,0,1,1,100000001,610000006983,
1.82805,µm,Spine,16,5,1,100000003,610000006988,
0.737409,µm,Spine,2,3,1,100000004,610000006992,
0.981024,µm,Spine,16,5,1,100000003,610000006996,
1.28472,µm,Spine,0,1,1,100000005,610000007000,
0.489873,µm,Spine,8,3,1,100000001,610000007002,
0.793825,µm,Spine,1,1,1,100000004,610000007005,
1.25637,µm,Spine,2,2,1,100000004,610000007010,
0.936556,µm,Spine,2,1,1,100000002,610000007014,
0.653923,µm,Spine,1,1,1,100000004,610000007018,
0.570204,µm,Spine,0,1,1,100000001,610000007021,
0.867968,µm,Spine,0,1,1,100000004,610000007025,
0.618565,µm,Spine,0,1,1,100000006,610000007030,
0.921069,µm,Spine,2,2,1,100000004,610000007032,
0.91229,µm,Spine,4,1,1,100000002,610000007036,
0.536871,µm,Spine,1,2,1,100000004,610000007038,
0.776398,µm,Spine,1,1,1,100000005,610000007040,
0.725378,µm,Spine,3,3,1,100000002,610000007044,
0.839233,µm,Spine,8,4,1,100000001,610000007046,
0.90971,µm,Spine,0,1,1,100000006,610000007049,
1.01672,µm,Spine,5,2,1,100000002,610000007051,
1.11559,µm,Spine,3,2,1,100000001,610000007054,
0.849589,µm,Spine,7,3,1,100000001,610000007056,
1.4875,µm,Spine,2,1,1,100000004,610000007061,
0.416667,µm,Spine,0,1,1,100000001,610000007065,
0.46696,µm,Spine,0,1,1,100000006,610000007070,
1.27908,µm,Spine,0,1,1,100000002,610000007076,
1.23864,µm,Spine,0,1,1,100000006,610000007079,
0.416667,µm,Spine,0,1,1,100000002,610000007083,
1.10955,µm,Spine,7,4,1,100000001,610000007085,
0.628705,µm,Spine,0,1,1,100000004,610000007088,
0.654665,µm,Spine,1,1,1,100000004,610000007091,
0.569951,µm,Spine,0,1,1,100000006,610000007094,
0.921957,µm,Spine,10,4,1,100000003,610000007100,
0.882167,µm,Spine,0,1,1,100000004,610000007103,
0.940889,µm,Spine,10,2,1,100000006,610000007105,
0.679217,µm,Spine,5,3,1,100000004,610000007108,
0.938051,µm,Spine,8,4,1,100000001,610000007110,
0.791829,µm,Spine,1,1,1,100000000,610000007112,
0.753757,µm,Spine,3,1,1,100000001,610000007115,
0.416667,µm,Spine,0,1,1,100000002,610000007119,
0.920087,µm,Spine,0,1,1,100000002,610000007121,
0.630143,µm,Spine,0,1,1,100000006,610000007124,
0.865863,µm,Spine,1,1,1,100000002,610000007127,
0.501552,µm,Spine,0,1,1,100000006,610000007130,
0.999744,µm,Spine,0,1,1,100000004,610000007133,
0.744677,µm,Spine,1,1,1,100000002,610000007137,
1.15858,µm,Spine,0,1,1,100000002,610000007146,
0.770541,µm,Spine,0,1,1,100000002,610000007151,
0.767005,µm,Spine,0,1,1,100000004,610000007153,
0.595203,µm,Spine,0,1,1,100000006,610000007156,
0.945539,µm,Spine,0,1,1,100000002,610000007159,
0.524664,µm,Spine,0,1,1,100000002,610000007165,
1.07973,µm,Spine,2,2,1,100000001,610000007168,
1.24878,µm,Spine,3,2,1,100000002,610000007176,
0.97741,µm,Spine,7,3,1,100000001,610000007180,
1.26726,µm,Spine,0,1,1,100000002,610000007185,
0.990085,µm,Spine,3,2,1,100000002,610000007194,
0.905559,µm,Spine,0,1,1,100000004,610000007198,
1.60578,µm,Spine,2,1,1,100000004,610000007204,
0.871202,µm,Spine,0,1,1,100000002,610000007206,
0.794314,µm,Spine,4,1,1,100000002,610000007208,
0.781269,µm,Spine,0,1,1,100000005,610000007211,
0.809213,µm,Spine,0,1,1,100000004,610000007215,
0.716158,µm,Spine,0,1,1,100000001,610000007217,
0.787411,µm,Spine,1,1,1,100000005,610000007219,
0.986765,µm,Spine,3,3,1,100000002,610000007221,
0.777965,µm,Spine,5,4,1,100000006,610000007226,
0.435731,µm,Spine,0,1,1,100000006,610000007229,
0.903649,µm,Spine,10,2,1,100000006,610000007233,
0.747435,µm,Spine,7,2,1,100000001,610000007236,
0.417987,µm,Spine,0,1,1,100000002,610000007238,
0.416667,µm,Spine,0,1,1,100000006,610000007240,
1.27716,µm,Spine,5,2,1,100000002,610000007242,
0.89876,µm,Spine,7,4,1,100000001,610000007244,
1.11043,µm,Spine,0,1,1,100000004,610000007246,
1.36823,µm,Spine,0,1,1,100000002,610000007251,
1.2682,µm,Spine,7,4,1,100000006,610000007255,
1.25957,µm,Spine,6,3,1,100000006,610000007258,
0.774104,µm,Spine,5,3,1,100000001,610000007261,
0.591323,µm,Spine,3,2,1,100000004,610000007265,
0.799348,µm,Spine,1,1,1,100000002,610000007267,
0.94249,µm,Spine,12,1,1,100000001,610000007269,
1.11643,µm,Spine,1,1,1,100000002,610000007271,
0.603556,µm,Spine,0,1,1,100000006,610000007273,
1.14754,µm,Spine,0,1,1,100000006,610000007275,
0.919463,µm,Spine,5,2,1,100000002,610000007277,
0.945235,µm,Spine,2,2,1,100000004,610000007281,
0.532227,µm,Spine,0,1,1,100000006,610000007284,
0.83212,µm,Spine,3,3,1,100000001,610000007286,
1.1419,µm,Spine,1,1,1,100000005,610000007288,
0.735163,µm,Spine,1,2,1,100000001,610000007291,
0.893015,µm,Spine,1,1,1,100000002,610000007294,
0.612504,µm,Spine,8,3,1,100000001,610000007296,
1.10907,µm,Spine,0,1,1,100000001,610000007298,
0.972892,µm,Spine,2,2,1,100000004,610000007300,
1.04378,µm,Spine,1,1,1,100000000,610000007304,
0.698058,µm,Spine,5,2,1,100000006,610000007306,
1.38855,µm,Spine,1,1,1,100000006,610000007308,
1.52276,µm,Spine,2,2,1,100000004,610000007312,
0.690613,µm,Spine,0,1,1,100000006,610000007316,
0.922557,µm,Spine,0,1,1,100000002,610000007320,
0.79219,µm,Spine,0,1,1,100000002,610000007322,
1.17265,µm,Spine,2,1,1,100000004,610000007326,
1.56764,µm,Spine,2,1,1,100000004,610000007332,
0.937966,µm,Spine,1,1,1,100000004,610000007337,
0.601429,µm,Spine,0,1,1,100000001,610000007341,
1.21998,µm,Spine,4,3,1,100000006,610000007347,
1.16309,µm,Spine,11,6,1,100000006,610000007351,
0.653995,µm,Spine,2,2,1,100000004,610000007353,
0.712076,µm,Spine,2,1,1,100000004,610000007356,
0.471186,µm,Spine,0,1,1,100000002,610000007359,
0.828385,µm,Spine,4,1,1,100000001,610000007362,
1.75027,µm,Spine,2,1,1,100000002,610000007365,
0.416667,µm,Spine,0,1,1,100000006,610000007368,
1.02367,µm,Spine,5,3,1,100000004,610000007371,
0.427857,µm,Spine,0,1,1,100000006,610000007375,
0.452564,µm,Spine,0,1,1,100000001,610000007378,
0.847842,µm,Spine,2,2,1,100000004,610000007381,
1.00112,µm,Spine,12,1,1,100000001,610000007383,
1.49488,µm,Spine,0,1,1,100000001,610000007385,
0.883695,µm,Spine,0,1,1,100000006,610000007390,
1.77214,µm,Spine,3,1,1,100000002,610000007396,
0.912909,µm,Spine,1,1,1,100000002,610000007403,
1.2367,µm,Spine,3,2,1,100000002,610000007408,
1.05094,µm,Spine,4,1,1,100000001,610000007411,
1.76641,µm,Spine,2,1,1,100000004,610000007417,
0.965838,µm,Spine,1,2,1,100000002,610000007419,
1.10913,µm,Spine,3,2,1,100000002,610000007425,
1.26302,µm,Spine,2,1,1,100000004,610000007429,
0.895714,µm,Spine,0,1,1,100000001,610000007432,
1.41377,µm,Spine,2,1,1,100000004,610000007436,
1.07658,µm,Spine,8,3,1,100000006,610000007439,
1.02452,µm,Spine,0,1,1,100000002,610000007443,
0.638744,µm,Spine,0,1,1,100000001,610000007446,
0.751864,µm,Spine,1,2,1,100000002,610000007449,
