
Soma Intensity Center Ch=3 Img=1
 ==================== 
Soma Intensity Center,Unit,Category,Channel,Image,Time,FilamentID,ID,
0,,Soma,3,Image 1,1,100000000,800000000,
43,,Soma,3,Image 1,1,100000001,800000001,
46,,Soma,3,Image 1,1,100000002,800000002,
40,,Soma,3,Image 1,1,100000003,800000003,
42,,Soma,3,Image 1,1,100000004,800000004,
0,,Soma,3,Image 1,1,100000005,800000005,
49,,Soma,3,Image 1,1,100000006,800000006,
